boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1156,01/10/2024,30/09/2024,Decreto,DECRE-2024-1329-SI-INTEN,"Expediente Nº 6500-2024 (Cuerpos 0, 2, 3, 4 y 5) - Adjudicar a DIAGNÓSTICO MAIPÚ POR IMÁGENES S.A. (C.U.I.T. Nº 33-61241756-9), la Licitación Pública Nº 21/2024, referente a la contratación del “SERVICIO DE RESONANCIAS MAGNÉTICAS”.",Adjudicación | Licitación Pública,
#1156,01/10/2024,30/09/2024,Decreto,DECRE-2024-1330-SI-INTEN,"Expediente Nº 8515-2024 - Adjudicar a RECIDUMBRE S.A. (C.U.I.T. Nº 33-70865399-9) el Concurso de Precios N° 124/2024, para la contratación del “SERVICIO DE TRASLADO DE FALLECIDOS”.",Adjudicación | Concurso de Precios,
#1156,01/10/2024,30/09/2024,Decreto,DECRE-2024-1332-SI-INTEN,"Expediente Nº 9664-2024 - Adjudicar a FIBROTECNOLOGÍA S.R.L. (C.U.I.T. Nº 30-71563154-3) el Concurso de Precios N° 132/2024, para la contratación del “SERVICIO DE INSTALACIÓN Y MIGRACIÓN DE LOS ENLACES DE FIBRA ÓPTICA”.",Adjudicación | Concurso de Precios,
#1156,01/10/2024,30/09/2024,Decreto,DECRE-2024-1336-SI-INTEN,"Expte. Nº 7092-2024 (Cuerpos 0 al 5).- Adjudicar la Licitación Pública Nº 34/2024, para la adquisición de “ROPA DE CIRUGÍA ESTÉRIL DESCARTABLE”.-",Adjudicación | Licitación Pública,
#1157,21/10/2024,01/10/2024,Decreto,DECRE-2024-1337-SI-INTEN,Expediente Nº 8812-2024 (Cuerpos 0 y 2) - Adjudicación - Concurso de Precios N° 125/2024: provisión de “BOTAS DE LLUVIA Y CAPAS PVC PARA EL PERSONAL DE BARRIDO DEL MUNICIPIO”.,Adjudicación | Concurso de Precios,
#1157,21/10/2024,02/10/2024,Decreto,DECRE-2024-1344-SI-INTEN,"Expediente Nº 9446-2024 (Cuerpos 0, 2, 3 y 4) - Adjudicar el Concurso de Precios N° 130/2024, para la adquisición de “MEDICAMENTOS”.",Adjudicación | Concurso de Precios,
#1157,21/10/2024,07/10/2024,Decreto,DECRE-2024-1362-SI-INTEN,"Expediente Nº 8947-2024 (Cuerpos 0, 2 y 3) - Adjudicar la Licitación Pública Nº 51/2024, para la adquisición de “EQUIPAMIENTO INFORMÁTICO”.",Adjudicación | Licitación Pública,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1365-SI-INTEN,"Expediente Nº 10250-2024 (Cuerpos 0 y 2) - Adjudicar a LINOTOL ARGENTINA S.A.C.C.I.F. (C.U.I.T. Nº 30-51713690-1) el Concurso de Precios N° 141/2024, para la “PROVISIÓN DE PINTURA”.",Adjudicación | Concurso de Precios,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1368-SI-INTEN,"Expediente Nº 7306-2024 (Cuerpos 0 al 17) - Adjudicar la Licitación Pública Nº 36/2024, para la provisión de “MATERIALES DESCARTABLES”.",Adjudicación | Licitación Pública,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1387-SI-INTEN,Expediente Nº 7420-2024 (Cuerpos 0 al 7) - Adjudicar la Licitación Pública N° 39/2024 para la provisión de “INSUMOS DE LABORATORIO”. Efectuar 2º llamado.-,Adjudicación | Segundo Llamado | Licitación Pública,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1390-SI-INTEN,Expediente Nº 11408-2024 - Adjudicar a favor de COLCAR MERBUS S.A. (CUIT Nº 30-69688775-2) la Contratación Directa Nº 336/2024 para la adquisición de “DOS CAMIONES LIVIANOS CON GRÚAS TIPO PERCHA”.,Adjudicación | Contratación Directa,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1393-SI-INTEN,"Expte. Nº 3678-2024 (Cuerpos 0 a 6).- Adjudicar los renglones Nros. 1, 2 y 3 correspondientes a la Licitación Pública Nº 13/2024, referente al alquiler de “BOMBAS DE INFUSIÓN”.-",Adjudicación | Licitación Pública,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1394-SI-INTEN,"Expte. Nº 8641-2024 (Cuerpos 0 y 2).- Adjudicación de la Licitación Privada N° 45/2024, para la contratación del “SERVICIO TERAPÉUTICO Y PREVENTIVO PARA EL CONTROL INTEGRAL DE PLAGAS”.-",Adjudicación | Licitación Privada,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1409-SI-INTEN,"Expediente Nº 9663-2024 (Cuerpos 0 y 2) - Adjudicar a CLEANUP SYF S.R.L. (C.U.I.T. Nº 30-71673880-5) el Concurso de Precios N° 131/2024, para la “PROVISIÓN DE ROLLOS DE TOALLAS DE MANO, DE COLOR BLANCO”.",Adjudicación | Concurso de Precios,
#1157,21/10/2024,14/10/2024,Decreto,DECRE-2024-1413-SI-INTEN,"Expediente Nº 10590-2024 - Adjudicar a CASTRO OSVALDO CASIMIRO (C.U.I.T. Nº 20-14791217-0) el Concurso de Precios N° 143/2024, para la adquisición de “TROFEOS”.",Adjudicación | Concurso de Precios,
#1157,21/10/2024,14/10/2024,Decreto,DECRE-2024-1416-SI-INTEN,Expediente Nº 9823-2024 - Adjudicar a KARL STORZ ENDOSCOPÍA ARGENTINA S.A. (C.U.I.T. Nº 30-67820498-2) el Concurso de Precios N° 133/2024.,Adjudicación | Concurso de Precios,
#1157,21/10/2024,14/10/2024,Decreto,DECRE-2024-1417-SI-INTEN,"Expediente Nº 9833-2024 (Cuerpos 0, 2 y 3) - Adjudicar el Concurso de Precios N° 136/2024, para la “PROVISIÓN DE ALFAJORES Y JUGOS”.",Adjudicación | Concurso de Precios,
#1157,21/10/2024,15/10/2024,Decreto,DECRE-2024-1424-SI-INTEN,"Expediente Nº 9451-2024 - Adjudicar los renglones Nros. 22, 24, 28, 29 y 33 correspondientes a la Licitación Privada N° 46/2024 para la adquisición de “INSUMOS TECNOLÓGICOS” - Efectuar un Segundo Llamado.",Adjudicación | Licitación Privada,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1425-SI-INTEN,"Expediente Nº 8843-2024 (Cuerpos 0 y 2) - Adjudicar la Licitación Pública Nº 48/2024, para la adquisición de “BOLSAS BIODEGRADABLES Y BOLSONES”.",Adjudicación | Licitación Pública,
#1157,21/10/2024,18/10/2024,Decreto,DECRE-2024-1447-SI-INTEN,"Expte. Nº 10939-2024.- Adjudicar a RENTEK S.A. (C.U.I.T. Nº 30-71080239-0) el Concurso de Precios N° 148/2024, para el “ALQUILER DE GRUPOS ELECTRÓGENOS”.-",Adjudicación | Concurso de Precios,
#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1455-SI-INTEN,"Expediente Nº 10424-2024 - Adjudicar a ELECTROMED S.R.L. (C.U.I.T. Nº 33-63863822-9) el Concurso de Precios N° 142/2024, para la adquisición de “DOS EQUIPOS DE VENTILACIÓN DE ALTO FLUJO (CAFO)”.",Adjudicación | Concurso de Precios,
#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1456-SI-INTEN,"Expediente Nº 10198-2024 (Cuerpos 0, 2 y 3) - Adjudicar a TECNOIMAGEN S.A. (C.U.I.T. Nº 33-70704423-9) el Concurso de Precios N° 140/2024, para la adquisición de “MONITORES MULTIPARAMÉTRICOS CON CAPNOGRAFÍA”.",Adjudicación | Concurso de Precios,
#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1457-SI-INTEN,Expediente Nº 9917-2024 (Cuerpos 0 y 2) - Concurso de Precios N° 135/2024. Adjudicación.,Adjudicación | Concurso de Precios,
#1158,29/10/2024,25/10/2024,Decreto,DECRE-2024-1483-SI-INTEN,"Expediente Nº 10701-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 146/2024, para la adquisición de “INSUMOS TECNOLÓGICOS”.",Adjudicación | Concurso de Precios,
#1158,29/10/2024,25/10/2024,Decreto,DECRE-2024-1484-SI-INTEN,"Expediente Nº 6911-2024 (Cuerpos 0 a 8) - Adjudicar la Licitación Pública Nº 32/2024 (Segundo Llamado), para la provisión de “MATERIALES PARA PLAN DE MANTENIMIENTO VIAL”.",Adjudicación | Licitación Pública,
#1158,29/10/2024,25/10/2024,Decreto,DECRE-2024-1485-SI-INTEN,"Expediente Nº 6496-2024 (Cuerpos 0 y 2) - Adjudicar a BG ANALIZADORES S.A. (C.U.I.T. N° 30-67610028-4), la Licitación Pública Nº 25/2024.",Adjudicación | Licitación Pública,
#1158,29/10/2024,25/10/2024,Decreto,DECRE-2024-1486-SI-INTEN,"Expediente Nº 6498-2024 (Cuerpos 0, 2 y 3) - Adjudicar a BG ANALIZADORES S.A. (C.U.I.T. N° 30-67610028-4), la Licitación Pública Nº 22/2024, referente a la contratación del “SERVICIO DE DETERMINACIONES INMUNOHISTOQUÍMICA”.",Adjudicación | Licitación Pública,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1494-SI-INTEN,"Expediente Nº 9824-2024 - Adjudicar a LABORATORIO HIDALGO S.A. (C.U.I.T. Nº 33-67731525-9) el Concurso de Precios N° 134/2024, para la contratación del “SERVICIO DE LABORATORIO EN SITUACIONES EXTREMAS”.",Adjudicación | Concurso de Precios,
#1159,04/11/2024,30/10/2024,Decreto,DECRE-2024-1519-SI-INTEN,"Expediente Nº 5572-2024 - Adjudicar los renglones correspondientes al Segundo Llamado de la Licitación Pública Nº 18/2024, para la adquisición de “INDUMENTARIA DE TRABAJO”.",Adjudicación | Licitación Pública,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1534-SI-INTEN,Expediente Nº 10589-2024 - Adjudicar la Licitación Privada N° 47/2024 para la provisión de “ARTÍCULOS DE LIBRERÍA”.,Adjudicación | Licitación Privada,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1535-SI-INTEN,"Expediente Nº 9652-2024 (Cuerpos 0 y 2) - Adjudicar la Licitación Pública Nº 54/2024, para la adquisición de “GASAS”.",Adjudicación | Licitación Pública,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1562-SI-INTEN,"Expte. N° 11909/2021 (Alcance 5).- Otorgar un reconocimiento de mayores costos a la empresa RESIDENCIAS GERIÁTRICAS EVIS S.A., adjudicataria de la contratación del “SERVICIO DE LOCACIÓN DE CAMAS EN FORMA TRANSITORIA EN UNA RESIDENCIA GERIÁTRICA”.-",Mayores Costos | Licitación Pública,
#1163,26/11/2024,07/11/2024,Decreto,DECRE-2024-1587-SI-INTEN,"Expte. Nº 10692-2024 (Cuerpos 0, 2 y 3).- Adjudicación del Concurso de Precios N° 145/2024, para la “PROVISIÓN DE ALIMENTACIÓN PARENTERAL”.-",Adjudicación | Concurso de Precios,
#1163,26/11/2024,08/11/2024,Decreto,DECRE-2024-1591-SI-INTEN,"Expediente Nº 11960-2024 - Adjudicar a PARADISO HERNÁN DANIEL (C.U.I.T. Nº 24-25314764-0) el Concurso de Precios N° 166/2024, referente al “ALQUILER DE 2.500 METROS LINEALES DE VALLAS DE SEGURIDAD”.",Adjudicación | Concurso de Precios,
#1163,26/11/2024,11/11/2024,Decreto,DECRE-2024-1601-SI-INTEN,"Expte. Nº 10940-2024 (Cuerpos 0 y 2).- Adjudicación del Concurso de Precios N° 149/2024, para la adquisición de “INSUMOS DESCARTABLES”.-",Adjudicación | Concurso de Precios,
#1163,26/11/2024,11/11/2024,Decreto,DECRE-2024-1605-SI-INTEN,"Expte. Nº 9949-2024 (Cuerpos 0, 2 y 3).- Adjudicación de los renglones correspondientes al Segundo Llamado del Concurso de Precios N° 137/2024, para la contratación del “SERVICIO DE MANTENIMIENTO DE LA RED DE OXÍGENO”.-",Adjudicación | Segundo Llamado | Concurso de Precios,
#1163,26/11/2024,11/11/2024,Decreto,DECRE-2024-1619-SI-INTEN,"Expte. Nº 11103-2024 (Cuerpos 0 y 2).- Adjudicación del Concurso de Precios N° 151/2024, para la adquisición de “ARTÍCULOS DE LIMPIEZA”.-",Adjudicación | Concurso de Precios,
#1163,26/11/2024,12/11/2024,Decreto,DECRE-2024-1624-SI-INTEN,"Expediente Nº 12029-2024 - Adjudicar a LINKSOLUTION S.R.L. (C.U.I.T. Nº 30-71044889-9) el Concurso de Precios N° 169/2024, para la contratación del “SERVICIO DE CONSULTORÍA DE TECNOLOGÍA”.",Adjudicación | Concurso de Precios,
#1163,26/11/2024,13/11/2024,Decreto,DECRE-2024-1631-SI-INTEN,"Expediente Nº 11104-2024 - Adjudicar el Concurso de Precios N° 152/2024, para la adquisición de “EQUIPOS PARA EL MANTENIMIENTO Y LA CONSERVACIÓN ADECUADA DE LAS ÁREAS VERDES Y LOS ESPACIOS PÚBLICOS DEL MUNICIPIO”.",Adjudicación | Concurso de Precios,
#1163,26/11/2024,13/11/2024,Decreto,DECRE-2024-1638-SI-INTEN,"Expte. Nº 11276-2024.- Adjudicación del Concurso de Precios N° 155/2024, para la adquisición de “VENTILADORES”.-",Adjudicación | Concurso de Precios,
#1163,26/11/2024,13/11/2024,Decreto,DECRE-2024-1639-SI-INTEN,"Expte. Nº 11396-2024.- Adjudicación del Concurso de Precios N° 157/2024, para la provisión de “BIDONES DE AGUA”.-",Adjudicación | Concurso de Precios,
#1163,26/11/2024,15/11/2024,Decreto,DECRE-2024-1648-SI-INTEN,"Expediente Nº 10115-2024 (Cuerpos 0 y 2) - Adjudicar a KRISTOF EZEQUIEL (C.U.I.T. Nº 20-22278136-2) el Concurso de Precios N° 138/2024, para la adquisición de “COLCHONES HOSPITALARIOS Y ALMOHADAS”.",Adjudicación | Concurso de Precios,
#1164,28/11/2024,20/11/2024,Decreto,DECRE-2024-1657-SI-INTEN,"Expediente Nº 11844-2024 - Adjudicar a MILLORE TOMÁS ISAIAS (C.U.I.T. Nº 20-33716067-1) el Concurso de Precios N° 162/2024, para la adquisición de “SILLAS, SOMBRILLAS Y MESAS”.",Adjudicación | Concurso de Precios,
#1164,28/11/2024,20/11/2024,Decreto,DECRE-2024-1658-SI-INTEN,"Expediente Nº 9662-2024 (Cuerpos 0, 2 y 3) - Adjudicar a SOMA S.A. (C.U.I.T. N° 30-61608997-4), la Licitación Pública Nº 55/2024.",Adjudicación | Licitación Pública,
#1164,28/11/2024,20/11/2024,Decreto,DECRE-2024-1659-SI-INTEN,"Expediente Nº 11802-2024 - Adjudicar a ESPUMAS PILAR S.R.L. (C.U.I.T. Nº 30-58531404-4) el Concurso de Precios N° 158/2024, para la adquisición de “COLCHONES”.",Adjudicación | Concurso de Precios,
#1164,28/11/2024,20/11/2024,Decreto,DECRE-2024-1660-SI-INTEN,"Expediente N° 11103-2024 (Cuerpos 0 y 2) - Rectificar el artículo 1º del Decreto Nº 1619/2024 - Concurso de Precios N° 151/2024, para la adquisición de “ARTÍCULOS DE LIMPIEZA”.",Rectificación | Decreto N° 1619/2024 | Adjudicación | Concurso de Precios,
#1164,28/11/2024,22/11/2024,Decreto,DECRE-2024-1676-SI-INTEN,"Expediente Nº 11846-2024 (Cuerpos 0 y 2) - Adjudicar a RAMÓN CHOZAS S.A. (C.U.I.T. Nº 30-50021727-4) el Concurso de Precios N° 163/2024, para la “PROVISIÓN DE FORMULARIOS”.",Adjudicación | Concurso de Precios,
#1164,28/11/2024,26/11/2024,Decreto,DECRE-2024-1686-SI-INTEN,Expediente Nº 12687-2024 - Adjudicar la Contratación Directa referente a la adquisición de “VEHÍCULOS”.,Adjudicación | Contratación Directa,
#1165,04/12/2024,29/11/2024,Decreto,DECRE-2024-1692-SI-INTEN,"Expediente Nº 11913-2024 - Adjudicar a la empresa POR MIS HIJOS S.R.L. (C.U.I.T. Nº 30-71677522-0) el Concurso de Precios N° 164/2024, para la adquisición de “AGUA MINERAL”.",Adjudicación | Concurso de Precios,
#1165,04/12/2024,29/11/2024,Decreto,DECRE-2024-1697-SI-INTEN,"Expediente Nº 8336-2024 (Cuerpos 0, 2 y 3) - Adjudicar la Licitación Pública Nº 44/2024, para la provisión de “COMPUTADORAS, MONITORES, NOTEBOOKS Y KIT DE TECLADO Y MOUSE”.",Adjudicación | Licitación Pública,
#1166,19/12/2024,02/12/2024,Decreto,DECRE-2024-1699-SI-INTEN,"Expediente Nº 12173-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 171/2024, para la adquisición de “STENTS CORONARIOS CONVENCIONALES Y FARMACOLÓGICOS”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,02/12/2024,Decreto,DECRE-2024-1700-SI-INTEN,"Expediente Nº 10952-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 150/2024, para la provisión de “PAPEL HIGIÉNICO Y TOALLAS DE MANO”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,02/12/2024,Decreto,DECRE-2024-1714-SI-INTEN,"Expediente Nº 11799-2024 - Adjudicar a POLLAROLO FEDERICO GUILLERMO (C.U.I.T. Nº 20-29633885-1), el Concurso de Precios Nº 161/2024 para la “PROVISIÓN DE ALIMENTOS”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,05/12/2024,Decreto,DECRE-2024-1730-SI-INTEN,"Expediente Nº 11957-2024 - Adjudicar a CM SERVICIOS Y CONSTRUCCIONES S.A., (C.U.I.T. Nº 30-71466799-4), el Concurso de Precios Nº 165/2024 para la “PUESTA EN VALOR Y MANTENIMIENTO DE ESPACIOS VERDES DEL MUNICIPIO”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,06/12/2024,Decreto,DECRE-2024-1735-SI-INTEN,"Expediente Nº 11626-2024 (Cuerpos 0 y 2) - Adjudicar a AGÜERO MARÍA ALICIA (C.U.I.T. Nº 27-18058362-4) el Concurso de Precios N° 160/2024, para la provisión de “ARTÍCULOS DE LIBRERÍA”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,06/12/2024,Decreto,DECRE-2024-1736-SI-INTEN,"Expediente Nº 10976-2024 (Cuerpos 0 y 2) - Adjudicar a BHAURAC S.A. (C.U.I.T. Nº 30-61181661-4) la Licitación Privada Nº 49/2024, para la adquisición de “PELÍCULAS DRY VIEW”.",Adjudicación | Licitación Privada,
#1166,19/12/2024,06/12/2024,Decreto,DECRE-2024-1738-SI-INTEN,"Expediente Nº 10700-2024 (Cuerpos 0 a 8) - Adjudicar la Licitación Pública Nº 59/2024, para la adquisición de “BOLSONES DE ALIMENTOS Y CAJAS NAVIDEÑAS”.",Adjudicación | Licitación Pública,
#1166,19/12/2024,12/12/2024,Decreto,DECRE-2024-1762-SI-INTEN,"Expediente Nº 10691-2024 (Cuerpos 0 a 4) - Adjudicar a MT OI S.A.S. (C.U.I.T. Nº 30-71678962-0) la Licitación Privada N° 48/2024, para efectuar la “REFORMA EDILICIA EN EL ÁREA DE ATENCIÓN INFANTO JUVENIL DEL HOSPITAL CENTRAL DE SAN ISIDRO”.",Adjudicación | Licitación Privada,
#1166,19/12/2024,12/12/2024,Decreto,DECRE-2024-1763-SI-INTEN,"Expediente Nº 11119-2024 (Cuerpos 0 a 3) - Adjudicar la Licitación Pública Nº 65/2024, para la adquisición de “ALIMENTOS PARA LAS COLONIAS DE VERANO”.",Adjudicación | Licitación Pública,
#1166,19/12/2024,12/12/2024,Decreto,DECRE-2024-1764-SI-INTEN,"Expediente Nº 5775-2024 (Cuerpos 0 a 11) - Adjudicar a ILUBAIRES S.A. (C.U.I.T. N° 30-69381186-0), la Licitación Pública Nº 56/2024, referente a la contratación del “SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EDIFICIOS MUNICIPALES”.",Adjudicación | Licitación Pública,
#1166,19/12/2024,13/12/2024,Decreto,DECRE-2024-1771-SI-INTEN,"Expediente Nº 12325-2024 - Adjudicar a KARL STORZ ENDOSCOPÍA ARGENTINA S.A, (C.U.I.T. Nº 30-67820498-2), el Concurso de Precios Nº 167/2024, para la adquisición de un “CISTOURETROSCOPIO PEDIÁTRICO PARA EL SERVICIO DE UROLOGÍA INFANTIL”.",Adjudicación | Concurso de Precios,
#1166,19/12/2024,13/12/2024,Decreto,DECRE-2024-1773-SI-INTEN,"Expediente Nº 12541-2024 - Adjudicar a PLANETA LASER S.R.L., (C.U.I.T. Nº 30-71653708-7), el Concurso de Precios Nº 177/2024 para la provisión de “KAYAKS, REMOS Y CHALECOS SALVAVIDAS”.",Adjudicación | Concurso de Precios,
#1172,06/01/2025,16/12/2024,Decreto,DECRE-2024-1776-SI-INTEN,Expediente Nº 13331-2024 - Adjudicar la Contratación Directa referente a la adquisición veinte (20) motovehículos a VÁZQUEZ MARCELO FABIÁN (C.U.I.T. Nº 20-16921064-1).,Adjudicación | Contratación Directa,
#1172,06/01/2025,17/12/2024,Decreto,DECRE-2024-1784-SI-INTEN,Expediente Nº EX-2024-00043331-SI-DGCOMP - Adjudicar la Contratación Directa referente a la adquisición de “REPELENTES”.,Adjudicación | Contratación Directa,
#1172,06/01/2025,17/12/2024,Decreto,DECRE-2024-1786-SI-INTEN,"Expte. Nº 12375-2024.- Adjudicación del Concurso de Precios N° 176/2024, para la contratación del servicio para la realización de “ESTUDIOS DE MEDICINA NUCLEAR EN CÁMARA GAMMA (CENTELLOGRAMA Y SPECT)”.-",Adjudicación | Concurso de Precios,
#1172,06/01/2025,19/12/2024,Decreto,DECRE-2024-1795-SI-INTEN,"Expediente Nº 12220-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 174/2024, para la provisión de “CHAPAS GALVANIZADAS Y TIRANTES DE MADERA”.",Adjudicación | Concurso de Precios,
#1172,06/01/2025,20/12/2024,Decreto,DECRE-2024-1802-SI-INTEN,Expediente Nº 12687-2024 - Adjudicar la Contratación Directa de vehículos a favor de “TOYOTA ARGENTINA S.A.”.-,Adjudicación | Contratación Directa,
#1172,06/01/2025,20/12/2024,Decreto,DECRE-2024-1806-SI-INTEN,"Expediente Nº 8845-2024 - Adjudicar la Licitación Pública Nº 49/2024, referente a la “PROVISIÓN E INSTALACIÓN DEL SISTEMA DE ACONDICIONAMIENTO Y FILTRADO DE AIRE PARA EL SERVICIO DE NEONATOLOGÍA DEL HOSPITAL MATERNO INFANTIL”.-",Adjudicación | Licitación Pública,
#1172,06/01/2025,23/12/2024,Decreto,DECRE-2024-1821-SI-INTEN,"Expediente Nº 9036-2024 (Cuerpos 0 a 9) - Adjudicar la Licitación Pública Nº 52/2024, referente a la contratación del servicio de “IMPLEMENTACIÓN Y MANTENIMIENTO DEL SISTEMA INFORMÁTICO DE SALUD DE LA MUNICIPALIDAD DE SAN ISIDRO”.-",Adjudicación | Licitación Pública,
#1172,06/01/2025,27/12/2024,Decreto,DECRE-2024-1829-SI-INTEN,Expediente Nº 12685/2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios Nº 180/2024 para la contratación del “SERVICIO DE PROVISIÓN DE GAS OXÍGENO MEDICINAL EN TUBO”.-,Adjudicación | Concurso de Precios,
#1172,06/01/2025,27/12/2024,Decreto,DECRE-2024-1831-SI-INTEN,"Expediente Nº 12979-2024 - Adjudicar el Concurso de Precios Nº 181/2024 para la contratación del “SERVICIO DE CLASIFICACIÓN, SEPARACIÓN Y DOBLADO DE FORMULARIOS”.-",Adjudicación | Concurso de Precios,
#1172,06/01/2025,30/12/2024,Decreto,DECRE-2024-1834-SI-INTEN,"Expediente Nº 12989-2024 - Adjudicar el Concurso de Precios N° 182/2024, para la adquisición de “LOCKERS METÁLICOS”.",Adjudicación | Concurso de Precios,
#1172,06/01/2025,30/12/2024,Decreto,DECRE-2024-1835-SI-INTEN,"Expediente Nº 11961-2024 (Cuerpos 0 al 3) - Adjudicar los renglones Nros. 3, 5, 6, 9, 10 y 13 correspondientes a la Licitación Pública N° 64/2024, contratación de “SERVICIO DE TRANSPORTES DE PERSONAS” - Efectuar un segundo llamado.-",Adjudicación | Licitación Pública,
#1177,30/01/2025,07/01/2025,Decreto,DECRE-2025-10-SI-INTEN,"Expediente Nº 11293-2024 (Cuerpos 0 a 5) - Adjudicar a EQUIS QUINCE S.A. (C.U.I.T. Nº 33-70782281-9), la Licitación Pública Nº 61/2024, referente a la contratación del “SERVICIO DE ALIMENTACIÓN CON DESTINO AL CENTRO RECREATIVO PARA LA TERCERA EDAD"".",Adjudicación | Licitación Pública,
#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-15-SI-INTEN,Expediente Nº 12002/2024 (Cuerpos 0 a 3) - Adjudicar Licitación Privada N° 50/2024.-,Adjudicación | Licitación Privada,
#1177,30/01/2025,09/01/2025,Decreto,DECRE-2025-19-SI-INTEN,"Expediente Nº 9445-2024 (Cuerpos 0 a 5) - Adjudicar la Licitación Pública Nº 53/2024, referente a la provisión, instalación y mantenimiento de un “CABLEADO DE RED Y ELÉCTRICO PARA EL SISTEMA INFORMÁTICO DE SALUD EN EL HOSPITAL MATERNO INFANTIL"".",Adjudicación | Licitación Pública,
#1177,30/01/2025,13/01/2025,Decreto,DECRE-2025-26-SI-INTEN,Expte. Nº 5745-2024 (Cuerpos 0 a 51) y Nº 13991/2024.- Adjudicación de la Licitación Pública Nº 62/2024. “SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS ESPACIOS VERDES DEL MUNICIPIO DE SAN ISIDRO”.-,Adjudicación | Licitación Pública,
#1177,30/01/2025,13/01/2025,Decreto,DECRE-2025-28-SI-INTEN,"Expediente Nº 12543-2024 (Cuerpos 0 y 2) - Adjudicar los renglones Nros. 1 y 2 correspondientes a la Licitación Privada N° 52/2024, referente a la provisión de “CABLES PREENSAMBLADOS DE ALUMINIO Y POSTES DE LUZ” - Efectuar un Segundo Llamado.",Adjudicación | Licitación Privada,
#1177,30/01/2025,13/01/2025,Decreto,DECRE-2025-33-SI-INTEN,"Expte. Nº 13114-2024.- Adjudicar el Concurso de Precios N° 186/2024, para la adquisición de “BOTAS, FAJAS LUMBAR Y GUANTES PVC”.-",Adjudicación | Concurso de Precios,
#1177,30/01/2025,13/01/2025,Decreto,DECRE-2025-34-SI-INTEN,"Expte. Nº 7270-2024 (Cuerpos 0 a 9).- Adjudicación de la Licitación Pública Nº 35/2024, para la provisión de “INSUMOS PARA HEMOTERAPIA” (Segundo llamado).-",Adjudicación | Licitación Pública,
#1178,11/02/2025,16/01/2025,Decreto,DECRE-2025-45-SI-INTEN,"Expediente Nº 11459-2024 (Cuerpos 0 a 7) - Adjudicar a EQUIS QUINCE S.A. (C.U.I.T. Nº 33-70782281-9), la Licitación Pública Nº 63/2024, referente a la contratación del “SERVICIO DE RACIONES DIARIAS DE COMIDA (...)"".",Adjudicación | Licitación Pública,
#1178,11/02/2025,17/01/2025,Decreto,DECRE-2025-59-SI-INTEN,"Expediente Nº 12803-2024 (Cuerpos 0 y 2) - Adjudicar la Licitación Privada N° 54/2024, para la contratación del “SERVICIO DE CONSERVACIÓN Y MANTENIMIENTO DE LOS SISTEMAS DE RIEGO, BAÑOS DE PLAZAS Y FUENTES DECORATIVAS DEL PARTIDO”.",Adjudicación | Licitación Privada,
#1178,11/02/2025,17/01/2025,Decreto,DECRE-2025-60-SI-INTEN,"Expediente Nº 12545-2024 - Adjudicar a TECNOIMAGEN S.A. (C.U.I.T. Nº 33-70704423-9) el Concurso de Precios N° 178/2024, para la adquisición de “DESFIBRILADORES EXTERNOS AUTOMÁTICOS CON GABINETE”.",Adjudicación | Concurso de Precios,
#1178,11/02/2025,17/01/2025,Decreto,DECRE-2025-62-SI-INTEN,"Expediente Nº 12218-2024 (Cuerpos 0 a 4) - Adjudicación: Licitación Privada N° 51/2024 para la contratación del “SERVICIO DE BARRIDO MANUAL, LIMPIEZA Y RECOLECCIÓN DE RESIDUOS DEL ESPACIO PÚBLICO EN BARRIOS DEL PARTIDO DE SAN ISIDRO”.",Adjudicación | Licitación Privada,
