boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1190,19/05/2025,13/05/2025,Decreto,DECRE-2025-507-SI-INTEN,"Expediente Nº 13203/2024 (Cuerpos 0 a 13) - Adjudicar a C&I CONSTRUCTORA S.A. (C.U.I.T. Nº 30-71763510-4) la Licitación Pública Nº 78/2024, referente a la obra “PUESTA EN VALOR DEL NUEVO SALÓN DE BOXEO DEL CAMPO DE DEPORTES MUNICIPAL Nº 1”.",Adjudicación | Licitación Pública,
#1191,02/06/2025,16/05/2025,Decreto,DECRE-2025-511-SI-INTEN,Expediente Nº EX-2025-00059692-SI-SECAMEP - Adjudicar la Contratación Directa referente a la “PROVISIÓN E INSTALACIÓN DE INSUMOS Y EQUIPAMIENTO DESTINADOS A LOS PATIOS DE JUEGOS DEL PASEO 33 ORIENTALES Y DE LA PLAZA BELGRANO”.-,Adjudicación | Contratación Directa,
#1191,02/06/2025,16/05/2025,Decreto,DECRE-2025-518-SI-INTEN,"Expediente Nº 8805-2024 (Cuerpos 0 a 17) - Adjudicar la Licitación Pública Nº 46/2024, referente a la obra “PUESTA EN VALOR Y ADECUACIÓN EDILICIA DEL ESPACIO ALSINA Nº 97 - 1º PISO”.-",Adjudicación | Licitación Pública,
#1191,02/06/2025,16/05/2025,Decreto,DECRE-2025-521-SI-INTEN,"Expediente N° 765-2025 (Cuerpos 0 a 3) - Adjudicación Licitación Privada Nº 6/2025 para la adquisición de “ARTÍCULOS DE LIBRERÍA"".-",Adjudicación | Licitación Privada,
#1191,02/06/2025,20/05/2025,Decreto,DECRE-2025-531-SI-INTEN,"Expediente N° 1156-2025 - Adjudicar el Concurso de Precios Nº 28/2025, para la adquisición de “HELADERAS EXHIBIDORAS”.-",Adjudicación | Concurso de Precios,
#1191,02/06/2025,20/05/2025,Decreto,DECRE-2025-532-SI-INTEN,"Expediente N° EX-2025-00002807-SI-SECAMEP - Adjudicar la Licitación Pública Nº 9/2025, para la adquisición de “BOLSAS OXIBIODEGRADABLES”.-",Adjudicación | Licitación Pública,
#1191,02/06/2025,22/05/2025,Decreto,DECRE-2025-541-SI-INTEN,"Expediente Nº 1075/2025 (Cuerpos Nros. 0 a 30) - Adjudicar la Licitación Pública N° 4/2025, referente a la adquisición de “EQUIPAMIENTO MÉDICO”.-",Adjudicación | Licitación Pública,
#1191,02/06/2025,26/05/2025,Decreto,DECRE-2025-556-SI-INTEN,"Expediente Nº 13743-2024 (Cuerpos 0 a 7) - Adjudicar la Licitación Pública N° 87/2024, para la “PROVISIÓN E INSTALACIÓN DE CLIMATIZACIÓN DE PISCINAS EN LOS CAMPOS DE DEPORTES MUNICIPALES NROS. 1, 2 Y 4”.-",Adjudicación | Licitación Pública,
#1191,02/06/2025,29/05/2025,Decreto,DECRE-2025-559-SI-INTEN,"Expediente N° 1833/2025 (Cuerpos 0 a 2) - Adjudicar el Concurso de Precios Nº 42/2025, para la adquisición de “FORMULARIOS DE PAPEL”.-",Adjudicación | Concurso de Precios,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-578-SI-INTEN,"Expediente N° 627-2025 (Cuerpos 0 a 3) - Adjudicar la Licitación Privada N° 5/2025, para la adquisición de “ARTÍCULOS DE LIMPIEZA”.-",Adjudicación | Licitación Privada,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-579-SI-INTEN,"Expediente 1484-2025 - Adjudicar el Concurso de Precios N° 36/2025 para la adquisición de “CAJAS DE ACERO INOXIDABLE CRIBADAS, APTAS PARA ESTERILIZACIÓN POR AUTOCLAVABLE”.-",Adjudicación | Concurso de Precios,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-580-SI-INTEN,"Expediente Nº EX-2025-00013989-SI-SECDHD - Adjudicar el Concurso de Precios N° 21/2025, para la adquisición de “SILLAS Y MESAS”.-",Adjudicación | Concurso de Precios,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-582-SI-INTEN,"Expediente Nº 1106/2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios Nº 26/2025, para la provisión de “ARTÍCULOS DE LIMPIEZA”.",Adjudicación | Concurso de Precios,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-583-SI-INTEN,Expediente Nº 2167/2025 - Adjudicar el Concurso de Precios Nº 49/2025 para la “ADQUISICIÓN DE SILLAS”.-,Adjudicación | Concurso de Precios,
#1192,26/06/2025,02/06/2025,Decreto,DECRE-2025-586-SI-INTEN,Expediente Nº EX-2025-00035966-SI-SSDS - Adjudicar el Concurso de Precios N° 50/2025 para la adquisición de “AGUA MINERAL ENVASADA”.-,Adjudicación | Concurso de Precios,
#1192,26/06/2025,04/06/2025,Decreto,DECRE-2025-592-SI-INTEN,"Expediente N° 1191/2025 (Cuerpos Nros. 0 a 31) - Adjudicar la Licitación Pública N° 13/2025, para la “PROVISIÓN DE EQUIPAMIENTO MÉDICO”.-",Adjudicación | Licitación Pública,
#1192,26/06/2025,04/06/2025,Decreto,DECRE-2025-596-SI-INTEN,Expediente Nº 3012/2025 - Adjudicar la Contratación Directa referente a la adquisición de “MEDICAMENTOS E INSUMOS MÉDICOS”.-,Adjudicación | Contratación Directa,
#1192,26/06/2025,04/06/2025,Decreto,DECRE-2025-597-SI-INTEN,"EX-2025-00049523-SI-SSDS. - Adjudicar el Concurso de Precios N° 59/2025, para la ""PROVISIÓN Y DISTRIBUCIÓN DE ALIMENTOS” Programa “Operativo Frío”. -",Adjudicación | Concurso de Precios,
#1192,26/06/2025,11/06/2025,Decreto,DECRE-2025-612-SI-INTEN,"Expediente N° 2594/2025 - Adjudicar a VIA URBANA S.R.L. (C.U.I.T. N° 30-71024301-4) el Concurso de Precios Nº 65/2025, para la contratación del “SERVICIO DE TRANSPORTE”.",Adjudicación | Concurso de Precios,
#1192,26/06/2025,12/06/2025,Decreto,DECRE-2025-624-SI-INTEN,"Expediente Nº EX-2025-00030941-SI-INNO - Adjudicar el Concurso de Precios N° 47/2025, para la adquisición de “MONITORES”.-",Adjudicación | Concurso de Precios,
#1192,26/06/2025,12/06/2025,Decreto,DECRE-2025-626-SI-INTEN,"Expediente N° 1147/2025 (Cuerpos Nros. 0 a 4) - Adjudicar la Licitación Pública Nº 12/2025, para la adquisición de “BLINDAJE Y EQUIPAMIENTO DE LAS CAMIONETAS NUEVAS PARA PATRULLAJE EN EL MUNICIPIO”.-",Adjudicación | Licitación Pública,
#1192,26/06/2025,13/06/2025,Decreto,DECRE-2025-628-SI-INTEN,"Expediente N° 2478/2025 - Adjudicar a INTEROFFICE ARGENTINA S.R.L. (C.U.I.T. N° 30-70818019-6) el Concurso de Precios Nº 58/2025, para la adquisición de “SILLAS”.",Adjudicación | Concurso de Precios,
#1192,26/06/2025,13/06/2025,Decreto,DECRE-2025-632-SI-INTEN,"Expediente N° 2693/2025 - Adjudicar el Concurso de Precios Nº 70/2025, para la contratación del servicio de “ALQUILER DE CAMIÓN DE PORTE MENOR”.-",Adjudicación | Concurso de Precios,
#1193,30/06/2025,19/06/2025,Decreto,DECRE-2025-641-SI-INTEN,"Expediente Nº 503/2025 (Cuerpos Nros. 0 a 5) - Adjudicar la Licitación Pública N° 8/2025, para la la adquisición de “GASAS, COMPRESAS, VENDAS DE GASA Y APÓSITOS DE GASA CON ALGODÓN”.-",Adjudicación | Licitación Pública,
#1193,30/06/2025,19/06/2025,Decreto,DECRE-2025-643-SI-INTEN,"Expediente N° EX-2025-00046209-SI-SECAMEP - Adjudicar el Concurso de Precios N° 54/2025, para la adquisición de “INSUMOS PARA EL PLAN DE CONTROL DE VECTORES”.-",Adjudicación | Concurso de Precios,
#1193,30/06/2025,19/06/2025,Decreto,DECRE-2025-644-SI-INTEN,"Expediente Nº EX-2025-00056346-SI-SSDS - Adjudicar el Concurso de Precios N° 79/2025, para la contratación del “SERVICIO DE LIMPIEZA Y DESOBSTRUCCIÓN DE CONDUCTOS PLUVIALES EN DIFERENTES SECTORES DEL PARTIDO DE SAN ISIDRO”.-",Adjudicación | Concurso de Precios,
#1193,30/06/2025,23/06/2025,Decreto,DECRE-2025-650-SI-INTEN,Expediente N° 2581-2025 - Adjudicación el Concurso de Precios N° 64/2025.,Adjudicación | Concurso de Precios,
#1193,30/06/2025,27/06/2025,Decreto,DECRE-2025-671-SI-INTEN,Expediente N° EX-2025-00047635-SI-INNO - Adjudicación Concurso de Precios N° 56/2025.-,Adjudicación | Concurso de Precios,
#1193,30/06/2025,27/06/2025,Decreto,DECRE-2025-673-SI-INTEN,"Expediente N° 1490/2025 (Cuerpos Nros. 0 a 7) - Adjudicar la Licitación Pública N° 15/2025, para la adquisición de “INSUMOS GASTROENTEROLÓGICOS”.-",Adjudicación | Licitación Pública,
#1193,30/06/2025,27/06/2025,Decreto,DECRE-2025-674-SI-INTEN,"Expediente N° 1834/2025 (Cuerpos Nros. 0 a 4) - Adjudicar la Licitación Pública N° 23/2025 para la “PROVISIÓN E INSTALACIÓN DE PANELES CABECERAS, ALARMA DE GASES MEDICINALES, LLAMADOR DE ENFERMERA Y REPETIDORES PRIMARIOS DE PARO CARDÍACO”.-",Adjudicación | Licitación Pública,
#1193,30/06/2025,27/06/2025,Decreto,DECRE-2025-677-SI-INTEN,"Expediente N° EX-2025-00048567-SI-SSDEP - Adjudicar el Concurso de Precios N° 62/2025, para la “ADQUISICIÓN DE CLORO Y ÁCIDO A GRANEL PARA PILETAS”.-",Adjudicación | Concurso de Precios,
#1193,30/06/2025,30/06/2025,Decreto,DECRE-2025-684-SI-INTEN,"Expediente N° 2373/2025 - Adjudicar el Concurso de Precios N° 48/2025, para la adquisición de “EQUIPOS DE GPS”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,03/07/2025,Decreto,DECRE-2025-707-SI-INTEN,Expediente Nº EX-2025-00049519-SI-INNO - Adjudicación Concurso de Precios Nº 71/2025.-,Adjudicación | Concurso de Precios,
#1194,21/07/2025,03/07/2025,Decreto,DECRE-2025-708-SI-INTEN,"Expediente N° 2648/2025 - Adjudicar el Concurso de Precios N° 68/2025, para la contratación del “SERVICIO DE COLOCACIÓN DE FOLLETOS DE PAPEL”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,03/07/2025,Decreto,DECRE-2025-709-SI-INTEN,"Expediente N° 1696/2025 (Cuerpos 0 a 4) - Adjudicar la Licitación Privada N° 11/2025, para la adquisición de “INSUMOS DE ANATOMÍA PATOLÓGICA”.-",Adjudicación | Licitación Privada,
#1194,21/07/2025,03/07/2025,Decreto,DECRE-2025-710-SI-INTEN,"Expediente Nº EX-2025-00095780-SI-SECAMEP - Adjudicar la Contratación Directa referente a la “PROVISIÓN DE MAQUINARIAS, HERRAMIENTAS, REPUESTOS E INSUMOS OPERATIVOS DESTINADOS AL MANTENIMIENTO Y CONSERVACIÓN DE LOS ESPACIOS VERDES Y CEMENTERIOS"".-",Adjudicación | Contratación Directa,
#1194,21/07/2025,07/07/2025,Decreto,DECRE-2025-720-SI-INTEN,"Expediente N° 2580/2025 (Cuerpos 0 a 4) - Adjudicar el Concurso de Precios N° 63/2025, para la adquisición de “MEDICAMENTOS”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,08/07/2025,Decreto,DECRE-2025-728-SI-INTEN,"Expediente Nº EX-2025-00045149-SI-SSDS - Adjudicar el Concurso de Precios N° 57/2025, para la adquisición de “ALIMENTOS”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,08/07/2025,Decreto,DECRE-2025-730-SI-INTEN,"Expediente N° EX-2025-00044179-SI-SSDS - Adjudicación Concurso de Precios N° 53/2025, para la adquisición de “COLCHONES, FRAZADAS, SÁBANAS Y ALMOHADAS”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,10/07/2025,Decreto,DECRE-2025-736-SI-INTEN,"Expediente N° 2310/2025 - Adjudicar el Concurso de Precios N° 51/2025, para la adquisición de “DELANTALES”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,11/07/2025,Decreto,DECRE-2025-739-SI-INTEN,"Expediente N° 2534/2025 (Cuerpos 0 y 2) - Adjudicar la Licitación Privada N° 13/2025, para la provisión de PAPEL HIGIÉNICO, TOALLAS DE MANO Y PAPEL DE COCINA""",Adjudicación | Licitación Privada,
#1194,21/07/2025,11/07/2025,Decreto,DECRE-2025-747-SI-INTEN,"Expediente N° EX-2025-00062257-SI-INNO - Adjudicar el Concurso de Precios N° 81/2025, para la adquisición de un “DRON Y ACCESORIOS”.-",Adjudicación | Concurso de Precios,
#1194,21/07/2025,15/07/2025,Decreto,DECRE-2025-758-SI-INTEN,"Expediente N° 659/2025 (Cuerpos Nros. 0 a 4) - Aprobar lo actuado y adjudicar la Licitación Pública N° 10/2025, para la adquisición de “ARTÍCULOS DE LIMPIEZA”.-",Adjudicación | Licitación Pública,
#1195,11/08/2025,17/07/2025,Decreto,DECRE-2025-770-SI-INTEN,"Expediente N° EX-2025-00027553-SI-SSDEP - Adjudicar el Concurso de Precios N° 41/2025, para la adquisición de “INDUMENTARIA PARA EL PERSONAL DE MAESTRANZA”.-",Adjudicación | Concurso de Precios,
#1195,11/08/2025,17/07/2025,Decreto,DECRE-2025-772-SI-INTEN,"Expediente N° EX-2025-00044721-SI-SECDHD - Adjudicar a REYNALDO JORGE AMIGUET (C.U.I.T. N° 20-25318000-6) el Concurso de Precios N° 60/2025, para la contratación del “SERVICIO DE TRASLADO DE PERSONAS”.-",Adjudicación | Concurso de Precios,
#1195,11/08/2025,18/07/2025,Decreto,DECRE-2025-781-SI-INTEN,"Expediente N° EX-2025-00041047-SI-SECAMEP - Adjudicar la Licitación Privada N° 12/2025, para la provisión de “INSUMOS DE PINTURA”.-",Adjudicación | Licitación Privada,
#1195,11/08/2025,22/07/2025,Decreto,DECRE-2025-793-SI-INTEN,"Expediente Nº EX-2025-00062695-SI-SECAMEP - Adjudicar el Concurso de Precios N° 84/2025, para la provisión de “VIANDAS”.-",Adjudicación | Concurso de Precios,
#1195,11/08/2025,22/07/2025,Decreto,DECRE-2025-794-SI-INTEN,"Expediente Nº EX-2025-00044708-SI-SECDHD - Adjudicar el Concurso de Precios N° 61/2025, para la contratación del “SERVICIO DE ACOMPAÑANTES TERAPÉUTICOS”.-",Adjudicación | Concurso de Precios,
#1195,11/08/2025,22/07/2025,Decreto,DECRE-2025-795-SI-INTEN,"Expediente N° 1534-2025 (Cuerpos 0 a 5) - Adjudicar la Licitación Privada Nº 9/2025, para la provisión de ""MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE RADIOLOGÍA”.-",Adjudicación | Licitación Privada,
#1195,11/08/2025,23/07/2025,Decreto,DECRE-2025-803-SI-INTEN,"Expediente N° 566/2025 (Cuerpos 0 a 8) - Adjudicar la Licitación Privada N° 4/2025, para la “PUESTA EN VALOR DE LOS JARDINES MUNICIPALES NROS. 2 Y 8”.-",Adjudicación | Licitación Privada,
#1195,11/08/2025,24/07/2025,Decreto,DECRE-2025-807-SI-INTEN,"Expediente N° 1766/2025 (Cuerpos Nros. 0 a 9) - Adjudicar la Licitación Pública N° 21/2025, para la “ADQUISICIÓN DE INSUMOS QUÍMICOS”.-",Adjudicación | Licitación Pública,
#1195,11/08/2025,24/07/2025,Decreto,DECRE-2025-815-SI-INTEN,Expediente N° 2851/2025 (Cuerpos 0 y 2) - Adjudicar a MARTINI RODRIGO NICOLÁS (C.U.I.T. Nº 20-30077610-9) la Licitación Privada Nº 23/2025 para la contratación del servicio de “PINTURA PARA VEHÍCULOS TOYOTA HILUX”.-,Adjudicación | Licitación Privada,
#1195,11/08/2025,25/07/2025,Decreto,DECRE-2025-819-SI-INTEN,"Expediente N° EX-2025-00057150-SI-SSDS - Adjudicar el Concurso de Precios N° 80/2025, para la “ADQUISICIÓN DE CHAPAS, TIRANTES Y CLAVOS”.",Adjudicación | Concurso de Precios,
#1195,11/08/2025,29/07/2025,Decreto,DECRE-2025-837-SI-INTEN,"Expediente N° 2341/2025 (Cuerpos Nros. 0 a 9) - Adjudicar la Licitación Pública N° 28/2025, para la “ADQUISICIÓN DE INDUMENTARIA DE TRABAJO”.-",Adjudicación | Licitación Pública,
#1195,11/08/2025,29/07/2025,Decreto,DECRE-2025-840-SI-INTEN,"Expediente Nº EX-2025-00021084-SI-SECAMEP - Adjudicar la Licitación Pública N° 17/2025, para la “ADQUISICIÓN DE INDUMENTARIA DE TRABAJO”.-",Adjudicación | Licitación Pública,
#1195,11/08/2025,29/07/2025,Decreto,DECRE-2025-843-SI-INTEN,Expediente N° 2673/2025 (Cuerpos 0 a 2) - Adjudicar la Licitación Privada N° 15/2025 para la provisión de “ARTÍCULOS DE LIBRERÍA”.-,Adjudicación | Licitación Privada,
#1195,11/08/2025,31/07/2025,Decreto,DECRE-2025-854-SI-INTEN,Expediente Nº EX-2025-00115393-SI-SSDS - Adjudicar a DISTRIBUIDORA HERMAR S.R.L. (C.U.I.T. Nº 30-70792747-6) la Contratación Directa referente a la adquisición de “BOLSONES DE ALIMENTOS”.-,Adjudicación | Contratación Directa,
#1196,26/08/2025,04/08/2025,Decreto,DECRE-2025-872-SI-INTEN,"Expediente EX-2025-00049532-SI-INNO - Adjudicación Concurso de Precios N° 66/2025, para la adquisición de “LICENCIAS ORACLE DATABASE STANDARD EDITION”.-",Adjudicación | Concurso de Precios,
#1196,26/08/2025,04/08/2025,Decreto,DECRE-2025-874-SI-INTEN,"Expediente EX-2025-00055449-SI-DRSAL - Adjudicar a JG ELECTROMEDICINA S.R.L. (C.U.I.T. Nº 30-71496032-2) el Concurso de Precios N° 74/2025, para la “ADQUISICIÓN DE UN AUDIÓMETRO”.-",Adjudicación | Concurso de Precios,
#1196,26/08/2025,06/08/2025,Decreto,DECRE-2025-889-SI-INTEN,"Expediente Nº EX-2025-00022086-SI-INNO - Adjudicar la Licitación Pública N° 22/2025, para la “ADQUISICIÓN DE COMPUTADORAS, MONITORES, TECLADOS Y MOUSE”.-",Adjudicación | Licitación Pública,
#1196,26/08/2025,08/08/2025,Decreto,DECRE-2025-902-SI-INTEN,Expediente N° EX-2025-00059551-SI-SSDEP - Adjudicar la Licitación Privada N° 21/2025 para la provisión de “VIANDAS”.-,Adjudicación | Licitación Privada,
#1196,26/08/2025,11/08/2025,Decreto,DECRE-2025-914-SI-INTEN,Expediente EX-2025-00048171-SI-SECAMEP - Adjudicar a “SISTEMAS URBANOS S.A” (C.U.I.T. Nº: 30-71084833-1) los Renglones Nro. 1 y 3 y Declarar desierto y dejar sin efecto el Renglón N° 2 del Concurso de Precios N° 67/2025.-,Adjudicación | Concurso de Precios,
#1196,26/08/2025,12/08/2025,Decreto,DECRE-2025-924-SI-INTEN,"Expediente Nº EX-2025-00038258-SI-SSDEP - Adjudicar el Concurso de Precios N° 52/2025, para la provisión de “VIANDAS PARA EL TORNEO MUNICIPAL DE BABY FÚTBOL”.-",Adjudicación | Concurso de Precios,
#1196,26/08/2025,13/08/2025,Decreto,DECRE-2025-935-SI-INTEN,Expediente Nº EX-2025-00119115-SI-DCOMSEG - Adjudicar la Contratación referente al “SERVICIO DE MANTENIMIENTO DE LA PLATAFORMA DE ATENCIÓN Y DESPACHO DE EMERGENCIAS DE SEGURIDAD”.-,Adjudicación | Contratación Directa,
#1201,29/08/2025,19/08/2025,Decreto,DECRE-2025-949-SI-INTEN,Expediente N° 2459/2025 (Cuerpos 0 a 2) - Adjudicar Concurso de Precios N° 55/2025 para la adquisición de “UNA HELADERA Y UN FREEZER PARA LA CONSERVACIÓN DE MEDICACIÓN Y HEMOCOMPONENTES”.-,Adjudicación | Concurso de Precios,
#1201,29/08/2025,19/08/2025,Decreto,DECRE-2025-951-SI-INTEN,"Expediente N° EX-2025-00063412-SI-SECAMEP - Adjudicar a CLEANUP SYF S.R.L. (C.U.I.T. Nº 30-71673880-5) el Concurso de Precios N° 83/2025 para la adquisición de “BOLSAS DE RAFIA, CONTENEDORES DE BOCA ABIERTA Y FONDO CIEGO”.-",Adjudicación | Concurso de Precios,
#1201,29/08/2025,19/08/2025,Decreto,DECRE-2025-959-SI-INTEN,"Expediente N° EX-2025-00062461-SI-SSSALU - Adjudicar a BHAURAC S.A. (C.U.I.T. Nº 30-61181661-4) el Concurso de Precios N° 82/2025, para la adquisición de “CHALECOS PLOMADOS”.-",Adjudicación | Concurso de Precios,
#1201,29/08/2025,20/08/2025,Decreto,DECRE-2025-976-SI-INTEN,"Expediente N° 2677/2025 - Adjudicar el Concurso de Precios N° 69/2025, para la “PROVISIÓN DE FOTODUPLICACIONES”.-",Adjudicación | Concurso de Precios,
#1201,29/08/2025,20/08/2025,Decreto,DECRE-2025-977-SI-INTEN,"Expediente N° 1599/2025 - Adjudicar la Licitación Pública N° 16/2025, para la “PREPARACIÓN DE MENÚES DE LOS HOSPITALES: CENTRAL DE SAN ISIDRO, ODONTOLÓGICO, CIUDAD DE BOULOGNE Y MATERNO INFANTIL”.-",Adjudicación | Licitación Pública,
#1201,29/08/2025,22/08/2025,Decreto,DECRE-2025-981-SI-INTEN,Expediente N° EX-2025-00055550-SI-DRSAL - Adjudicar la Licitación Privada N° 18/2025 para la adquisición de “EQUIPAMIENTO DE SISTEMA DE DIGITALIZACIÓN DIRECTO DE IMÁGENES RADIOLÓGICAS”.-,Adjudicación | Licitación Privada,
#1201,29/08/2025,26/08/2025,Decreto,DECRE-2025-993-SI-INTEN,"Expediente N° 2649/2025 - Adjudicar la Licitación Privada N° 14/2025, para la provisión de “INDUMENTARIA DE TRABAJO PARA EL CUERPO DE INSPECTORES”.-",Adjudicación | Licitación Privada,
#1201,29/08/2025,26/08/2025,Decreto,DECRE-2025-995-SI-INTEN,"Expediente N° 314/2025 (Cuerpos 0 a 17) - Adjudicar la Licitación Pública N° 6/2025, referente a las obras de “FINALIZACIÓN DE VIVIENDAS EN LOS BARRIOS LA CAVA Y LA CAVA CHICA”.-",Adjudicación | Licitación Pública,
#1201,29/08/2025,27/08/2025,Decreto,DECRE-2025-1003-SI-INTEN,"Expediente N° EX-2025-00055411-SI-DRSAL - Adjudicar la Licitación Privada N° 19/2025, para la adquisición de un “ECÓGRAFO CARDIOLÓGICO PARA ECO ESTRÉS”.-",Adjudicación | Licitación Privada,
#1202,12/09/2025,29/08/2025,Decreto,DECRE-2025-1022-SI-INTEN,Expediente Nº EX-2025-00133032-SI-DGALS - Adjudicar la Contratación Directa referente a la adquisición de once (11) vehículos marca “TOYOTA”.-,Adjudicación | Contratación Directa,
#1203,24/09/2025,05/09/2025,Decreto,DECRE-2025-1060-SI-INTEN,"Expediente N° EX-2025-00096029-SI-INNO - Adjudicar el Concurso de Precios N° 92/2025, para la contratación del servicio de “ALQUILER DE 66 IMPRESORAS”.-",Adjudicación | Concurso de Precios,
#1203,24/09/2025,05/09/2025,Decreto,DECRE-2025-1061-SI-INTEN,"Expediente N° EX-2025-00055338-SI-DRSAL - Adjudicar el Concurso de Precios N° 78/2025, para la adquisición de “DOS (2) HUMIDIFICADORES DE ALTO FLUJO - CAFO”.-",Adjudicación | Concurso de Precios,
#1203,24/09/2025,05/09/2025,Decreto,DECRE-2025-1062-SI-INTEN,"Expediente N° EX-2025-00096362-SI-DRSAL - Adjudicar el Concurso de Precios N° 95/2025, para la adquisición de “MONITORES DE LATIDOS FETALES”.-",Adjudicación | Concurso de Precios,
#1203,24/09/2025,05/09/2025,Decreto,DECRE-2025-1064-SI-INTEN,"Expediente N° 1697/2025 (Cuerpos 0 a 10) - Adjudicar la Licitación Pública N° 19/2025, para la “ADQUISICIÓN DE INSUMOS DE HEMOTERAPIA”.-",Adjudicación | Licitación Pública,
#1203,24/09/2025,08/09/2025,Decreto,DECRE-2025-1068-SI-INTEN,Expediente Nº EX-2025-00128888-SI-DFARM - Adjudicación “ADQUISICIÓN DE MEDICAMENTOS”(Art. 156 inc. 10 LOM).-,Adjudicación | Contratación Directa,
#1203,24/09/2025,08/09/2025,Decreto,DECRE-2025-1069-SI-INTEN,"Expediente N° EX-2025-00073483-SI-DRSAL - Adjudicar el Concurso de Precios N° 87/2025, para la adquisición de “CARDIODESFIBRILADORES”.-",Adjudicación | Concurso de Precios,
#1203,24/09/2025,09/09/2025,Decreto,DECRE-2025-1078-SI-INTEN,Expediente N° EX-2025-00058114-SI-SSDS - Adjudicar la Licitación Pública N° 36/2025 para la “ADQUISICIÓN DE BOLSAS DE ALIMENTOS”.-,Adjudicación | Licitación Pública,
#1203,24/09/2025,10/09/2025,Decreto,DECRE-2025-1087-SI-INTEN,Expediente N° EX-2025-00108604-SI-SSNAC - Adjudicar el Concurso de Precios Nº 101/2025 para la provisión de “VIANDAS”.-,Adjudicación | Concurso de Precios,
#1203,24/09/2025,11/09/2025,Decreto,DECRE-2025-1093-SI-INTEN,"Expediente N° 2850/2025 (Cuerpos 0 y 2) - Adjudicar la Licitación Privada N° 22/2025, para la adquisición de “ARTÍCULOS DE LIMPIEZA”.-",Adjudicación | Licitación Privada,
#1203,24/09/2025,11/09/2025,Decreto,DECRE-2025-1094-SI-INTEN,"Expediente Nº EX-2025-00098664-SI-SSDEP - Adjudicar el Concurso de Precios N° 94/2025, para la adquisición de “MATERIALES DEPORTIVOS”.-",Adjudicación | Concurso de Precios,
#1203,24/09/2025,12/09/2025,Decreto,DECRE-2025-1101-SI-INTEN,"Expediente N° EX-2025-00048155-SI-SECAMEP - Adjudicar la Licitación Pública N° 32/2025, para la “PROVISIÓN E INSTALACIÓN DE MOBILIARIO DE HORMIGÓN, ACERO Y MADERA RECICLADA”.-",Adjudicación | Licitación Pública,
#1203,24/09/2025,12/09/2025,Decreto,DECRE-2025-1103-SI-INTEN,"Expediente N° EX-2025-00055470-SI-DRSAL - Adjudicar a MEDIX MEDICAL DEVICES S.R.L. (C.U.I.T. Nº 30-52320075-1) el Concurso de Precios N° 77/2025, para la adquisición de un “IMPEDANCIÓMETRO”.-",Adjudicación | Concurso de Precios,
#1203,08/10/2025,16/09/2025,Decreto,DECRE-2025-1108-SI-INTEN,"Expediente Nº EX-2025-00068291-SI-SSSALU - Adjudicar la Licitación Privada N° 24/2025, para la adquisición de “CAMAS PARA INTERNACIÓN DE ADULTOS”.-",Adjudicación | Licitación Privada,
#1203,08/10/2025,16/09/2025,Decreto,DECRE-2025-1110-SI-INTEN,"Expediente Nº EX-2025-00086386-SI-DRSAL - Adjudicar a DOCTUS DIAGNÓSTICO S.R.L. (C.U.I.T. Nº 30-70773525-9) los renglones Nros. 1 y 2 del Concurso de Precios Nº 91/2025, para la adquisición de “AUTOCLAVE ELÉCTRICO Y ESTUFA DE CULTIVO”.-",Adjudicación | Concurso de Precios,
#1203,08/10/2025,19/09/2025,Decreto,DECRE-2025-1114-SI-INTEN,Expediente N° EX-2025-00105758-SI-SECGEN,Adjudicación | Licitación Privada,
#1203,08/10/2025,22/09/2025,Decreto,DECRE-2025-1124-SI-INTEN,Expediente Nº EX-2025-00134333-SI-INNO - Adjudicar el Concurso de Precios N° 105/2025 para la adquisición de “EQUIPOS TIPO RASPBERRY”.-,Adjudicación | Concurso de Precios,
#1203,08/10/2025,22/09/2025,Decreto,DECRE-2025-1125-SI-INTEN,"Expediente Nº EX-2025-00101053-SI-ACSI - Adjudicar a SIAFA S.R.L. (CUIT Nº 30-66319797-1) el Concurso de Precios N° 98/2025, para la adquisición de un “SONÓMETRO Y SUS ACCESORIOS, CALIBRADOR Y SOFTWARE”.-",Adjudicación | Concurso de Precios,
#1203,08/10/2025,24/09/2025,Decreto,DECRE-2025-1130-SI-INTEN,Expediente N° EX-2025-00191654-SI-SSDEP - Adjudicar la Contratación referente al “SERVICIO DE HOTELERÍA” para los “Juegos Bonaerenses 2025”a favor de ZONG LAI S.A. (C.U.I.T. Nº 30-71227240-2).-,Adjudicación | Contratación Directa,
