pagina,boletin,fecha_publicacion,tipo,numero,objeto,fecha_firma,tags,pdf
358,#1172,06/01/2025,Decreto,DECRE-2024-1815-SI-INTEN,Expediente Nº 10069/2022 (Alcance 8) - Prorrogar la contratación del servicio correspondiente a la Licitación Pública N° 37/2022.,23/12/2024,Prórroga | Contratación | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1814-SI-INTEN,"Expediente Nº 13743-2024 - Llamar a Licitación Pública Nº 87/2024, para la “PROVISIÓN E INSTALACIÓN DE CLIMATIZACIÓN DE PISCINAS EN LOS CAMPOS DE DEPORTES MUNICIPALES NROS. 1, 2 Y 4”.-",23/12/2024,Llamado | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1813-SI-INTEN,"Expediente Nº 13869-2024 - Llamar a Licitación Privada Nº 58/2024, para la contratación del “SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE INCUBADORAS Y SERVOCUNAS”.-",23/12/2024,Llamado | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1812-SI-INTEN,Expediente Nº 14080-2022 (Alcance 5) - Convalidación de trabajos. “SERVICIO DE ESTUDIOS DE DIAGNÓSTICO POR IMAGEN” (Licitación Pública Nº 51/2022).-,23/12/2024,Convalidación | Trabajos | Contratación | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1811-SI-INTEN,Expediente Nº 6501-2024 (Cuerpos 0 a 4) - Segundo Llamado a la Licitación Pública Nº 23/2024 “SERVICIO DE LAVANDERÍA DE ROPA DE USO HOSPITALARIA”.-,23/12/2024,Segundo Llamado | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1810-SI-INTEN,Expediente Nº 11228-2024 - Abonar al Sr. Gabriel Martín Lupes (Legajo Nº 60.914) la diferencia entre su categoría 7 (35) y la categoría 15.-,23/12/2024,Abono | Diferencia | Categoría,
358,#1172,06/01/2025,Decreto,DECRE-2024-1809-SI-INTEN,Expediente Nº 12089-2024 (Cuerpos 0 a 6) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9381.-,23/12/2024,Promulgación | Ordenanza,
358,#1172,06/01/2025,Decreto,DECRE-2024-1807-SI-INTEN,Expediente Nº 16106-2023 - Prórroga Contrataciones.,20/12/2024,Prórroga Contrataciones | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1806-SI-INTEN,"Expediente Nº 8845-2024 - Adjudicar la Licitación Pública Nº 49/2024, referente a la “PROVISIÓN E INSTALACIÓN DEL SISTEMA DE ACONDICIONAMIENTO Y FILTRADO DE AIRE PARA EL SERVICIO DE NEONATOLOGÍA DEL HOSPITAL MATERNO INFANTIL”.-",20/12/2024,Adjudicación | Licitación Pública,
358,#1172,06/01/2025,Decreto,DECRE-2024-1805-SI-INTEN,"Expediente Nº EX-2024-00030988-SI-DGRRHH.- Limitar la designación al trabajador Carlos Alberto Canedo Peró (Legajo N° 75.244), con la categoría 16 y funciones de Director General de Obras de Espacio Público.-",20/12/2024,Límite Designación | Personal Jerárquico,
358,#1172,06/01/2025,Decreto,DECRE-2024-1804-SI-INTEN,"Expediente Nº EX-2024-00041869-SI-SECAEP - Llamar a Licitación Privada Nº 59/2024, para la provisión de “ROPA DE TRABAJO PARA EL PERSONAL DE BARRIDO”.-",20/12/2024,Llamado | Licitación Privada,
359,#1172,06/01/2025,Decreto,DECRE-2024-1803-SI-INTEN,Expediente Nº EX-2024-00025562-SI-DGRRHH - Crear la Dirección de Servicio Local de Promoción y Protección de Derechos del Niño y designar a la Sra. Cecilia María Flynn (Legajo Nº 75.488).-,20/12/2024,Creación | Dirección | Designación Funciones,
359,#1172,06/01/2025,Decreto,DECRE-2024-1802-SI-INTEN,Expediente Nº 12687-2024 - Adjudicar la Contratación Directa de vehículos a favor de “TOYOTA ARGENTINA S.A.”.-,20/12/2024,Adjudicación | Contratación Directa,
359,#1172,06/01/2025,Decreto,DECRE-2024-1799-SI-INTEN,Expediente Nº 11237-2024 - Promulgar la Ordenanza Municipal Nº 9373 - Legítimo Abono: Maximiliano Esteban Casias (Legajo Nº 69.542).,19/12/2024,Promulgación | Ordenanza,
359,#1172,06/01/2025,Decreto,DECRE-2024-1798-SI-INTEN,Expediente Nº 11238-2024 - Promulgar la Ordenanza Municipal Nº 9372 - Legítimo Abono: Mariana Patricia Herrera (Legajo Nº 52.699).,19/12/2024,Promulgación | Ordenanza,
359,#1172,06/01/2025,Decreto,DECRE-2024-1797-SI-INTEN,Expediente Nº 9093/2024 - Promulgar la Ordenanza Municipal Nº 9374 - Legítimo Abono: Gonzalo Fermín Llambias (Legajo Nº 73.871).,19/12/2024,Promulgación | Ordenanza,
359,#1172,06/01/2025,Decreto,DECRE-2024-1796-SI-INTEN,Expediente Nº 13044-2024 - Limitar y asignar funciones a distintos agentes de la Secretaría de Gobierno.,19/12/2024,Límite | Asignación | Funciones,
359,#1172,06/01/2025,Decreto,DECRE-2024-1795-SI-INTEN,"Expediente Nº 12220-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 174/2024, para la provisión de “CHAPAS GALVANIZADAS Y TIRANTES DE MADERA”.",19/12/2024,Adjudicación | Concurso de Precios,
359,#1172,06/01/2025,Decreto,DECRE-2024-1794-SI-INTEN,Expediente Nº 520/2024 y su agregado materialmente Nº 817/2024 - Archivar Sumario - Instruir una investigación presumarial.,19/12/2024,Archivo Sumario | Instrucción | Investigación Presumarial,
359,#1172,06/01/2025,Decreto,DECRE-2024-1793-SI-INTEN,Expediente Nº 8543/2023 - Instruir sumario administrativo contra la Sra. Ángeles Romero Ursi (Legajo Nº 65.507).,19/12/2024,Instrucción | Sumario Administrativo,
359,#1172,06/01/2025,Decreto,DECRE-2024-1792-SI-INTEN,Expediente Nº 6076/2023 - Instruir sumario administrativo contra el Sr. Marcelo Gabriel Flores (Legajo Nº 64.749).,19/12/2024,Instrucción | Sumario Administrativo,
359,#1172,06/01/2025,Decreto,DECRE-2024-1791-SI-INTEN,Expediente Nº 8818/2020 - Instruir sumario administrativo contra el Osvaldo Ramón Quiroga (Legajo Nº 13.282).,19/12/2024,Instrucción | Sumario Administrativo,
359,#1172,06/01/2025,Decreto,DECRE-2024-1790-SI-INTEN,Expediente Nº 8900/2024 - Instruir sumario administrativo contra el Sr. Leonardo Fabián Arguello (Legajo Nº 58.522).,19/12/2024,Instrucción | Sumario Administrativo,
359,#1172,06/01/2025,Decreto,DECRE-2024-1789-SI-INTEN,Expediente Nº 9557/2024 - Instruir sumario administrativo contra el Sr. Roberto de Pasqua (Legajo Nº 14.133) y el Sr. Marcelo Daniel Ramirez (Legajo Nº 58.221).,19/12/2024,Instrucción | Sumario Administrativo,
359,#1172,06/01/2025,Decreto,DECRE-2024-1788-SI-INTEN,Expediente Nº 16295-2019 (Alcances 20 a 25) - Reconocimiento de mayores costos - LAVADERO ANCA S.A. - Licitación Pública N° 37/2019.,17/12/2024,Mayores Costos | Licitación Pública,
359,#1172,06/01/2025,Decreto,DECRE-2024-1787-SI-INTEN,"Expediente N° 8472-2024 - Reintegrar a la Sra. Ximena Zaefferer (D.N.I. N° 38.305.040), la suma abonada en demasía en concepto de la Tasa por Alumbrado, Limpieza y Servicios Generales.",17/12/2024,Reintegro | Demasía,
359,#1172,06/01/2025,Decreto,DECRE-2024-1786-SI-INTEN,"Expte. Nº 12375-2024.- Adjudicación del Concurso de Precios N° 176/2024, para la contratación del servicio para la realización de “ESTUDIOS DE MEDICINA NUCLEAR EN CÁMARA GAMMA (CENTELLOGRAMA Y SPECT)”.-",17/12/2024,Adjudicación | Concurso de Precios,
359,#1172,06/01/2025,Decreto,DECRE-2024-1785-SI-INTEN,Expediente Nº 12729-2024 - Segundo Llamado a la Licitación Privada Nº 53/2024 para la adquisición de “CAMAS DE INTERNACIÓN ARTICULADAS DE ACCIONAMIENTO MECÁNICO”.-,17/12/2024,Desestimación | Oferta | Licitación Privada | Segundo Llamado,
359,#1172,06/01/2025,Decreto,DECRE-2024-1784-SI-INTEN,Expediente Nº EX-2024-00043331-SI-DGCOMP - Adjudicar la Contratación Directa referente a la adquisición de “REPELENTES”.,17/12/2024,Adjudicación | Contratación Directa,
359,#1172,06/01/2025,Decreto,DECRE-2024-1783-SI-INTEN,Expediente Nº 11612-2016 - Promulgar la Ordenanza Nº 9375 - Donación de embarcaciones.,17/12/2024,Promulgación | Ordenanza,
359,#1172,06/01/2025,Decreto,DECRE-2024-1782-SI-INTEN,Expediente Nº EX-2024-00041378-SI-DGRRHH - Modificar el porcentaje de la retribución percibida por el Sr. Juan Ignacio Arzubi Calvo (Legajo Nº 75.681).,17/12/2024,Modificación Retribución | Personal,
359,#1172,06/01/2025,Decreto,DECRE-2024-1781-SI-INTEN,Expediente N° 11677/2024 - Declarar de Interés Municipal el evento “Carnaval en San Isidro 2025”.,17/12/2024,Interés Municipal,
359,#1172,06/01/2025,Decreto,DECRE-2024-1780-SI-INTEN,Expediente N° 12978-2024 - Prorrogar el plazo de apertura de ofertas de la Licitación Pública N° 76/2024.,17/12/2024,Prórroga | Plazo Apertura | Licitación Pública,
359,#1172,06/01/2025,Decreto,DECRE-2024-1779-SI-INTEN,Expte. Nº 12948/2024.- Otorgar una bonificación por productividad a los profesionales médicos pertenecientes a la Secretaría de Salud Pública para los meses de noviembre y diciembre del corriente año.-,16/12/2024,Otorgamiento | Bonificación | Profesionales Médicos,
359,#1172,06/01/2025,Decreto,DECRE-2024-1778-SI-INTEN,"Expediente Nº 8512-1996 - Registrar el Convenio suscripto entre la Municipalidad de San Isidro y KOTA S.R.L., con fecha 11 de diciembre del 2024, referente a la restitución del inmueble ubicado en la calle Roque Saenz Peña Nº 1601 de San Isidro.-",16/12/2024,Registro | Convenio,
359,#1172,06/01/2025,Decreto,DECRE-2024-1777-SI-INTEN,"Expediente Nº 12558-2024 - Reubicar a la Sra. Sofía Maia Gardella (Legajo Nº 75.341) en la Dirección General de Obras de Espacio Público, dependiente de la Subsecretaría de Obras Públicas.-",16/12/2024,Reubicación | Personal Jerárquico,
359,#1172,06/01/2025,Decreto,DECRE-2024-1776-SI-INTEN,Expediente Nº 13331-2024 - Adjudicar la Contratación Directa referente a la adquisición veinte (20) motovehículos a VÁZQUEZ MARCELO FABIÁN (C.U.I.T. Nº 20-16921064-1).,16/12/2024,Adjudicación | Contratación Directa,
359,#1172,06/01/2025,Decreto,DECRE-2024-1775-SI-INTEN,Expediente Nº 9037-2024 - Ampliar del Presupuesto General de Gastos para el Ejercicio 2024 los objetos del gasto de las distintas Jurisdicciones.,16/12/2024,Ampliación | Presupuesto General de Gastos | 2024,
359,#1172,06/01/2025,Decreto,DECRE-2024-1774-SI-INTEN,Expediente N° 11039-2024 - Rectificar los artículos 1º y 2º del Decreto Nº 1726/2024 - María Agustina Lescano (Legajo Nº 69.822).,16/12/2024,Rectificación | Decreto N° 1726/2024,
359,#1172,06/01/2025,Resolución,RS-2024-204-SI-ARSI,RES. BAJA PLAN DE REGULARIZACION N° 3357,30/12/2024,Baja | Solicitud de Adhesión | Plan de Regularización de Deudas,
359,#1172,06/01/2025,Resolución,RS-2024-203-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,30/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resolución,RS-2024-202-SI-ARSI,RES. BAJA PLAN DE REGULARIZACION N° 4848,30/12/2024,Baja | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resolución,RS-2024-201-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,30/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resolución,RS-2024-200-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,30/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-11-SI-SECAMEP,"S/ Ampliación de plazo Licitación Privada N° 39/2024, - “Provisión de mezcla bituminosa y emulsión asfáltica para ser utilizada en distintas calzadas del partido de San Isidro”",30/12/2024,Ampliación | Obra | Licitación Privada,
360,#1172,06/01/2025,Resolución,RS-2024-199-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,30/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-891-SI-SECGOB,Dar de baja Exp. Nº 8454-2019,27/12/2024,Baja | Rubro,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-890-SI-SECGOB,Expte Nº 6129/2017.- Habilitación.,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-889-SI-SECGOB,Modificatoria de la Resolución de baja Exp. Nº 11680-2003,27/12/2024,Modificación | Resolución SIRUyT Nº 313/2023,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-888-SI-SECGOB,Dar de baja Exp. Nº 5118-1991,27/12/2024,Baja | Rubro,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-887-SI-SECGOB,Tener por desistido Exp. Nº 3692-2023,27/12/2024,Desistimiento | Trámite Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-886-SI-SECGOB,Dar de baja Exp. Nº 5484-2021,27/12/2024,Baja | Rubro,
360,#1172,06/01/2025,Resolución,RS-2024-197-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,27/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-885-SI-SECGOB,Exp Nº 9740-2010 Dar de Baja,27/12/2024,Baja | Rubro,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-884-SI-SECGOB,Tener por desistido Exp. Nº 12425-2023,27/12/2024,Desistimiento | Trámite Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-883-SI-SECGOB,Tener por desistido Exp. Nº 715-2024,27/12/2024,Desistimiento | Trámite Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-882-SI-SECGOB,Expediente Nº 925/2022.- Habilitación.,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-881-SI-SECGOB,Expediente Nº 721/2020.- Habilitación.,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-880-SI-SECGOB,Expediente N° 4360/2020.- Habilitación,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-879-SI-SECGOB,Expediente N° 6410/2023.- Habilitación,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-878-SI-SECGOB,Expediente N° 15291/2022.- Habilitación,27/12/2024,Habilitación,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1110-SI-SSRH,EX-2024-00033942-SI-DGRRHH - Designar a los trabajadores de la Casa de la Juventud dependiente de la Subsecretaría de Cultura,27/12/2024,Designación | Planta Temporaria | Horas Cátedras,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1109-SI-SSRH,"EX-2024-00033988-SI-DGRRHH - Designar a los trabajadores de la Subsecretaría de Cultura dependiente de la Secretaría de Educación, Cultura y Trabajo",27/12/2024,Designación | Planta Temporaria | Personal Mensualizado,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1108-SI-SSRH,"EX-2024-00034017-SI-DGRRHH - Designar a los trabajadores de las oficinas 463 y 466 dependientes de la Secretaría de Educación, Cultura y Trabajo",27/12/2024,Designación | Planta Temporaria | Personal Mensualizado,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1107-SI-SSRH,EX-2024-00034027-SI-DGRRHH - Designar a la docente Andrea Verónica GUAGLIANONE y otras,27/12/2024,Designación | Planta Docente,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1106-SI-SSRH,EX-2024-00034021-SI-DGRRHH - Designar a la Profesora Margarita SAENZ BRIONES,27/12/2024,Designación | Planta Docente,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1105-SI-SSRH,EX-2024-00034019-SI-DGRRHH - Designar a la trabajadora Cinthia Milagros FERNANDEZ,27/12/2024,Designación | Planta Temporaria | Personal Mensualizado,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1104-SI-SSRH,EX-2024-00034015-SI-DGRRHH - Designar a las docentes Cecilia Daiana CORTEZ y Patricia Noemi MEDINA,27/12/2024,Designación | Planta Docente,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-723-SI-SSSALU,Exp. 13540 - Dejar sin efecto,26/12/2024,Sin Efecto | Resolución N° 143/2024,
360,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-229-SI-SECPDU,"Expediente N° 6176/2006 - Resolución de Aprobación de planos de Conforme a Obra Parcial del Inmueble sito en la calle Av. Sucre Nº 2850, localidad de Beccar",26/12/2024,Aprobación | Planos,
360,#1172,06/01/2025,Resolución,RS-2024-196-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,26/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
361,#1172,06/01/2025,Resolución,RS-2024-195-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,20/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-228-SI-SECPDU,"Expediente N° 4925/2024 - Resolución de Aprobación de planos de Regularización del Inmueble sito en la calle Manuelita Rosas Nº 737, localidad de Boulogne.",20/12/2024,Aprobación | Planos,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-227-SI-SECPDU,"Expediente N° 870/2022 - Resolución de Aprobación de planos de Conforme a Obra del Inmueble sito en la calle Almafuerte N° 875, Acassuso.",20/12/2024,Aprobación | Planos,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-10-SI-SECAMEP,Alta Inspector - Adrián Gastón Fusaro,20/12/2024,Designación | Arquitecto,
361,#1172,06/01/2025,Resolución,RS-2024-194-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,20/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
361,#1172,06/01/2025,Resolución,RS-2024-193-SI-ARSI,RS BAJA PLAN DE REGULARIZACIÓN NRO 4675 - DOM. MHN 135,20/12/2024,Baja | Solicitud de Adhesión | Plan de Regularización de Deudas,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-877-SI-SECGOB,Tener por desistido Exp. Nº 3907-2023,19/12/2024,Desistimiento | Trámite Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-876-SI-SECGOB,Tener por desistido Exp. Nº 4473-2023,19/12/2024,Desistimiento | Trámite Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-875-SI-SECGOB,Dar de baja Exp. Nº 2095-2020,19/12/2024,Baja | Rubro,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-874-SI-SECGOB,Expediente N° 14216/2022.- Habilitación,19/12/2024,Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-873-SI-SECGOB,Dar de baja Exp. Nº 12137-2004,19/12/2024,Baja | Rubro,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-872-SI-SECGOB,Dar de baja Exp. Nº 5853-2021,19/12/2024,Baja | Rubro,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-871-SI-SECGOB,Exp Nº 2998-1992 Rectificatoria de Baja,19/12/2024,Rectificación | Resolución N° 278/2024,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-870-SI-SECGOB,Expte Nº 1237/2021.- Habilitación.,19/12/2024,Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-869-SI-SECGOB,Dar de baja Exp. Nº 7340-1991,19/12/2024,Baja | Rubro,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-868-SI-SECGOB,Tener por desistido Exp. Nº 1932-2014,19/12/2024,Desistimiento | Trámite Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-867-SI-SECGOB,Tener por desistido Exp. Nº 10613-2018,19/12/2024,Desistimiento | Trámite de Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-866-SI-SECGOB,Expediente Nº 8751/2013.- Habilitación.,19/12/2024,Rectificación | Resolución | SLyT-SIRUyT N° 28/2019,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-865-SI-SECGOB,Exp Nº 687-1985 Dar de Baja,19/12/2024,Baja | Rubro,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-864-SI-SECGOB,Expediente N° 10533/2023.- Habilitación,19/12/2024,Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-863-SI-SECGOB,Expediente N° 2237/2023.- Habilitación,19/12/2024,Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-862-SI-SECGOB,Tener por desistido Exp. Nº 5712-2021,19/12/2024,Desistimiento | Trámite Habilitación,
361,#1172,06/01/2025,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-861-SI-SECGOB,Habilitación con Carácter Precario Exp. Nº 9709-2021,19/12/2024,Habilitación,
361,#1172,06/01/2025,Resolución,RS-2024-192-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,19/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1103-SI-SSRH,Exp. 13533 - Dejar sin efecto,19/12/2024,Sin Efecto | Resolución N° 135/2024,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1102-SI-SSRH,EX-2024-00033944-SI-DGRRHH - Designar al trabajador Ignacio Esteban REBOLLO,19/12/2024,Designación | Planta Temporaria | Personal Mensualizado,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1101-SI-SSRH,EX-2024-00033947-SI-DGRRHH - Designar a la trabajadora Fabiana Verónica PAN,19/12/2024,Designación | Planta Temporaria | Personal Mensualizado,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1100-SI-SSRH,Exp. 13533-2024- Dejar sin efecto,19/12/2024,Sin Efecto | Resolución | N° 135/2024 | N° 434/2024,
361,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-53-SI-SECHYF,CE – N° 13510/23 – ENCOMPASS DIGITAL MEDIA ARGENTINA SA – CTA. 48.092,19/12/2024,Aceptación | Recurso de Revocatoria,
361,#1172,06/01/2025,Resolución,RS-2024-191-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,19/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1099-SI-SSRH,EX-2657-2024 Anular Resolución 169,17/12/2024,Anula | Resolución N° 169/2024,
362,#1172,06/01/2025,Resolución,RS-2024-190-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,17/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-9-SI-SECAMEP,"S/ Baja dela designación de Inspector de Obra del Arquitecto Diego Creixent Laborde, DNI N° 26.240.453, Matrícula CAPBA N° 033206.",17/12/2024,Sin Efecto | Designación Arquitecto,
362,#1172,06/01/2025,Resolución,RS-2024-189-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,17/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-226-SI-SECPDU,"Expediente N° 5788/2024 - Resolución de Otorgamiento de Permiso de Localización en el inmueble ubicado en la calle Hipólito Yrigoyen N° 2724, Martínez",16/12/2024,Permiso | Localización,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-225-SI-SECPDU,"Expediente N° 9925/2024 - Resolución de Aprobación de planos de Regularización del Inmueble sito en la calle Pedro De Mendoza N° 1741, Beccar",16/12/2024,Aprobación | Planos,
362,#1172,06/01/2025,Resolución,RS-2024-188-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,16/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
362,#1172,06/01/2025,Resolución,RS-2024-187-SI-ARSI,CE 11243/2024 – APROBAR SOLICITUDES DE ADHESIÓN A PLANES DE REGULARIZACIÓN DE DEUDAS,16/12/2024,Aprobación | Solicitud de Adhesión | Plan de Regularización de Deudas,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1098-SI-SSRH,Exp. 13052-2024 - Anular,16/12/2024,Anula | Resoluciones | N° 1065/2024 | N° 1066/2024,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1097-SI-SSRH,Exp. 13532-2024 - Anular,16/12/2024,Anula | Resolución N° 1062/2024,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1096-SI-SSRH,EX-2024-00034709-SI-DGRRHH - Artículo 32º del trabajador Maximiliano Ezequiel ARELLANO,16/12/2024,Límite Designación | Planta Temporaria | Personal Mensualizado,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1095-SI-SSRH,EX-2024-00034706-SI-DGRRHH - Artículo 32º del trabajador Juan Carlos LAPERGOLA,16/12/2024,Límite Designación | Planta Temporaria | Personal Mensualizado,
362,#1172,06/01/2025,Resolución firma conjunta,RESFC-2024-1094-SI-SSRH,EX-2024-00034704-SI-DGRRHH - Artículo 32º del trabajador,16/12/2024,Límite Designación | Planta Temporaria | Personal Mensualizado,
