expediente,anio,bloque,tipo_proyecto,tema
199-HCD-2025,2025,union por la patria,comunicacion,"si un informe relacionado al servicio de agua potable en el barrio la cava, de la ciudad de beccar.-"
200-HCD-2025,2025,la libertad avanza,comunicacion,"si peticionar ante ausa la colocacion de luminaria correspondiente a los postes de acceeotigre y la calle jose ingenieros, de la ciudad de beccar.-"
201-HCD-2025,2025,la libertad avanza,decreto,"estableciendo la ilumir,acion de la fachada del honorable concejo deliberante de san isidro con los colores blanco y amarillo todos los 21 de abril en homenaje al santo padre francisco.-"
202-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion y el mantenimiento de la vereda de la salida de emergencia del jardin de infantes n° 901 ""dominguito"", de la ciudad de san isidro.-"
203-HCD-2025,2025,union por la patria,comunicacion,si el raleo y poda del arbol ubicado en la interseccion de las calles padre acevedo y roma. en el barrio san cayetano. de la ciudad de beccar.-
204-HCD-2025,2025,union por la patria,ordenanza,desafectando del uso publico el tramo de la calle juncal comprendido entre las calles la paz y fleming. del partido de san isidro.-.-
205-HCD-2025,2025,un ion por la patria,comunicacion,"si tareas de de,:ratizacion. limpieza y control sanitario en el edificio del colegio nacional de san jsidro.-"
206-HCD-2025,2025,unjon por la patria,comunicacjon,"si retirar el asfalto que rodea los troncos de los arboles ubicados en el triangulo entre las calles juncal :1 sargento cabra!, en la ciudad de martinez.-"
207-HCD-2025,2025,union por la patria,ordenanza,creando la residencia geriatrica municipal de san isidro.-
208-HCD-2025,2025,union por la pamia,comunicacion,si un informe relacionado a lo ocurrido el21 de marzo de 2025 en el festival lollapalooza.-
209-HCD-2025,2025,la libertad avanza,comunicacion,"si establecer que en el casco historico y en el barrio parque aguirre cuando se extraiga un paraiso, se plante uno nuevo en su lugar.-"
210-HCD-2025,2025,la libertad avanza,comunicacion,"si al consejo escolar las medidas necesarias para llevar a cabo reparaciones en la escuela tecnica n°3, de la ciudad de san isidro.-"
211-HCD-2025,2025,la libertad avanza,comunicacion,"si darle solucion al reclamo por la vereda de la calle francia n° 718, de la ciudad de san lsidro.-"
214-HCD-2025,2025,varios senores concejales,resolucion,"el hcd. expresa su repudio ante las intenciones del poder ejecutivo municipal de abrir la calle tuncal desde la av. fleming hasta la calle la paz, de la ciudad de martinez.-"
215-HCD-2025,2025,varios senores concejales,resolucion,el hcd. expresa su repudio a la paralizacion de las obras de mantenimiento de urgencias de la sede de la universidad nacionalscalabrini ortiz.-
216-HCD-2025,2025,varios senores concejales,ordenanza,"declarando paisaje protegido municipal al sector de la ribera del partido de san isidro, comprendido al este por el rio de la plaza, al oeste por la calle sebastian elcano, al sur por el emprendimiento comercial malloy' s y al norte por el "
217-HCD-2025,2025,vairios senores concejales,comunicacion,si un informe relacionado con el personal municipal.-
218-HCD-2025,2025,varios senores concejales,ordenanza,estableciendo un limite maximo de dos eventos por ano calendario que podran realizarse en el parque publico de villa adelina.-
219-HCD-2025,2025,pro san isidro,comunicacion,"si la posibilidad de restablecer el doble sentido de circulacion en la calle uspallata, entre la calle laprida y la av. bernabe marquez, de la ciudad de san isidro.-"
220-HCD-2025,2025,la libertad avanza,ordenanza,declarando como patrimonio industrial a la usina de martinez.-
221-HCD-2025,2025,la libertad avanza,comunicacion,si un informe relacionado con la colocacion de nuevas camaras en el municipio.-
231-HCD-2025,2025,union por la patria,comunicacion,si un informe relacionado con la suspension del sistema de foto multas en el municipio.-
232-HCD-2025,2025,union por la patria,comunicacion,"si la instalacion de un paso peatonal elevado sobre la calle camino real moron, en el tramo comprendido entre la rotonda conocida como ""el colibri"" y el final de la plaza camino ileal, de la ciudad de boulogne.-"
233-HCD-2025,2025,varios senores concejales,comunicacion,"si un informe relacionado con diversas reuniones llevadas a cabo con vecinos en las que se presentan funcionarios publicos, relacionadas con temas de seguridad.-"
234-HCD-2025,2025,varios senores concejales,comunicacion,"si un informe relacionado con el cobro de la tasa por alumbrado, limpieza y servicios generales para el ejercicio 2025.-"
235-HCD-2025,2025,varios senores concejales,ordenanza,"disponiendo la creacion y publicacion de un instructivo digital detallado sobre el funcionamiento del sistema de comunicacion por whatsapp denominado ""ojos en alerta"".-"
236-HCD-2025,2025,union por la patria,ordenanza,"incorporando a la agenda cultural del partido de san isidro las funciones de ""cine y teatro distendidos"".-"
237-HCD-2025,2025,union por la patria,comunicacion,"si el arreglo y posterior mantenimiento del medidor de aysa ubicado sobre la calle roma n° 2627, ele la ciudad de beccar.-"
238-HCD-2025,2025,union por la patria,comunicacion,"si el saneamiento y mantenimiento de las cloacas de los monoblocks del barrio santa rita, de la ciudad de boulogne.-"
240-HCD-2025,2025,"varios senores concejales,",resolucion,"el h.cd. expresa su preocupacion por el avance de obra en el predio ubicado en la av. rolon y la calle ipiranga, de la ciudad de boulogne.-"
241-HCD-2025,2025,varios senores concejales,comunicacion,"si al d.e. dar respuesta a la nota presentada por la asamblea vecinal parque boulogne conjuntamente con la asociacion civil ""para todos porque es de todos"", el dia 7 de mayo del corriente ano.-"
242-HCD-2025,2025,union por la patria,comunicacion,"si un informe sobre el ""protocolo de abordaje y actuacion para la prevencion de situaciones de violencia laboral en el ambito del municipio de san isidro"".-"
243-HCD-2025,2025,varios senores concejales,comunicacion,si un estudio tecnico en la interseccion de la calle jose ingenieros y la av. andres rolon a fin de evaluar la factibilidad de instalar un sistema de semaforizacion en dicho cruce.-
244-HCD-2025,2025,varios senores concejales,ordenanza,"estableciendo un regimen para cargos"" ad honorem"" dentro de la municipalidad de san isidro.-"
246-HCD-2025,2025,varios senores concejales,comunicacion,si un informe relacionado con el festival lollapalooza argentina 2025.-
247-HCD-2025,2025,union por la patria,comunicacion,"si articular con el consejo escolar para la reposicion de los reflectores para el patio del centro ed'jcativo complementario 801, de la ciudad de beccar.-"
248-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion de la alcantarilla que atraviesa la calle almirante brown al 100, de la ciudad de san isidro.-"
249-HCD-2025,2025,union por la patria,comunicacion,si un informe sobre el sistema de salud del municipio.-
250-HCD-2025,2025,union por la patria,ordenanza,"creando el programa municipal ""san isidro incluye"".-"
251-HCD-2025,2025,union por la patria,ordenanza,"estableciendo como ""cielo oscuro protegido"" de san isidro la costa del rio de la plata.-"
252-HCD-2025,2025,union por la patria,ordenanza,"estableciendo en el partido de san isidro el servicio gratuito de. traslados de personas, destinado a instituciones de la sociedad civil que trabajen en materia de discapacidad.-"
253-HCD-2025,2025,varios senores concejales,comunicacion,"si la implementacion de un programa integral de capacitacion en reanimacion cardiopulmonar ¡rcp), maniobra de heimlich y primeros auxilios, destinado al personal de establecimientos educativos del distrito.-"
254-HCD-2025,2025,varios senores concejales,resolucion,"el h.c.d. expresa su reconocimiento a la asociacion vecinos en accion, por sus 25 anos de labor ininterrumpida en defensa de los intereses para la comunidad de san isidro.-"
257-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion del bache ubicado en la interseccion de las calles wilde y piedrabuena, de la ciudad de boulogne.-"
258-HCD-2025,2025,union por la patria,comunicacion,"si la suspension de todos los productos de las firmas ""laboratorios ramallo s.a."" y ""hlb pearma group s.a."".-"
259-HCD-2025,2025,union por la patria,ordenanza,creando el registro de bicicletas municipal de san isidro.-
260-HCD-2025,2025,la libertad avanza,comunicacion,si peticionar a la direccion general de cultura y educacion de la provincia de buenos aires la incorporacion de huertas e invernaderos a las escuelas publicas.-
261-HCD-2025,2025,la libertad avanza,comunicacion,si el control y supervision de las podas llevadas a cabo por edenor en el territorio de san isidro.-
262-HCD-2025,2025,la libertad avanza,comunicacion,si un informe relacionado con las telas decorativas que fueron colocadas en los arboles durante las fechas festivas.-
263-HCD-2025,2025,pro san isidro,comunicacion,si arbitrar los medios necesarios para que los vecinos puedan realizar denuncias anonimas en las delegaciones de las 6 localidades de san isidro.-
264-HCD-2025,2025,pro san isidro,comunicacion,"si un informe relacionado con las denuncias de vecinos sobre el pedido de contribuciones por par"":e de sujetos con vestimenta municipal en la localidad de acassuso.-"
265-HCD-2025,2025,pro san isidro,comunicacion,"si un informe sobre el estado actual de la obra sita en la calle juan bautista lasalle al 2000, del bajo de san isidro.-"
266-HCD-2025,2025,pro san isidro,comunicacion,"si establecer sinergias entre los huerteros y los locales gastronomicos de todas las localidades del partido, con el fin de que los comercios puedan conocer su labor e incorporar sus productos.-"
267-HCD-2025,2025,pro san isidro,comunicacion,"si la instalacion en todos los espacios verdes del distrito, de modulos dispensadores de bolsas y cestos de residuos para la recoleccion de excrementos de los animales domesticos.-"
269-HCD-2025,2025,varios senores concejales,resolucion,"el h.cd. declara de interes el libro ""que tu limite sea la finish line"" de la escritora maria de los angeles munoz por ser un ejemplo de motivacion, perseverancia y resiliencia.-"
270-HCD-2025,2025,la libertad avanza,comunicacion,si la intensificacion del patrullaje entre las 23hs. y las 6hs. en cada cuadricula del municipio.-
278-HCD-2025,2025,union por la patria,comunicacion,"si un informe relacionado con el registro de la adenda entre la municipalidad de san isidro y el miriisterio de infraestructura y servicios publicos de la pcia. de bs. as. en el marco del programa provincial ""municipios a la obra"".-"
279-HCD-2025,2025,union por la patria,ordenanza,creando el registro municipal de propiedades abandonadas .-
280-HCD-2025,2025,union por la patera,comunicacion,"si la colocacior; de refugios para pasajeros en las paradas de transporte publico de las lineas 407 y 314 en diversas alturas de la calle figueroa aleorta, de la ciudad de boulogne.-"
281-HCD-2025,2025,varios senores concejales,resolucion,"el e.c.d. expresa preocupacion por la resolucion nº 45/2025 donde el gobierno nacional habilita mediante un tramite digital la tenencia de armas de fuego adquiridas en armer'as llamado ""tenencia express"".-"
282-HCD-2025,2025,varios senores concejales,comunicacion,"si la re pavimentacion de la calle jorge newbery, entre las calles int. neyer y riobamba, de la ciudad de beccar.-"
283-HCD-2025,2025,varios senores concejales,comunicacion,"si realizar el correcto mantenimiento del poste de luz ubicado en la interseccion de la av. rolon y la calle thomas tomkinson, de la ciudad de beccar.-"
284-HCD-2025,2025,varios senores concejales,resolucion,"el e.c.d. declara di, interes el dia 27 de mayo de cada ano como el ""dia de la visibilizacion y lucha contra la violencia en los noviazgos"".-"
287-HCD-2025,2025,pro san isidro,resolucion,"el h.cd. solicita a la honorable camara de diputados de la pcia. de bs. as. el pronto tratamiento y sancion del proyecto de ley que propone la adhesion de la pcia. de bs. as. al ""regimen de transparencia fiscal al consumidor"".-"
288-HCD-2025,2025,varios senores concejales,ordenanza,"procediendo a la ,:uspension momentanea del permiso de obra otorgado y de trabajos de obra iniciados sobre la calle ipiranga, desde la calle serrano hasta la av. rolon, de la ciudad de boulogne.-"
289-HCD-2025,2025,varios senores concejales,ordenanza,creando la mesa local de politicas ambientales de san isidro.-
290-HCD-2025,2025,varios senores concejales,ordenanza,estableciendo que el consejo escolar de san isidro remita al h.cd. un informe anual detallando la situacion educativa de cada establecimiento del distrito.-
291-HCD-2025,2025,varios senores concejales,ordenanza,autorizando al d.e. la construccion y emplazamiento de un monumento en homenaje al papa francisco.-
292-HCD-2025,2025,varios senores concejales,ordenanza,creando la comision de seguimiento del fondo educativo.-
293-HCD-2025,2025,varios senores concejales,ordenanza,"estableciendo la preservacion integral del solado de adoquines existente en las calles del partido de san isidro, reconociendose su valor historico, patrimonial y economico.-"
296-HCD-2025,2025,union por la patria,resolucion,"el h.cd. expresa su beneplacito por la conmemoracion del 40º aniversario de la creacion de la escuela de educacion secundaria n° 14 ""benito lynch"".-"
297-HCD-2025,2025,union por la patria,resolucion,el h.cd. expr2sa preocupacion y repudio por el brutal desfinanciamiento del estado nacional que esta sufriendo el hospital pediatrico garrahan.-
298-HCD-2025,2025,union por la patria,comunicacion,"si a la empresa aysa el arreglo del cano de agua ubicado en la calle jorge newbery, entre las calle¡ int. neyer y riobamba, de la ciudad de beccar.-"
299-HCD-2025,2025,b.loque union por la patria,comunicacion,si un informe respecto a los insumas medicos utilizados en los caps que estan ubicados en todo 21territorio sanisidrense.-
300-HCD-2025,2025,union por la patria,comunicacion,"si sumar las diferentes modalidades de caracter publico que ofrece la pcia. de es. as., a la campafia de difusion que lleva nuestro municipio sobre el programa de la ciudad de bs. as., para terminar el secundario en jovenes y adultos de man"
309-HCD-2025,2025,varios senores concejales,comunicacion,si un informe r'2lacionado a la implementacion del sistema de atencion medica organizada (samo).-
310-HCD-2025,2025,union por la patria,comunicacion,"si el retiro del arenero ubicado en la plaza carlos gardel, de la ciudad de beccar.-"
311-HCD-2025,2025,union por la patria,comunicacion,"si a las empresas encargadas de la semaforizacion en las autopistas panamericana y acceso norte, la modificacion del horario de funcionamiento de los semaforos en forma intermitente.-"
312-HCD-2025,2025,union por la patria,ordenanza,modificando el codigo de ordenamiento urbano (co.u.).-
313-HCD-2025,2025,cambia san isidro,comunicacion,si ante la secretaria de transporte la posibilidad de reabrir el acceso peatonal al anden con sentido a estacion retiro de la estacion villa adelina del ferrocarril belgrano norte.-
319-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"s/ un informe relacionado con el expte. n0 2236/2023, relacionado con el pedido de extraccion de un arbol en la av. rolon n0 1126, de este partido.- ."
320-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"s/ reducir y/o reacondicionar el baden ubicado en la interseccion de la calle monsenor larumbe y la av. santa fe, de la ciudad de martinez.-"
324-HCD-2025,2025,la libertad avanza,resolucion,el h.cd. expresa su preocupacion por los resultados de las pruebas aprender con una gran mayoria de los alumnos debajo de los niveles esperados.-
325-HCD-2025,2025,bloqle la libertad avanza,resolucion,"el h.cd. declara de interes la campana ""que entiendan lo que lean"" de argentinos por la educacion.-"
326-HCD-2025,2025,la libertad avanza,resolucion,"el h.cd. declara de interes el ""curso de historia de san isidro 2025"" del instituto historico municipal de san isidro.-"
327-HCD-2025,2025,la libertad avanza,resolucion,"el h.cd. felicita a la lenceria ""carolina"" ubicada en la calle belgrano nº 314, con motivo de su 30º aniversario.-"
328-HCD-2025,2025,la libertad avanza,comunicacion,"si un estudio ele transito en los alrededores del colegio cardenal spinola, de la ciudad de san isidro, con el objetivo de definir las medidas adecuadas para maximizar la seguridad vial.-"
329-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion de los pozos cloacales ubicados en la calle piedrabuena nº 391 del barrio santa rosa, de la ciudad de beccar.-"
331-HCD-2025,2025,union por la patria,decreto,"el h.cd. declara de interes el ""proyecto de nucleamientos de bibliotecas escolares nube"" en el distrito de san isidro.-"
332-HCD-2025,2025,union por la patria,comunicacion,"si la pavimentacion de la calle cmte. luis piedrabuena bis entre las calles eduardo wilde y loria, en el barrio santa rosa, de la ciudad de boulogne.-"
335-HCD-2025,2025,varios senores concejales,resolucion,el h.cd. expresa su repudio a la utilizacion del poder judicial como instrumento de persecucion politica y expresa su solidaridad con la ex vicepresidenta de la nacion cristina fernandez de kirchner.-
336-HCD-2025,2025,varios senores concejales,comunicacion,"si la instalacion de un totem de seguridad en las inmediaciones del colegio republica argentina, sito en la calle italia n° 2451, de la ciudad de martinez.-"
338-HCD-2025,2025,varios senores concejales,ordenanza,derogando el punto 4d del decreto n° 1729 de fecha 8 de julio de 2009 y su modificatoria en el punto d2.b del decreto n° 4011 de fecha 12 de diciembre de 2014.-
339-HCD-2025,2025,union por la patria,comunicacion,"si la correcta senalizacion del sentido de circulacion y ""contramano"" en la calle gervasio de posadas, en su interseccion con las calles alto peru y lynch, de la ciudad de beccar.-"
340-HCD-2025,2025,union por la patria,comunicacion,"si la colocacion de lomas de burro en la calle gervasio de posadas, de la ciudad de beccar, en su tramo comprendido entre la av. sucre y la calle lynch.-"
341-HCD-2025,2025,union por la patria,comunicacion,"si la instalacion de una camara de seguridad o domo, en las calles alto peru y gervasio de posadas, en la ciudad de beccar.-"
342-HCD-2025,2025,pro- san isidro,resolucion,"el h.cd. expresa su repudio por el intento de asesinato al congresista del centro democratico de colombia, miguel uribe.-"
344-HCD-2025,2025,varios senores concejales,resolucion,"el h,cd. expresa preocupacion por la injustificada reduccion del fondo compensador dispuesta por el gobierno de la provincia de buenos aires que afecta a los establecimientos educativos del distrito.-"
346-HCD-2025,2025,varios senores concejales,comunicacion,"si un informe rdacionado con la remocion de los alamos piramidales y la plantacion de lapachos rosados en el boulevard de la av. marquez, entre la av. andres rolon y la av. segundo fernandez, de la ciudad de san isidro.-"
347-HCD-2025,2025,varios senores concejales,comunicacion,"si un informe relacionado con la maraton ""villa adelina corre 2025"".-"
348-HCD-2025,2025,varios senores concejales,ordenanza,efectuando diversas modificaciones al codigo de ordenamiento urbano (cou).-
349-HCD-2025,2025,varios senores concejales,ordenanza,"declarando de utilidad publica y sujeto a expropiacion el sector del inmueble identificado catastralmente como circunscripcion 6, seccion d, fraccion 4, parcela 1b.-"
350-HCD-2025,2025,varios senores concejales,comunicacion,"si un informe relacionado con los convenios sus criptas con la universidad nacional de general san martin (unsam) en el marco del ""plan de fortalecimiento institucional"" durante los anos 2024 y 2025.-"
351-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion del sistema de drenaje en la calle bias parera, entre la calle salguero y la av. avelino rolon, de la ciudad de boulogne.-"
406-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion y mantenimiento del empedrado de la calle almirante brown, en el tramo comprendido entre la calle 25 de mayo y la av. del libertador, de la ciudad de san isidro.-"
409-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion del bache ubicado en la interseccion de las calles diego palma y cardenal copello, de la ciudad de san isidro.-"
410-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si retirar el lomo de burro ubicada en la calle carlos tejedor al 1031 de la ciudad de boulogne, y reemplazarlo por un guarda ganado para evitar danos y anegamientos.-"
416-HCD-2025,2025,union por la patria,comunicacion,"slla reparacion dd guarda ganado ubicado en la calle yrigoyen nº 2910, a la altura de la calle santo domingo, de la ciudad de martinez.-"
417-HCD-2025,2025,union por la patria,comunicacion,si reforzar la campana de difusion vigente vinculada a la asistencia de personas en situacion de calle durante la ola polar.-
418-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion y mantenimiento de la vereda de la calle int. tomkinson, entre las calles neuquen ji luis de flores, de la ciudad de san isidro.-"
419-HCD-2025,2025,un ion por la patria,comunicacion,"si el desecho y recol~ccion de residuos sobre la calle neuquen, entre las calles int. tomkinson y o'higgins, de la ciudad de san isidro.-"
424-HCD-2025,2025,union por la patria,comunicacion,"si la reparacion de la calle riobamba en su interseccion con la calle juan p. esnaola, de la ciudad de beccar.-"
425-HCD-2025,2025,union por la patria,comunicacion,"si la colocacion de refugios en las paradas de transporte publico de la linea 333 a la altura de jose ingenieros n° 2700, de la ciudad de beccar.-"
426-HCD-2025,2025,union por la patria,comunicacion,"si la colocacion de contenedores de basura en la calle gervasio posadas al 2600, de la ciudad de beccar.-"
427-HCD-2025,2025,union por la patria,resolucion,"el h.cd. declara de interes el proyecto educativo ""la cava 4.0"", impulsado por el centro de formacion laboral nº 404, del barrio la cava.-"
428-HCD-2025,2025,union por la patria,comunicacion,"si la puesta en valor de la senalizacion del sitio de memoria del centro clandestino de detenciones ""casa del s.i.n"", ubicado en la calle thames nº 333, de la ciudad de villa adelina.-"
429-HCD-2025,2025,union por la patria,resolucion,"el h.cd. expresa benplacito y alegria por la restitucion del nieto 140, anunciada por la asociacion abuelas de plaza de mayo el pasado 7 de julio de 2025.-"
430-HCD-2025,2025,un ion por la patria,comunicacion,"si articular desde el area de salud mental del municipio, acciones de concientizacion, prevencion y promocion de la salud mental en los institutos de formacion docente que funcionan en el partido.-"
431-HCD-2025,2025,union por la patria,comunicacion,si un informe relacionado con el servicio de salud mental en los centros de atencion primaria de la salud.-
432-HCD-2025,2025,union por la patria,resolucion,el h.cd. expresa su beneplacito por el 15º aniversario del programa provincial envion dependiente de la direccion provincial de juventudes del ministerio de desarrollo de la comunidad del gobierno de la provincia de buenos aires.-
433-HCD-2025,2025,union por la patria,comunicacion,"si la desratizacion en los barrios la cava y cava chica, de la ciudad de beccar.-"
434-HCD-2025,2025,union por la patria,comunicacion,"si un informe relacionado con el master plan de las obras de ampliacion del establecimiento educativo ""escuela municipal malvinas argentinas"" .-"
435-HCD-2025,2025,union por la patria,resolucion,el h.cd. expresa su beneplacito a la fundacion nosotros en e140º aniversario de su creacion y su gran aporte a la comunidad.-
437-HCD-2025,2025,cambia san isidro,decreto,"estableciendo que el dia 4 de julio de cada ano, se ilumine la fachada del h.cd. con el color azul conmemorando el ""dia de la concientizacion del sindrome xyy"".-"
439-HCD-2025,2025,pro - san isidro,resolucion,"el h.cd. declara de interes el encuentro ""el arte de chaguar"", a realizarse el dia 24 de julio de 2025 a las 17:00hs. en pedro de mendoza nº 587, san isidro.-"
440-HCD-2025,2025,pro - san isidro,comunicacion,"si dar solucion al reclamo nº 8686257, relacionado con la reconstruccion de la vereda de la calle jacinto diaz nº 1051, de la ciudad de san isidro.-"
441-HCD-2025,2025,pro - san isidro,comunicacion,"si la remocion del vehiculo abandonado que se encuentra estacionado en la calle urquiza, esquina albarellos, de la localidad de acassuso.-"
442-HCD-2025,2025,pro - san isidro,resolucion,"el h.cd. felicita por sus 40 anos a la fundacion nosotros, por su labor y trayectoria brindando apoyo y formacion profesional a personas con discapacidad intelectual y a sus familias en san isidro.-"
443-HCD-2025,2025,varios senores concejales,ordenanza,ordenando la publicacion en el boletin oficial municipal el listado completo y actualizado de todos los trabajadores contratados bajo la modalidad del regimen de monotributo.-
444-HCD-2025,2025,varios senores concejales,ordenanza,"estableciendo la obligatoriedad para todo el personal dependiente de la municipalidad de san isidro o de empresas de servicios publicos dentro del partido, portar una identificacion.-"
445-HCD-2025,2025,varios senores concejales,ordenanza,"estableciendo la preservacion integral del solado de adoquines existente en las calles del partido de san isidro, reconociendose su valor historico, patrimonial y economico.-"
446-HCD-2025,2025,la libertad avanza,ordenanza,"declarando como ""personalidad destacada del partido de san isidro"" al historiador y vecino bernardo lozier almazan por su destacada trayectoria y sus invaluables aportes a la cultura, el patrimonio y la historia de san isidro.-"
447-HCD-2025,2025,la libertad avanza,resolucion,el h.c.d. felicita a bru-mi deportes por su 70. aniversario y por su invaluable aporte al centro comercial de la ciudad de martinez.-
448-HCD-2025,2025,la libertad avanza,comunicaclon,"si volver al sistema convencional de circulacion vehicular, los dias sabados y feriados en las calles belgrano y 9 de julio de la ciudad de san isidro y alvear, de la ciudad de martinez.-"
449-HCD-2025,2025,la libertad avanza,comunicacion,si el arreglo de baches en diversas calles del municipio.-
479-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion de la vereda ubicada frente al domicilio de la calle french nº 2400, de la ciudad de beccar.-"
480-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion de la calle salguero, en el tramo comprendido entre las calles martin rodriguez y juramento, de la ciudad de boulogne.-"
481-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la colocacion de reductores de velocidad en varios tramos de la calle virrey vertiz, en el sector comprendido por las calles perito moreno y godoy cruz, de la ciudad de boulogne.-"
482-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"1:/ tareas de reparacion y mantenimiento del empedrado de la calle moreno, en el tramo comprendido entre la calle obispo terrero y la av. bernabe marquez, de la ciudad de san isidro.-"
483-HCD-2025,2025,union por la patria,comunicacion,si la correcta implementacion de lo dispuesto en la ordenanza n° 9392.-
484-HCD-2025,2025,union por la patria,comunicacion,"si un informe relacionado con las funciones, autoridades y personal a cargo de la direccion ceneral de transformacion de la secretaria de salud.-"
485-HCD-2025,2025,union por la patria,comunicacion,"si la colocacion de reductores de velocidad sobre la calle sarratea, en las intersecciones con las calles luis maria campos y tornas anchorena, y saturnino segurola y maria b. de cazon, de la ciudad de boulogne.-"
486-HCD-2025,2025,union por la patria,comunicacion,"si la colocacion de banos quimicos durante los dias sabados y domingos, en el horario comprendido entre las 10 a 19hs. en la plaza olazabal, de la ciudad de boulogne.-"
487-HCD-2025,2025,union por la patria,comunicacion,"si garantizar el patrullaje correspondiente en la zona de la calle sarratea entre las calles moises lebensohn y la av. camino real moron, de la ciudad de boulogne.-"
488-HCD-2025,2025,union por la patria,comunicacion,"si garantizar el correcto desecho de residuos en la interseccion de las calles avellaneda y marinsalta, de la ciudad de san isidro.-"
489-HCD-2025,2025,union por la patria,resolucion,"el h.c.d. expresa su beneplacito por la conmemoracion del 85º aniversario de la creacion de la escuela de educacion secundaria nº3 ""libertador gral. jose de san martin"" de la ciudad de san isidro.-.-"
490-HCD-2025,2025,union por la patria,comunicacion,si al d.e. que gestione ante la empresa aysa a fin de brindar una respuesta a los vecinos del bajo boulogne frente a los montos excesivos de facturacion. -
499-HCD-2025,2025,varios senores concejales,resolucion,el h.cd. declara de interes la valiosa contribucion de las charlas tedx san isidro a lo largo de sus diez anos de trayectoria en el municipio.-
500-HCD-2025,2025,partido democrata,comunicacion,"si las medidas necesarias para agilizar el transito en la calle juan bautista de lasalle, esquina del barco centenera, de la ciudad de san isidro.-"
503-HCD-2025,2025,la libertad avanza,comunicacion,si un informe relacionado con las plantaciones de arboles en diversas avenidas del distrito.-
504-HCD-2025,2025,la libertad avanza,resolucion,el h.cd. expresa su beneplacito por la creacion del mapa federal de consulta publica sobre organizaciones y clubes inclusivos.-
505-HCD-2025,2025,union por la patria,comunicacion,"si el refuerzo en la limpieza de las cunetas en la calle rodriguez pena, entre la av. santa fe y la calle tres sargentos, de la ciudad de martinez.-"
506-HCD-2025,2025,union por la patria,comunicacion,"si reparar el bache situado en la av. fondo de la legua y la calle edison, en la ciudad de martinez.-"
508-HCD-2025,2025,la libertad avanza,comunicacion,"si la reparacion de la tapa del desague ubicada en la vereda del colegio nightingale en la esquina de :lascalles los alamos y vuelta de obligado, en el bajo de san isidro.-"
509-HCD-2025,2025,la libertad avanza,comunicacion,"si la reparacion de la vereda sita en la esquina de las calles don bosco y gral. paz, frente al edificio d'2 la subsecretaria de desarrollo social de san isidro.-"
510-HCD-2025,2025,la libertad avanza,comunicacion,"si el cumplimiento de la comunicacion n° 273/2024, relacionada con cestos para residuos wbre la av. de la unidad nacional.-"
511-HCD-2025,2025,la libertad avanza,comunicacion,"si evaluar soluciones de ordenamiento vial para normalizar la circulacion en la interseccion de las calles eduardo costa y peru, de la localidad de acassuso.-"
512-HCD-2025,2025,la libertad avanza,comunicacion,"si la ampliacion del recinto correspondiente a la plaza de juegos para ninos sita en las calles da,rdo rocha y tres sargentos, de la ciudad de martinez.-"
513-HCD-2025,2025,la libertad avanza,comunicacion,"si la remocion de las instalaciones electricas que se encuentran emergiendo en el suelo en el parque del boulevard de dardo rocha, entre las avenidas fleming y santa fe, de la ciudad de martinez.-"
514-HCD-2025,2025,la libertad avanza,comunicacion,si la reposicion de la rejilla guardaganado del extremo sur del cruce peatonal que atraviesa la calle luis m. drago y conecta la esquina del instituto nicolas copernico con el ingreso al parque publico del golf de villa adelina.-
515-HCD-2025,2025,union por la patria,comunicacion,"si a la empresa que corresponda el correcto mantenimiento del poste de luz ubicado en al calle yerbal n° 371, de la ciudad de boulogne.-"
516-HCD-2025,2025,union por la patria,comunicacion,"si el raleo y poda de los arboles ubicados en la calle castro barros n° 1078, entre las calles mariano ezpeleta y entre rios, de la ciudad de martinez.-"
518-HCD-2025,2025,la libertad avanza 5an isidro,comunicacion,"si la remocion de los vehiculos en estado de abandono en la calle formosa, entre ¡las calles juan b. justo e intendente marconi, de la ciudad de beccar.-"
519-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion de la calle cardenal copello, entre las calles diego palma y 3 de febrero, de la ciudad de san isidro.-"
520-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion del bache ubicado en la calle sargento cabral en su interseccion con la calle hipolito yrigoyen, de la ciudad de martinez.-"
521-HCD-2025,2025,la libertad avanza san isidro,comunicacion,"si la reparacion integral de la calle 3 de febrero, entre las calles americo y juan clark, de la.ciudad de san isidro.-"
