expediente,anio,bloque,tipo_proyecto,tema
7-HCD-2018,2018,frente renovador,resolucion,el h.c.d. repudia la decision del cierre de escuelas publicas en la zona insular de san fernando.-
27-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. declara su preocupacion y disconformidad por el cierre y fusion de cursos, en instituciones educativas del distrito.-"
061-HCD-2018,2018,unidad ciudadana,decreto,estableciendo la paridad de genero en el ambito de las autoridades del honorable concejo deliberante.-
062-HCD-2018,2018,unidad ciudadana,decreto,"adoptando en el ambito d~l honorable concejo deliberante la ""guia de lenguaje igualitario"".- i"
064-HCD-2018,2018,frente renovador,comunicacion,si la instalacion d~ un semaforo en la avda. juan segundo fernandez en su interseccion con la e:alle nicolas a vellaneda¡ de la ciudad de san isidro.-
065-HCD-2018,2018,unidad ciudadana,resolucion,el h.cd. manifiesta su preocupacion y disconformidad por la creacion de una comision permanente del mapa judicial de la pcia. de es. as.-
066-HCD-2018,2018,partido justicialista,resolucion,el hcd. expresa :3u repudio a la decision determinada por la jueza federal dra. maria servini de cubria de decretar la intervencion del partido justicialista n acional.-
070-HCD-2018,2018,partido justicialista,comunicacion,si impulsar la creacion de un fondo de asistencia medica excepcional.-
071-HCD-2018,2018,partido justicialista,resolucion,el hcd. expresa su repudio al injusto beneficio concedido al asesino miguel etchecolatz.-
073-HCD-2018,2018,partido justicialista,comunicacion,si informes relacionados con las patrullas comunitarias.-
076-HCD-2018,2018,partido justicialista,resolucion,"el h.cd. veria con agrado que el d.e. adhiera a la ley nº 14.603, decreto reglamentario nº 459/17 de la p,cia de bs. as.-"
077-HCD-2018,2018,partido justicialista,resolucion,"el h.cd. manifies;:a el rechazo por la medida impulsada por el poder judicial brasileno al arrestar al ex presidente de la republica federativa de brasil, luiz 1. lula da silva,-"
081-HCD-2018,2018,partido justicialista,resolucion,"el h.cd, expresa su preocupacion ante los desmedidos y continuos aumentos en las tarifas de servicios publicos.-"
082-HCD-2018,2018,partido rusticialista,comunicacion,si informes relacionados al programa de reconversion de luminarias para clubes de barrios y sociedades de fomento.-
084-HCD-2018,2018,partido justicialista,comunicacion,"slla repavimentacion ylo bacheo en la calle manuel lainez en su interseccion con la calle ntras. mc.lvinas, de la ciudad de boulogne.-"
089-HCD-2018,2018,convocacion por san isidro,comunicacion,"si convertir en sentido linico de circulacion vehicular a las calle cuyo y entre rios entre las a vdas. fleming y fondo de la legua, de la ciudad de martinez"
090-HCD-2018,2018,convocacion por san isidro,comunicacion,si estudio hidraulico en diversas calles de la ciudad de martij1ez.- i
092-HCD-2018,2018,convocacion por san isidro,comunicacion,"si la: colocacion de lomo de burro en la calle betbeder, entre las calles ipiranga y figueroa alcorta, de la ciudad de boulogne.-"
093-HCD-2018,2018,convocacion por san isidro,comunicacion,si informes sobre el puerto de san isidro.-. p. ase a : .l 36 - expte. nº 15664-s-2017.- departamento ejecutivo.- proyecto de ordenanza.- convalidando lo actuado por el d.e. mediante el decreto nº 2662/17.-
114-HCD-2018,2018,partido justicialista,comunicacion,si el vaciado de diversos contenedores de la ciudad de boulogne.-
115-HCD-2018,2018,partido justicialista,comunicacion,si diversos informes sobre la obra social ioma.-
116-HCD-2018,2018,partido justicialista,resolucion,el h.c.d. manifiesta su rechazo y preocupacion a la cadena farmacity.-
117-HCD-2018,2018,partido justicialista,resolucion,el h.c.d. expresa su desacuerdo ante la solicitud de ajuste a las provincias y municipios.-
128-HCD-2018,2018,unidad ciudadana,comunicacion,si la colocacion de senales y tachas refractarias en la_ interseccion de las calles jose ingenieros y uruguay con la ruta panamericana.-
129-HCD-2018,2018,unidad ciudadana,comunicacion,"si la extraccion del arbol situado en la calle los platanos nº 1174/1176, de la ciudad de villa adelina.-"
130-HCD-2018,2018,unidad ciudadana,comunicacion,si diversos :.nformes relacionados con las campanas de prevencion del vih-sida y otras enfermedades de transmision sexua1.-
136-HCD-2018,2018,unidad ciudadana,comunicacion,si aumentar la frecuencia de recoleccion de residuos en todos ..•. los barrios sin urbanizar del partido.-
138-HCD-2018,2018,unidad ciudadana,comunicacion,"si la instalacion de camaras de seguridad en la interseccion de las calles jorge newbery y marcon:l, de la ciudad de beccar.-"
139-HCD-2018,2018,convocacion por san isidro.,comunicacion,"~/ informes sobre el estado de diversos reclamos relacionados con luminarias, en el partido.-"
140-HCD-2018,2018,convocacion por san isidro,comunicacion,"si arbitrar las medidas necesarias con el fin de brindar una solucion al cruce peatonal para los alumnos que concurren a la escuela ""naciones unidas"", de la ciudad de martinez"
143-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. repudia la decision de retornar al financiamiento del'"" fondo monetario internacional (f.m.i.).-"
144-HCD-2018,2018,unidad ciudadana,comunicacion,si un amplio informe relacionado con el hospital central de san isidro.-
145-HCD-2018,2018,partido justicialista,comunicacion,"si la reparacion de la cinta asfaltica en la calle nuestras malvinas, entre las calles alte. betbeder y gregaria matorras de san martin, de la ciudad de boulogne.-"
146-HCD-2018,2018,partido justicialista,ordenanza,eximiendo totalmente de la tasa por servicios generales a contribuyentes de bajos recursos.-
149-HCD-2018,2018,partido justicialista,comunicacion,"si el reordenamiento vehicular en la calle matheu, entre la calle ipiranga y la avda. bernardo de irigoyen, de la ciudad de boulogne.-"
150-HCD-2018,2018,partido justicialista,resolucion,"el h.c.d. manifiesta su total apoyo y compromiso con la preservacion como espacio verde, publico y de acceso gratuito al predio del campo de golf de villa adelina.- -"
151-HCD-2018,2018,pro san isidro - cambiemos .,ordenanza,"creando y ejecutando campana de adopcion y tenencia responsable de perros y gatos ""hagamos amigos"".-"
156-HCD-2018,2018,partido justicialista,ordenanza,creando el registro municipal de actores de la economia social.-_
163-HCD-2018,2018,unidad ciudadana,ordenanza,declarando la emergencia tarifaria en materia de servicios publicos.-
166-HCD-2018,2018,unidad ciudadana,decreto,el h.c.d. adhiere a la ley nº 14.783 de la pcia. de buenos aires.- _
172-HCD-2018,2018,frente renov ador,comunicacion,"si la pavimentacion de la calle roma, entre las calles mtra. manuela garcia y padre acevedo, de la ciudad de beccar.-"
173-HCD-2018,2018,frente renovador,comunicacion,"si informe sobre lo ocurrido el dia 14 de mayo del corriente ano, en el hospital central de san isidro.-"
174-HCD-2018,2018,frente renovador,comunicacion,"si la construccion de un reductor de velocidad sobre la calle independencia esquina salguero, de la ciudad de boulogne.-"
175-HCD-2018,2018,frente renovador,comunicacion,"si refugios para pasajeros de transporte publico en la interseccion de las calles godoy cruz e independencia, de la ciudad de boulogne.-"
176-HCD-2018,2018,unidad ciudadana,ordenanza,"creando el programa ""prevencion de acoso callejero"".-"
182-HCD-2018,2018,convocacion por san isidro,comunicacion,"si reductores de velocidad en la interseccion de las calles intendente alfara y ricardo gutierrez, de la localidad de acassuso.-"
183-HCD-2018,2018,pro san isidro - cambiemos,decreto,declarando de interes del h.c.d. la realizacion del 3º foro nacional de gobierno abierto y tecnologia civica.-
190-HCD-2018,2018,premte renovador,resolucion,declarando paisaje protegido y de interes municipal la conservacion del predio del golf de la ciudad de villa adelina.-
201-HCD-2018,2018,unidad ciudadana,comunicacion,"s/ la pavimentacion de la calle los ceibos, entre las calles juan a mazza y bartolome novaro, de este partido.-"
202-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. expresa su rechazo al decreto presidencial nº 499/2018.-
206-HCD-2018,2018,convocacion por san isidro,ordenanza,estableciendo que los boletines oficiales del d.e. sean publicados en la correspondiente pagina web oficial.-
207-HCD-2018,2018,convocacion por san isidro,comunicacion,"si el refuerzo de patrullaje al ""comando de patrullas"" (c.p ..) en diversas zonas de:la ciudad de villa adeli1:a.-"
208-HCD-2018,2018,convocacion por san isidro,resolucion,el h.c.d. expresa su beneplacito por la sancion de la ley e 158/18-19.-
209-HCD-2018,2018,convocacion por san isidro,comunicacion,"si informes relacionados con la construccion de un muelle a la altura de la calle roque saenz pena y la ribera del rio de plata, de este partido.-"
211-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. manifiesta su repudio a las declaraciones de la gobernadora de la provincia de buenos aires.-
213-HCD-2018,2018,unidad ciudadana,comunicacion,si informes relacionados con la falta de servicio de ferrocarriles de la linea belgrano norte.-
222-HCD-2018,2018,unidad ciudadana,resolucion,"el b.c.d, adhiere al ""dia mundial contra la trata de personas"",-"
237-HCD-2018,2018,frente renovador,comunicacion,si a la agencia de administracion de bienes e1el estado (aabe) un informe sobre lo establecido en la resolucion nº 9/18.~
239-HCD-2018,2018,frente renovador,comunicacion,"si el entubamiento del arroyo alto peru en los tramos a cielo abierto: desde la a vda. marquez hasta la calle tomkinson, de este partido.-"
240-HCD-2018,2018,frente renovador,comunicacion,"si la realizacion de veredas en diversas calles del barrio santa rita, de laciudad de boulogne.-"
241-HCD-2018,2018,frente renov ador,comunicacion,"si la instalacion de un semaforo en la calle lamadrid en su interseccion con la calle thames, en la ciudad de villa adelina.-"
244-HCD-2018,2018,unidad ciudadana,comunicacion,"si la denominacion ""soldado carlos viegas cascalheiras"", a alguna calle de este partido.-"
253-HCD-2018,2018,convocacion por s.an isidro,comunicacion,"s/ la inspeccion del cantero ubicado en la calle la . calandria, entre las calles curupayti y wernicke, de este partido.-"
254-HCD-2018,2018,convocacion por san isidro,comunicacion,"s! la inspeccion del estado de las veredas ubicadas en la a vda. fondo de la legua, entre las calles gorriti y wilde, de este partido.-"
255-HCD-2018,2018,convocacion por san isidro,comunicacion,"si la instalacion de luminarias bajas led en la avda. fondo de la legua, en el tramo comprendido entre la avda. marquez y la calle thames, de este partido.-"
256-HCD-2018,2018,convocacion por san isidro,comunicacion,si camaras de seguridad y refuerzo de patrullaje en diversas calles de la ciudad de bou1cgne.-
269-HCD-2018,2018,frente renovador,ordenanza,reemplazando el articulo nº 46 de la ordenanza nº 8965.-
270-HCD-2018,2018,frente renovador,ordenanza,"derogando las facult3.des otorgadas al poder ejecutivo, previstas en el articulo nº 41 de la ordenanza ]\fº 8966/17.-"
272-HCD-2018,2018,frente renov ador,ordenanza,incorporando texto ej articulo 46 de la ordenanza nº 8965.-
277-HCD-2018,2018,partido justicialista,resolucion,"el h.c.d. manifiesta su adhesion a la modificacion de la ley nº 24.193 ""ley justina"".-"
278-HCD-2018,2018,partido justicialista,comunicacion,"s/ tareas preventivas de transito en las calles moises lebensohn y yatay, entre las calles medrana y gascon, de la ciudad de boulogne.-"
279-HCD-2018,2018,partido justicialista,comunicacion,"si diversos informes relacionados con la universidad nacional ""scalabrini ortiz"".-"
280-HCD-2018,2018,partido justicialista,comunicacion,"si incluir en el plan municipal de repavimentacion ylo bacheo a la calle pasaje del jardin en su interseccion con las calles yerbal y bomberos voluntarios, de la ciudad de boulogne.-"
281-HCD-2018,2018,partido justicialista,comunicacion,"si intensificar el barrido, limpieza y eliminacion del basural a cielo abierto en el barrio santa rita, de la ciudad de boulogne.-"
283-HCD-2018,2018,partido justicialista,ordenanza,"creando el programa municipal de alimentacion saludable para ninas, ninos y adolescentes en edad escolar, instaurados como ""kioscos mas saludables"" .-"
284-HCD-2018,2018,partido justicialista,comunicacion,"si un semaforo en la avda. bernardo de irigoyen, entre las calles el zorzal y gral. hilario lagos, en la ciudad de boulogne.-"
285-HCD-2018,2018,partido justicialista,ordenanza,"creando la comie,ion para la proteccion, restauracion y promocion del patrimonio historico, cultural, natural y de preservacion edilicia de san isidro.-"
286-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. expresa su beneplacito a la caravana a realizarse por integrantes de fipca.-
287-HCD-2018,2018,unidad ciudadana,comunicacjon,si informes relacionados con el hospital materno infantil de san isidro.-
288-HCD-2018,2018,unidad ciudadana,ordenanza,adhiriendo a la ley nacional nº 27.447.-
289-HCD-2018,2018,unidad ciudadana,ordenanza,creando un registro de inmuebles.-
290-HCD-2018,2018,unidad ciudadana,comunicacion,si se implemente el instrumento de observacion de desarrollo infantil.-
295-HCD-2018,2018,partido justicialista,ordenanza,declarando la emergencia laboral en el municipio de san isidro.-
296-HCD-2018,2018,partido justicialista,comunicacion,"si informes relacionados con la barrera existente en la calle manuel lainez en su interseccion con la calle cura allievi, de la ciudad de boulogne.-"
297-HCD-2018,2018,partido justicialista,ordenanza,declarando la emergencia comercial en el partido de san isidro.-
298-HCD-2018,2018,partido justicialista,comunicacion,si informes relacionados con la adquisicion de contenedores para la separacion de residuos.-
300-HCD-2018,2018,convocacion por san isidro,comunicacion,si informes relacionados con la comision asesora permanente de adjudicaciones de licitaciones publicas.-
301-HCD-2018,2018,convocacion por san isidro,comunicacion,si informes relacionados con el decreto nº 190/18.-
302-HCD-2018,2018,convocacion por san isidro,comunicacion,"si a autopistas del sol un informe relacionado al estado de la obra de ampliacion de la ruta acceso tigre, entre las calles tomkinson y uruguay, de este partido.-"
303-HCD-2018,2018,convocacion por san isidro,ordenanza,"establec:endo que las comunicaciones sancionadas por el h.c.d. requiriendo informes, sean remitidas dentro de un plazo de los 20 dias habiles.-"
304-HCD-2018,2018,convocacion por san isidro,comunicacion,"si declarar de interes municipal el dia 27 de junio como ""dia de las microempresas y las pequenas y medianas empresas"".-"
305-HCD-2018,2018,convocacion por san isidro,comunicacion,"s/ a la secretaria de desarrollo economico sustentable del municipio, un informe relacionado con los resultados del programa 2017.-"
306-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. manifiesta preocupacion por el accionar del partido politico pro, pcia. de bs. as.-"
307-HCD-2018,2018,partido justicialista .,ordenanza,declarando la emergencia alimentaria en el partido de san isidro.-
308-HCD-2018,2018,unidad ciudadana,comunicacion,"si se implemente en todos sus terminos la ley nº 27.351, sobre gratuidad de tarifas de servicios electrico para usuarios electrodependientes.-"
309-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. repudia los despidos de la agencia telam.-
310-HCD-2018,2018,unidad ciudadana,comunicacion,si la implementacion en todos sus terminos de la ley nº 25.929.-
311-HCD-2018,2018,unidad ciudadana,comunicacion,"s/ la colocacion de camaras y/o domo de seguridad en la interseccion de las calles dean funes y novaro, de la ciudad de boulogne.-"
312-HCD-2018,2018,frente renovador,resolucion,el h.c.d. expresa su repudio ante el desmantelamiento de las policias locales en distintos municipios de la pcia. de bs. as.-
319-HCD-2018,2018,frente renovador,resolucion,"el h.cd. expresa su beneplacito por la sancion de la ley nacional de ""trasplante de organos, tejidos y celulas"".-"
320-HCD-2018,2018,frente renovador,resolucion,el h.c.d. manifiesta su preocupacion ante la situacion en que se encuentra atravesando el colegio nacional de san isidro (essnº 8).-
322-HCD-2018,2018,frente renovador,comunicacion,"si solucion a problemas cloacales, aguas residuales y desagues pluviales en el barrio santa rita, de la ciudad de boulogne.-"
324-HCD-2018,2018,frente renovador,resolucion,"el hcd expresa su repudio a la represion y desalojo en la vigilia realizada en el colegio nacional de san isidro, el dia 12 de junio del corriente ano.-"
325-HCD-2018,2018,frente renovador,comunicacion,"s/ incluir en el plan municipal de repavimentacion y/o bacheo a la calle uriarte en su interseccion con la calle junin, de la ciudad de boulogne.-"
328-HCD-2018,2018,unidad ciudadana,comunicacion,s/ al poder ejecutivo de la pcia. de bs. as. un informe relacionado con la investigacion periodistica de juan amorin.-
329-HCD-2018,2018,unidad ciudadana,ordenanza,autorizado al d.e. el la senalizacion de los centros clandestinos de detencion.-
330-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. expresa :3u preocupacion por el decreto nº 683/18, emitido por el sr. presidente de la nacion.-"
331-HCD-2018,2018,unidad ciudadana,comunicacion,"si tareas de saneamiento y desmalezamiento en la zona lindante con las vias del ferrocarril belgrano norte desde el paso a nivel de la calle perito moreno hasta la calle thames, de la ciudad de boulogne.-"
332-HCD-2018,2018,unidad ciudadana,comunicacion,"si la colocacion de luminarias led en la calle jorge newbery del barrio la cava, de la ciudad de beccar.-"
333-HCD-2018,2018,unidad ciudadana,comunicacion,si un informe relacionado con la dificil situacion en materia electrica.-
335-HCD-2018,2018,convocacion por san isidro,ordenanza,creando protocolo de accion para la asistencia de personas en situacion de calle e indigencia.-
336-HCD-2018,2018,convocacion por san isidro,comunicacion,"si verificar el funcionamiento de las luminarias existentes en el paso bajo nivel de la calle florencia varela, de la ciudad de beccar.-"
337-HCD-2018,2018,convocacion por san isidro,comunicacion,si un informe referente con el regimen de horas de pileta libre en los natatorios municipales.-
338-HCD-2018,2018,convocacion por san isidro,comunicacion,"si que el abono para la categoria de ""pileta libre"", pueda ser utilizado en cualquiera de los campos de deportes municipales.-"
339-HCD-2018,2018,convocacion por san isidro,resolucion,el h.cd. declara de interes municipal los juegos olimpicos de la juventud.-
340-HCD-2018,2018,convocacion por san isidro,comunicacion,"si la instalacion de un cartel con la senalizacion de la parada de colectivos ubicada en la interseccion de las calles rodriguez pena y berutti, de la ciudad de martinez.-"
341-HCD-2018,2018,convocacion por san isidro,comunicacion,"si la repavimentacion de la calle luis m. drago en el tramo comprendido desde la avda. ader hasta la calle batalla la florida, de la ciudad de villa adelina.-"
342-HCD-2018,2018,frente renovador,comunicacion,"si un amplio informe relacionado con el ex predio de obras sanitarias, situado en la avda. centenario, de la ciudad de beccar.-"
343-HCD-2018,2018,partido justicialista.,comunicacion,"si incluir en el plan de pavimentacion ylo bacheo a la calle capitan juan de san martin, entre lae:calles bulnes y padre castiglia, de la ciudad de boulogne.-"
344-HCD-2018,2018,partido justicialista,ordenanza,"creando el ""club de ajedrez municipal de san isidro"".-"
345-HCD-2018,2018,pro san isidro - cambiemos,comunicacion,"si la reparacion de rampas de accesibilidad situadas en las esquinas de la avda. del libertador gral. san martin, entre las calles parana y uruguay, del partido de san isidro.-"
346-HCD-2018,2018,pro san isidro - cambiemos,resolucion,"el h,c.d. expresa su beneplacito por la media sancion por parte de la honorable camara de diputados de la nacion de la denominada ""ley de bancos de alimentos"".-"
347-HCD-2018,2018,partido justicialista,resolucion,el h.c.d. rechaza el decreto nº 683/18 de defensa nacional.-
348-HCD-2018,2018,partido justicialista,ordenanza,"erigiendo en la ""plaza de la memoria por los muertos y desaparecidos de dictaduras"" un monumento que recuerde la tematica senalada.-"
349-HCD-2018,2018,partido justicialista,ordenanza,"instituyendo en el ambito del municipio de san isidro el ""defensor del pueblo de san isidro"".-"
350-HCD-2018,2018,partido justicialista,comunicacion,"s/ incluir en el plan de pavimentacion y/o bacheo a la esquina que forman las calles rodriguez pena y tres sargentos, de la ciudad de martinez.-"
351-HCD-2018,2018,partido justicialista,ordenanza,"creando el ""corredor seguro"" en diversas calles de la ciudad de boulogne.-"
352-HCD-2018,2018,partido justicialista,comunicacion,"s/ incluir en el plan de pavimentacion y/o bacheo a la calle agustin repetto, entre las calles bulnes y padre castiglia, de la ciudad de boulogne.-"
353-HCD-2018,2018,partido justicialista,comunicacion,"s/ incluir en el plan de pavimentacion y/o bacheo a la calle tiradentes, entre las calles el zorzal y gral. hilario lagos, de la ciudad de boulogne.-"
354-HCD-2018,2018,unidad ciudadana,comunicacion,si un informe relacionado con los datos publicados por el ministerio de salud de la nacion.-
355-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. manifiesta su preocupacion por el desfinanciamiento que padece el sistema nacional de bomberos voluntarios y sus cuarteles.-
356-HCD-2018,2018,unidad ciudadana,comunicacion,"si la instalacion de un refugio de pasajeros en la interseccion de las calles perito moreno y juramento, de la ciudad de villa adelina.-"
357-HCD-2018,2018,unidad ciudadana,ordenanza,"creando el ""fondo salarial solidario complementario para los trabajadores municipales"".-"
358-HCD-2018,2018,unidad ciudadana,comunicacion,"si la reparacion de la cinta asfaltica en la calle las gaviotas, en su interseccion con la calle vuelta de obligado y la avda. de la ribera, del partido de san isidro.-"
361-HCD-2018,2018,convocacion por san isidro,comunicacion,si la respuesta de la comunicacion nº 88/17.-
364-HCD-2018,2018,frente renovador,ordenanza,"extendiendo el horario de apertura de la calle martin y ornar, del partido de san isidro.-"
365-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. expresa su solidaridad con las familias de los 44 tripulantes del submarino ara san juan.-
366-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. manifiesta su preocupacion al arbitrario y desmedido incremento de las tarifas de los servicios publicos.- .
367-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. adhiere al ""dia internacional de las victimas de desapariciones forzadas"".-"
368-HCD-2018,2018,unidad ciudadana,resolucion,"el h.cd. veria con agrado que de pronto tr~tamiento y posterior sancion al expediente nº 3895-d-2018, que se encuentra en la honorable camara de diputados de la nacion.-"
369-HCD-2018,2018,frente renovador,ordenanza,"creando el programa ""si con vos"".-"
371-HCD-2018,2018,pro san isidro - cambiemos,comunicacion,"si un semaforo con cruce peatonal en las esquinas de la calle corrientes y la avda. fleming, de la ciudad de martinez.-"
374-HCD-2018,2018,partido justicialista,comunicacion,"si la senalizacion con carteles de prioridad peaton en la interseccion de colector~ oeste coil.la entrada al barrio san isidro y la interseccion oeste con la calle nuestras malvinas, ele la ciudad de boulogne.-"
376-HCD-2018,2018,partido justicialista,ordenanza,"creando en san isidro el hogar ""madre teresa de ca1cuta"",-,"
377-HCD-2018,2018,partido justicialista,comunicacion,"si al consejo escolar un informe con el programa nacional ljamado ""valoremos los alimentos"".-"
379-HCD-2018,2018,partido justicialista,comunicacion,"si reductores de velocidad en la calle bulnes, entre la avda. camino real moron a san fernando y la calle capitan juan de san martin, de la ciudad de boulogne.-"
380-HCD-2018,2018,partido justicialista,comunicacion,si informe relacionado con la proteccion de pymes.-
381-HCD-2018,2018,partido justicialista,comunicacion,"si a la empresa cliba la limpieza de la interseccion de las calles ntras. malvinas y gregoria matorras, de la ciudad de boulogne.-"
383-HCD-2018,2018,partido justicialista,comunicacion,"si que el d.e. interceda entre las partes en el conflicto nicotex s.r.l. y los ministerios de trabajo, empleo y seguridad social de la nacion y de trabajo de la pcia. de bs. as.-"
384-HCD-2018,2018,partido justicialista,comunicacion,si informes sobr2 diversas obras publicas para el municipio por parte del gobierno provincial.-
385-HCD-2018,2018,partido justicialista,ordenanza,creando un sistema de guias tactiles 'para personas con discapacidad visual.-
386-HCD-2018,2018,partido justicialista,resolucion,"el h.c.d. manifiesta su consternacion con los hechos ocurridos en la escuela nº 49 ""nicolas avellaneda"", de la localidad de moreno.-"
388-HCD-2018,2018,partido justicialista,ordenanza,"facultando al d.e. a suscribir un convenio de colaboracion con la municipalidad de vte. lopez, para permitir la circulacion de la linea de transporte publico municipal gral. san martin.-"
389-HCD-2018,2018,partido justicialista,resolucion,el h.c.d. manifiesta su solidaridad con los trabajadores despedidos por la empresa textil nicotex s.r.l.-
390-HCD-2018,2018,frente renovador,ordenanza,"creando un plan de contingencia municipal ""gestion de riesgo"" .-"
392-HCD-2018,2018,frente renovador,comunicacion,"s/ informes relacionados al cierre del ""paseo el aguila"", de la ciudad de martinez.-"
395-HCD-2018,2018,convocacion por san isidro .,comunicacion,si informes sobre centros de jubilados.-
396-HCD-2018,2018,convocacion por san isidro,resolucion,el h c.d. solicita la presencia de funcionarios munici pales.-
398-HCD-2018,2018,convocacion por san isidro,comunicacion,"si una inspeccion de transito en la calle valentin vergara, en su interseccion entre las avdas. sucre y avelino rolon, para mayor fluidez de circulacion vehicular de la ciudad de boulogne.-"
399-HCD-2018,2018,convocacion por san isidro,decreto,arbitrando los medios necesarios para digitalizar las reuniones de comision del h.c.d.-
400-HCD-2018,2018,convocacion por san isidro,comunicacion,"si irformes relacionados con las obras del tunel bajo nivel de la calle sarratea, de la ciudad de boulogne.-"
402-HCD-2018,2018,convocacion por san isidro,comunicacion,"si diversas obras a lo largo de la calle thames, de este partido,-"
403-HCD-2018,2018,convocacion por san isidro,comunicacion,si informes relacionados con la licitacion publica nº 05/18.-
404-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. manifiesta su repudio a la multa anunciada por el ministerio de trabajo bonaerense al gremio docente de suteba.-
406-HCD-2018,2018,unidad ciudadana,ordenanza,implementado el programa de monitoreo y prevencion del dengue en todo el ambito del municipio.-
407-HCD-2018,2018,unidad ciudadana,comunicacion,si informes relacionado con el sarampion.-
408-HCD-2018,2018,unidad ciudadana,comunicacion,si realizar un relevamiento de todos los refugios para pasajeros del distrito.-
409-HCD-2018,2018,unidad ciudadana,comunicacion,"si la colocacion de reductores de velocidad en la calle olazabal en su interseccion con la calle darragueria, de la ciudad de boulogne.-"
410-HCD-2018,2018,unidad ciudadana,comunicacion,"si informes relacionados con el predio ubicado entre las calles gaetan gutierrez, del barco centenera y camino de la ribera, de este partido.-"
412-HCD-2018,2018,unidad ciudadana,comunicacion,si al consejo escolar diversos informes relacionados con la escuela primaria nº 1 l/di. cosme be:::carl/ de san isidro.-
413-HCD-2018,2018,unidad ciudadana,comunicacion,"s/ la pintada de pafiuelos en una plaza del distrito, en conmemoracion de los 30,000 detenidos desaparecidos.-"
414-HCD-2018,2018,unidad ciudadana,comunicacion,"si la instalacion de un refugio para pasajeros en la interseccion de las calles juramento y luis m. drago, de la ciudad de villa adelina.-"
415-HCD-2018,2018,unidad ciudadana,comunicacion,"si instalar en la plaza de la memoria placas conmemorativas para los detenidos, torturados y desaparecidos del distrito.-"
416-HCD-2018,2018,unidad ciudadana,ordenanza,"implementar la conf,=ccion de siluetas y pintadas de pai1uelos en los colegios secundarios del distrito.-"
417-HCD-2018,2018,unidad ciudadana,resolucion,"el h.c.d. declara de interes municipal ell/silvetazol/, el cual se realiza en vispera al 24 de marzo,-"
418-HCD-2018,2018,unidad ciudadana,comunicacion,si se declare en el partido de san isidro la l/emergencia publica en materia social por violencia de generol/.-
419-HCD-2018,2018,unidad ciudadana,ordenanza,creando en el ambito del partido de san isidro el l/concejo municipal de las mujeresl/.-
420-HCD-2018,2018,unidad ciudadana,comunicacion,"si informes relacionados con los casos de mortalidad materna, en el distrito.-"
421-HCD-2018,2018,unidad ciudadana,comunicacion,el h.c.d. manifiesta su mas profundo pesar y condolencias a las familias de la comunidad educativa de la escuela primaria nº 49 de moreno.-
426-HCD-2018,2018,frente renovador,comunicacion,"si realizar campanas de promocion y fomento del futbol femenino,-"
427-HCD-2018,2018,unidad ciudadana,ordenanza,goce de licencia e5.pecial por violencia de genero.-
429-HCD-2018,2018,frente renovador,ordenanza,"instalacion de ""'puestos fijos"" para la distribucion de preservativos.-"
433-HCD-2018,2018,unidad ciudadana,ordenanza,creando el programa de presupuesto participativo en el municipio de san isidro.-
435-HCD-2018,2018,pro san isidro - cambiemos,comunicacion,si se articule una campana de difusion de di:versas herramientas tecnologicas a disposicion de los vecinos.-
436-HCD-2018,2018,unidad ciudadana,riesolucion,el h.c.d. expresa su rechazo al proyecto de reforma de escuelas t~cnicas.- .
439-HCD-2018,2018,unidad ciudadana,comunicacion,s/ diversos informes relacionados con la ley nº 26.130 de atlticoncepcion quirurgica.-
441-HCD-2018,2018,unidad ciudadana,resolucion,el h.c.d. manifiesta su repudio ante las irregularidades de los alianamientos en los domicilios de cristina fernandez de kirchner.- i
443-HCD-2018,2018,unidad ciudadana,ordenanza,"modificando el nombre de la calle ""teniente gral. lonardi"", de la ciudad de beccar.-"
444-HCD-2018,2018,unidad ciudadana,cqmunicacion,si evaluar la modificacion de sentido de circulacion vehicular en diversas arterias de la ciudad de 30ulogne.-
445-HCD-2018,2018,unidad ciudadana,comunicacion,"si la incorporacion de semaforos peatonales en la interseccion d~ la calle primera junta y la avda. centenario, de la ciudad de san isidro.-"
447-HCD-2018,2018,unidad ciudadana,cpmunicacion,"si al gobierno de la pcia. de bs. as. un informe sobre el plan d~ integracion socio urbana a desarrollar en el barrio ""la cava"", por intermedio delo.p.i.s.u.-"
448-HCD-2018,2018,unidad ciudadana,comunicacion,"si gestionar un permiso provisorio para aquellas personas q*e no se encuentren domiciliados en el distrito, pero que .vivan en el miso de forma temporal, que les permita acceder a los servicios de los hospitales 11 unicipales.-"
