cca,partida,localidad,superficie_m2,iust,vub,tierra_hoy,tierra_B_igual_recaudacion,tierra_B_mas_7225M,tierra_A,lon,lat
097040C00000000000000000000000910000018000,097055274,Martinez,305.42,240,4539.0,506580,430662,472504,506580,-58.536723,-34.501164
097040C00000000000000000000000910000019000,097055275,Martinez,289.93,240,4539.0,480887,408821,448540,480887,-58.536811,-34.501103
097040C00000000000000000000000910000020000,097055276,Martinez,301.98,240,4539.0,500874,425812,467182,500874,-58.536856,-34.501022
097040C00000000000000000000000910000021000,097055277,Martinez,299.81,240,4539.0,497275,422752,463825,497275,-58.536936,-34.500957
097040C00000000000000000000000910000022000,097055278,Martinez,291.08,240,4539.0,482795,410442,450319,482795,-58.53698,-34.500873
097040C00000000000000000000000910000023000,097055279,Martinez,305.27,240,4539.0,506331,430451,472271,506331,-58.537018,-34.500788
097040C00000000000000000000000910000024000,097051595,Martinez,196.82,240,4539.0,326452,277529,304493,326452,-58.537195,-34.50074
097040C00000000000000000000000910000025000,097051596,Martinez,201.77,240,4539.0,334662,284509,312151,334662,-58.53712,-34.500668
097040C00000000000000000000000910000026000,097055280,Martinez,201.54,240,4539.0,334281,284185,311795,334281,-58.537024,-34.500626
097040C00000000000000000000000910000027000,097055281,Martinez,195.43,240,4539.0,324147,275569,302342,324147,-58.536939,-34.50057
097040C00000000000000000000000910000028000,097000187,Martinez,199.72,240,4539.0,331262,281618,308979,331262,-58.536852,-34.500517
097040C0000000000000000000000092000002900A,097055285,Martinez,641.84,240,4344.0,1064577,866156,950307,1064577,-58.536059,-34.501604
097040C00000000000000000000000920000031000,097055284,Martinez,323.54,240,4344.0,536634,436613,479033,536634,-58.535897,-34.501563
097040C00000000000000000000000920000032000,097055283,Martinez,313.27,240,4344.0,519600,422754,463827,519600,-58.535819,-34.501497
097040C0000000000000000000000092000003300B,097049010,Martinez,929.78,240,4344.0,1542163,1254727,1376631,1542163,-58.535636,-34.501423
097040C00000000000000000000000940000001000,097131924,Martinez,1438.47,240,4344.0,2385893,1941199,2129796,2385893,-58.534352,-34.50322
097040C00000000000000000000000970000001000,097049009,Martinez,214.99,240,4604.0,356589,307491,337366,356589,-58.537451,-34.500816
097040C00000000000000000000000970000002000,097055238,Martinez,236.4,240,4604.0,392101,338113,370963,392101,-58.537409,-34.500979
097040C00000000000000000000000970000003000,097055239,Martinez,326.18,240,4604.0,541013,466522,511847,541013,-58.537388,-34.50108
097040C00000000000000000000000970000004000,097055240,Martinez,339.59,240,4604.0,563255,485702,532890,563255,-58.537383,-34.501174
097040C00000000000000000000000970000005000,097055241,Martinez,358.52,240,4604.0,594653,512776,562595,594653,-58.537289,-34.501237
097040C00000000000000000000000970000006000,097055242,Martinez,300.03,240,4604.0,497640,429121,470812,497640,-58.537201,-34.501301
097040C00000000000000000000000970000007000,097055243,Martinez,309.41,240,4604.0,513198,442536,485531,513198,-58.537171,-34.501385
097040C00000000000000000000000970000008000,097055244,Martinez,308.82,240,4604.0,512219,441693,484605,512219,-58.537109,-34.50146
097040C00000000000000000000000970000009000,097055245,Martinez,292.53,240,4604.0,485200,418394,459043,485200,-58.537026,-34.501524
097040C00000000000000000000000970000010000,097055246,Martinez,230.14,240,4604.0,381718,329160,361139,381718,-58.536885,-34.50161
097040C00000000000000000000000970000011000,097055247,Martinez,312.57,240,4604.0,518439,447056,490490,518439,-58.537012,-34.501683
097040C00000000000000000000000970000027000,097055249,Martinez,234.63,240,4604.0,389165,335582,368185,389165,-58.537549,-34.500882
097040C00000000000000000000000990000001000,097049011,Martinez,288.9,240,4461.0,479179,400368,439266,479179,-58.536327,-34.501748
097040C0000000000000000000000099000000400D,097042402,Martinez,8686.25,240,4461.0,14407297,12037710,13207237,14407297,-58.536571,-34.502404
097040C0000000000000000000000099000002900A,097049015,Martinez,561.39,240,4461.0,931140,777994,853580,931140,-58.536765,-34.50194
097040C00000000000000000000000990000031000,097049014,Martinez,325.03,240,4461.0,539105,450438,494200,539105,-58.536608,-34.501888
097040C00000000000000000000000990000032000,097049013,Martinez,305.69,240,4461.0,507027,423636,464794,507027,-58.53651,-34.50184
097040C00000000000000000000000990000033000,097049012,Martinez,300.96,240,4461.0,499182,417081,457603,499182,-58.53641,-34.501804
097040C00000000000000000000001000000001000,097073004,Martinez,2125.18,240,4908.0,3524893,3240258,3555066,3524893,-58.535851,-34.502854
097040C0000000000000000000000100000000200B,097073005,Martinez,4646.78,240,4908.0,7707301,7084937,7773276,7707301,-58.535774,-34.503272
097040C00000000000000000000001000000004000,097073007,Martinez,2770.38,240,4908.0,4595043,4223993,4634377,4595043,-58.536414,-34.503112
097040C00000000000000000000001010000001000,097044182,Martinez,228.08,240,4780.0,378301,338684,371589,378301,-58.535143,-34.503544
097040C00000000000000000000001010000002000,097044183,Martinez,215.99,240,4780.0,358248,320731,351892,358248,-58.535116,-34.503677
097040C00000000000000000000001010000003000,097044184,Martinez,300.73,240,4780.0,498801,446564,489950,498801,-58.535112,-34.503778
097040C00000000000000000000001010000004000,097044185,Martinez,270.4,240,4780.0,448494,401526,440537,448494,-58.535029,-34.503844
097040C00000000000000000000001010000005000,097044186,Martinez,243.77,240,4780.0,404325,361982,397151,404325,-58.534956,-34.503912
097040C00000000000000000000001010000006000,097044187,Martinez,212.35,240,4780.0,352211,315326,345961,352211,-58.534896,-34.503989
097040C00000000000000000000001010000007000,097044188,Martinez,217.76,240,4780.0,361184,323359,354775,361184,-58.534834,-34.504061
097040C00000000000000000000001010000008000,097044189,Martinez,257.7,240,4780.0,427430,382668,419846,427430,-58.534757,-34.504161
097040C00000000000000000000001010000009000,097043921,Martinez,190.18,240,4780.0,315439,282405,309842,315439,-58.534655,-34.504282
097040C00000000000000000000001010000010000,097044190,Martinez,230.78,240,4780.0,382779,342693,375988,382779,-58.534853,-34.504241
097040C00000000000000000000001010000011000,097044191,Martinez,200.54,240,4780.0,332622,297789,326720,332622,-58.534959,-34.504164
097040C00000000000000000000001010000012000,097044192,Martinez,199.43,240,4780.0,330781,296140,324912,330781,-58.535066,-34.50412
097040C00000000000000000000001010000013000,097044193,Martinez,234.25,240,4780.0,388535,347846,381641,388535,-58.535151,-34.50406
097040C00000000000000000000001010000014000,097044201,Martinez,247.58,240,4780.0,410644,367640,403358,410644,-58.535241,-34.504008
097040C00000000000000000000001010000015000,097044194,Martinez,289.53,240,4780.0,480224,429933,471703,480224,-58.535318,-34.50394
097040C00000000000000000000001010000016000,097043193,Martinez,268.06,240,4780.0,444613,398051,436724,444613,-58.535433,-34.503924
097040C00000000000000000000001010000017000,097044195,Martinez,215.03,240,4780.0,356656,319305,350328,356656,-58.535536,-34.503893
097040C00000000000000000000001010000018000,097044196,Martinez,162.05,240,4780.0,268781,240634,264012,268781,-58.535646,-34.50387
097040C0000000000000000000000101000001900A,097068989,Martinez,147.93,240,4780.0,245362,219666,241008,245362,-58.535827,-34.503833
097040C0000000000000000000000101000001900B,097044197,Martinez,161.63,240,4780.0,268085,240010,263328,268085,-58.535733,-34.503789
097040C00000000000000000000001010000020000,097043922,Martinez,156.59,240,4780.0,259725,232526,255117,259725,-58.535642,-34.503741
097040C00000000000000000000001010000021000,097044198,Martinez,218.68,240,4780.0,362710,324725,356274,362710,-58.535527,-34.503729
097040C00000000000000000000001010000022000,097044199,Martinez,273.37,240,4780.0,453420,405936,445375,453420,-58.535431,-34.503687
097040C00000000000000000000001010000023000,097043923,Martinez,312.54,240,4780.0,518389,464101,509191,518389,-58.535317,-34.50367
097040C00000000000000000000001010000024000,097044200,Martinez,202.16,240,4780.0,335309,300194,329360,335309,-58.535251,-34.503582
097040C0000000000000000000000102000000100A,097046028,Martinez,897.92,240,5403.4,1489319,1507246,1653683,1507246,-58.535138,-34.504514
097040C0000000000000000000000102000000400A,097036554,Martinez,1404.72,240,5403.4,2329914,2357959,2587047,2357959,-58.534765,-34.504574
097040C00000000000000000000001020000007000,097055228,Martinez,336.68,240,5403.4,558428,565150,620057,565150,-58.534462,-34.504579
097040C0000000000000000000000102000000800A,097043917,Martinez,816.8,240,5403.4,1354771,1371078,1504286,1371078,-58.534334,-34.504865
097040C00000000000000000000001020000011000,097043920,Martinez,629.05,240,5403.4,1043363,1055921,1158510,1055921,-58.534595,-34.504883
097040C00000000000000000000001020000012000,097044176,Martinez,241.4,240,5403.4,400394,405213,444582,405213,-58.534769,-34.504883
097040C00000000000000000000001020000013000,097044177,Martinez,322.12,240,5403.4,534279,540710,593242,540710,-58.534893,-34.504891
097040C00000000000000000000001020000014000,097046030,Martinez,370.65,240,5403.4,614772,622172,682619,622172,-58.535029,-34.50485
097040C00000000000000000000001020000015000,097044178,Martinez,511.18,240,5403.4,847860,858065,941431,858065,-58.535186,-34.5048
097040C00000000000000000000001020000016000,097044179,Martinez,306.88,240,5403.4,509001,515128,565175,515128,-58.535327,-34.504732
097040C00000000000000000000001020000017000,097044180,Martinez,227.57,240,5403.4,377455,381998,419111,381998,-58.535445,-34.504712
097040C00000000000000000000001020000018000,097044181,Martinez,200.77,240,5403.4,333004,337012,369754,337012,-58.535283,-34.504585
097040C0000000000000000000000104000000100M,097076742,Martinez,9515.42,300,5698.0,19728232,16843400,18479824,19728232,-58.538322,-34.502432
097040C0000000000000000000000104000000100S,097113979,Martinez,1424.02,300,5698.0,2952408,2520681,2765578,2952408,-58.539359,-34.502337
097040C0000000000000000000000104000000100W,097017016,Martinez,10660.69,300,5698.0,22102710,18870661,20704044,22102710,-58.538834,-34.501836
097040C0000000000000000000000104000000600A,097036556,Martinez,3896.03,300,5698.0,8077603,6896426,7566450,8077603,-58.537497,-34.502908
097040C0000000000000000000000104000001900F,097096981,Martinez,4192.25,300,5698.0,8691753,7420770,8141737,8691753,-58.53846,-34.502903
097040C0000000000000000000000104000001900N,097042395,Martinez,4859.23,300,5698.0,10074597,8601402,9437073,10074597,-58.53811,-34.503172
097040C0000000000000000000000105000000100A,097036555,Martinez,8545.34,360,5595.0,21260369,14852815,16295844,21260369,-58.537204,-34.503633
097040C0000000000000000000000106000000100E,097043192,Martinez,5724.78,240,5725.25,9495307,10181988,11171222,10181988,-58.535834,-34.504486
097040C0000000000000000010000000000000100A, ,Acassuso,8662.83,270,5504.04,16164509,14812235,16251321,16164509,-58.5243,-34.494579
097040C0000000000000000010000000000000100B,097101881,Acassuso,6262.65,270,5504.04,11685865,10708261,11748625,11685865,-58.524013,-34.49505
097040C00000000000000000100000000000002000, ,Acassuso,7926.23,270,5504.04,14790041,13552751,14869472,14790041,-58.524646,-34.496237
097040C0000000000000000010000000000000400A,097000111,Acassuso,46791.61,270,5504.04,87311351,80007148,87780263,87311351,-58.522852,-34.496568
097040C0000000000000000010000000000000400D,097107785,Acassuso,16892.03,270,5504.04,31519881,28883023,31689160,31519881,-58.52628,-34.498226
097040C0000000000000000010000000000000400E,097043084,Acassuso,17603.62,270,5504.04,32847680,30099743,33024091,32847680,-58.525005,-34.49773
097040C0000000000000000010000000000000500C,097000028,Martinez,62816.15,270,5504.04,117212529,107406884,117842027,117212529,-58.525673,-34.499968
097040C0000000000000000010000000000000800C,097072086,Acassuso,205.34,270,5504.04,383157,351103,385214,383157,-58.527281,-34.49835
097040C0000000000000000010000000000000800D,097072084,Acassuso,207.12,270,5504.04,386478,354146,388554,386478,-58.527367,-34.498292
097040C0000000000000000010000000000000800H,097072057,Acassuso,237.9,270,5504.04,443912,406776,446296,443912,-58.527069,-34.498426
097040C0000000000000000010000000000000800J,097072085,Acassuso,195.93,270,5504.04,365598,335013,367561,365598,-58.527221,-34.498441
097040C0000000000000000010000000000000800K,097091607,Acassuso,547.76,270,5504.04,1022099,936593,1027588,1022099,-58.527445,-34.498154
097040C0000000000000000010000000000000800M,097031322,Acassuso,894.13,270,5504.04,1668412,1528838,1677373,1668412,-58.527177,-34.498159
097040C0000000000000000010000000000000800N,097091608,Acassuso,316.37,270,5504.04,590334,540949,593505,590334,-58.526937,-34.498435
097040C0000000000000000010000000000001400A, ,Acassuso,13442.39,270,5504.04,25082985,22984618,25217694,25082985,-58.525188,-34.495361
097040C0000000000000000020000000000000100C,097036551,Martinez,32729.72,240,4625.17,54286581,47027189,51596127,54286581,-58.533362,-34.50382
097040C0000000000000000020000000000000100E,097070850,Martinez,15698.99,240,4625.17,26038857,22556850,24748366,26038857,-58.53353,-34.502347
097040C0000000000000000020000000000000100F,097107697,Martinez,3178.24,240,4625.17,5271533,4566605,5010274,5271533,-58.534318,-34.501494
097040C0000000000000000020000000000000100G,097109038,Martinez,2072.91,240,4625.17,3438196,2978428,3267798,3438196,-58.533894,-34.501313
097040C0000000000000000020000000000000600A,097020944,Martinez,12638.1,240,4625.17,20961965,18158857,19923086,20961965,-58.537673,-34.50162
097040C0000000000000000020000000000000900B,097001065,Martinez,34086.69,240,4625.17,56537296,48976930,53735296,56537296,-58.534954,-34.500399
097040C0000000000000000020000000000000900C,097105947,Martinez,463.36,240,4625.17,768544,665772,730455,768544,-58.533799,-34.500292
097040D00000000000000000000000010000001000,097044230,Acassuso,304.34,420,7097.0,883379,670986,736175,883379,-58.524772,-34.49003
097040D00000000000000000000000010000002000,097020591,Acassuso,205.22,420,7097.0,595673,452453,496412,595673,-58.524708,-34.490106
097040D00000000000000000000000010000003000,097010951,Acassuso,258.94,420,7097.0,751601,570891,626356,751601,-58.524706,-34.490195
097040D00000000000000000000000010000004000,097055205,Acassuso,252.06,420,7097.0,731631,555723,609714,731631,-58.524681,-34.49027
097040D00000000000000000000000010000005000,097055197,Acassuso,260.47,420,7097.0,756042,574264,630057,756042,-58.524629,-34.490335
097040D0000000000000000000000001000000600B,097042272,Acassuso,209.03,420,7097.0,606732,460853,505628,606732,-58.524569,-34.490391
097040D0000000000000000000000001000000600C,097060127,Acassuso,326.21,420,7097.0,946859,719203,789077,946859,-58.524554,-34.490485
097040D00000000000000000000000010000008000,097007363,Acassuso,263.11,420,7097.0,763705,580085,636443,763705,-58.524756,-34.490487
097040D0000000000000000000000001000000900A,097055196,Acassuso,282.05,420,7097.0,818680,621842,682258,818680,-58.524837,-34.490524
097040D00000000000000000000000010000010000,097055195,Acassuso,291.59,420,7097.0,846371,642875,705334,846371,-58.52496,-34.490706
097040D00000000000000000000000010000011000,097035913,Acassuso,247.03,420,7097.0,717031,544633,597547,717031,-58.525006,-34.490628
097040D00000000000000000000000010000012000,097022110,Acassuso,251.7,420,7097.0,730586,554929,608843,730586,-58.525017,-34.490543
097040D00000000000000000000000010000013000,097038141,Acassuso,249.86,420,7097.0,725245,550872,604392,725245,-58.525107,-34.490497
097040D00000000000000000000000010000014000,097020301,Acassuso,253.66,420,7097.0,736275,559250,613584,736275,-58.52515,-34.490425
097040D00000000000000000000000010000015000,097037208,Acassuso,242.35,420,7097.0,703447,534315,586226,703447,-58.525298,-34.490372
097040D0000000000000000000000001000001600A,097160283,Acassuso,352.58,420,7097.0,1023401,777341,852864,1023401,-58.525176,-34.490286
097040D0000000000000000000000001000001800B,097018495,Acassuso,571.63,420,7097.0,1659217,1260286,1382730,1659217,-58.524967,-34.490274
097040D00000000000000000000000010000020000,097044231,Acassuso,175.67,420,7097.0,509901,387304,424932,509901,-58.524891,-34.490152
097040D0000000000000000000000002000000100A,097051101,Acassuso,346.68,270,5613.0,646892,604510,663241,646892,-58.524409,-34.490681
097040D0000000000000000000000002000000200A,097051102,Acassuso,297.43,270,5613.0,554993,518632,569020,554993,-58.524345,-34.490785
097040D00000000000000000000000020000003000,097034998,Acassuso,434.41,270,5613.0,810592,757485,831079,810592,-58.524394,-34.490928
097040D0000000000000000000000002000000400A,097034999,Acassuso,684.18,270,5613.0,1276654,1193012,1308919,1276654,-58.524333,-34.491003
097040D00000000000000000000000020000005000,097035000,Acassuso,402.39,270,5613.0,750844,701652,769821,750844,-58.524273,-34.491079
097040D00000000000000000000000020000006000,097035001,Acassuso,409.58,270,5613.0,764261,714189,783576,764261,-58.524232,-34.491162
097040D00000000000000000000000020000007000,097035002,Acassuso,402.96,270,5613.0,751908,702646,770911,751908,-58.524176,-34.491242
097040D00000000000000000000000020000008000,097035003,Acassuso,266.91,270,5613.0,498044,465414,510631,498044,-58.524066,-34.491291
097040D00000000000000000000000020000009000,097035004,Acassuso,392.3,270,5613.0,732017,684058,750517,732017,-58.524018,-34.49139
097040D00000000000000000000000020000010000,097035005,Acassuso,262.48,270,5613.0,489778,457689,502156,489778,-58.524219,-34.49144
097040D00000000000000000000000020000011000,097035006,Acassuso,236.18,270,5613.0,440703,411830,451841,440703,-58.524309,-34.49149
097040D0000000000000000000000002000001200A,097035007,Acassuso,210.08,270,5613.0,392001,366319,401908,392001,-58.524399,-34.49158
097040D0000000000000000000000002000001200B,097075941,Acassuso,164.42,270,5613.0,306801,286701,314555,306801,-58.524464,-34.491489
097040D00000000000000000000000020000013000,097035008,Acassuso,238.18,270,5613.0,444435,415317,455667,444435,-58.52447,-34.491385
097040D00000000000000000000000020000014000, ,Acassuso,248.41,270,5613.0,463524,433155,475238,463524,-58.524533,-34.491311
097040D00000000000000000000000020000015000,097035010,Acassuso,235.32,270,5613.0,439098,410330,450196,439098,-58.52457,-34.491225
097040D00000000000000000000000020000017000,097035012,Acassuso,241.85,270,5613.0,451283,421716,462688,451283,-58.524694,-34.491077
097040D00000000000000000000000020000018000,097060239,Acassuso,272.7,270,5613.0,508848,475510,521708,508848,-58.524853,-34.490983
097040D00000000000000000000000020000019000,097060240,Acassuso,296.83,270,5613.0,553873,517586,567872,553873,-58.524748,-34.490928
097040D00000000000000000000000020000020000,097060241,Acassuso,287.43,270,5613.0,536333,501195,549888,536333,-58.524657,-34.490852
097040D00000000000000000000000020000021000,097004141,Acassuso,301.67,270,5613.0,562905,526025,577131,562905,-58.524522,-34.490841
097040D0000000000000000000000003000000100C,097035080,Acassuso,1736.81,270,6105.0,3240821,3293952,3613977,3293952,-58.523848,-34.491796
097040D00000000000000000000000030000006000,097035081,Acassuso,267.33,270,6105.0,498828,507006,556264,507006,-58.523963,-34.492025
097040D00000000000000000000000030000007000,097035082,Acassuso,273.94,270,6105.0,511162,519542,570018,519542,-58.524074,-34.492047
097040D0000000000000000000000003000000800A,097035083,Acassuso,273.37,270,6105.0,510098,518461,568832,518461,-58.524155,-34.492114
097040D00000000000000000000000030000009000,097035084,Acassuso,272.58,270,6105.0,508624,516962,567188,516962,-58.524257,-34.492151
097040D00000000000000000000000030000010000,097035085,Acassuso,265.98,270,6105.0,496308,504445,553455,504445,-58.524326,-34.492232
097040D00000000000000000000000030000011000,097035086,Acassuso,269.88,270,6105.0,503586,511842,561570,511842,-58.524456,-34.492226
097040D00000000000000000000000030000012000,097035087,Acassuso,264.85,270,6105.0,494200,502302,551103,502302,-58.524543,-34.492281
097040D00000000000000000000000030000013000,097035088,Acassuso,267.61,270,6105.0,499350,507537,556846,507537,-58.524629,-34.492337
097040D00000000000000000000000030000014000,097035089,Acassuso,266.37,270,6105.0,497036,505185,554266,505185,-58.524727,-34.492376
097040D00000000000000000000000030000015000,097035090,Acassuso,270.11,270,6105.0,504015,512278,562048,512278,-58.524815,-34.492432
097040D00000000000000000000000030000016000,097035091,Acassuso,217.71,270,6105.0,406239,412899,453014,412899,-58.5249,-34.492491
097040D00000000000000000000000030000017000,097035092,Acassuso,261.49,270,6105.0,487930,495930,544112,495930,-58.525007,-34.492538
097040D00000000000000000000000030000018000,097035093,Acassuso,223.11,270,6105.0,416315,423140,464250,423140,-58.525049,-34.492401
097040D00000000000000000000000030000019000,097035094,Acassuso,220.37,270,6105.0,411202,417943,458549,417943,-58.525092,-34.492318
097040D0000000000000000000000003000002000A,097035095,Acassuso,229.82,270,6105.0,428835,435866,478212,435866,-58.525164,-34.492251
097040D00000000000000000000000030000021000,097035096,Acassuso,273.87,270,6105.0,511031,519409,569872,519409,-58.524962,-34.492227
097040D00000000000000000000000030000022000,097035097,Acassuso,256.97,270,6105.0,479496,487357,534707,487357,-58.524876,-34.492167
097040D0000000000000000000000003000002300A,097035098,Acassuso,264.26,270,6105.0,493099,501183,549876,501183,-58.52477,-34.492137
097040D00000000000000000000000030000024000,097035099,Acassuso,255.45,270,6105.0,476660,484474,531544,484474,-58.524681,-34.492084
097040D00000000000000000000000030000025000,097035100,Acassuso,256.91,270,6105.0,479384,487243,534582,487243,-58.524588,-34.49204
097040D00000000000000000000000030000026000,097035101,Acassuso,257.22,270,6105.0,479963,487831,535227,487831,-58.524498,-34.491988
097040D00000000000000000000000030000027000,097035102,Acassuso,256.19,270,6105.0,478041,485878,533084,485878,-58.52441,-34.491935
097040D00000000000000000000000030000028000,097035103,Acassuso,259.34,270,6105.0,483919,491852,539638,491852,-58.524313,-34.491895
097040D00000000000000000000000030000029000,097035104,Acassuso,257.62,270,6105.0,480709,488590,536059,488590,-58.524216,-34.491853
097040D00000000000000000000000030000030000,097035105,Acassuso,256.87,270,6105.0,479310,487168,534498,487168,-58.524119,-34.491811
097040D0000000000000000000000006000000100A,097050845,Acassuso,932.56,480,6503.0,3093549,1883952,2066988,3093549,-58.525553,-34.490604
097040D00000000000000000000000060000005000,097050849,Acassuso,217.82,480,6503.0,722567,440039,482791,722567,-58.525429,-34.490771
097040D00000000000000000000000060000006000,097050850,Acassuso,217.46,480,6503.0,721372,439311,481993,721372,-58.525389,-34.490841
097040D00000000000000000000000060000007000,097018848,Acassuso,299.06,480,6503.0,992061,604159,662856,992061,-58.525326,-34.490914
097040D00000000000000000000000060000008000,097020592,Acassuso,284.5,480,6503.0,943762,574745,630585,943762,-58.525557,-34.490898
097040D00000000000000000000000060000009000,097055220,Acassuso,281.59,480,6503.0,934109,568866,624135,934109,-58.525624,-34.490957
097040D00000000000000000000000060000010000,097055219,Acassuso,281.14,480,6503.0,932616,567957,623137,932616,-58.525686,-34.491025
097040D00000000000000000000000060000011000,097042130,Acassuso,245.75,480,6503.0,815218,496463,544697,815218,-58.525773,-34.491056
097040D00000000000000000000000060000012000,097023981,Acassuso,275.08,480,6503.0,912513,555715,609706,912513,-58.525873,-34.491198
097040D00000000000000000000000060000013000,097042128,Acassuso,219.2,480,6503.0,727145,442827,485849,727145,-58.525937,-34.491127
097040D00000000000000000000000060000014000,097042129,Acassuso,217.74,480,6503.0,722301,439877,482613,722301,-58.525984,-34.49106
097040D00000000000000000000000060000015000,097021050,Acassuso,291.55,480,6503.0,967149,588988,646211,967149,-58.52599,-34.490972
097040D0000000000000000000000006000001600A,097020302,Acassuso,273.18,480,6503.0,906211,551877,605494,906211,-58.526211,-34.49089
097040D0000000000000000000000006000001700A,097018362,Acassuso,372.07,480,6503.0,1234255,751654,824681,1234255,-58.526096,-34.490851
097040D0000000000000000000000006000001800A,097018496,Acassuso,433.45,480,6503.0,1437869,875653,960727,1437869,-58.52599,-34.490752
097040D00000000000000000000000060000019000,097015960,Acassuso,764.39,480,6503.0,2535684,1544216,1694245,2535684,-58.525781,-34.49071
097040D00000000000000000000000070000001000,097035015,Acassuso,333.89,240,5124.0,553801,531486,583123,553801,-58.525174,-34.491119
097040D00000000000000000000000070000002000,097035016,Acassuso,235.01,240,5124.0,389795,374089,410434,389795,-58.525094,-34.491204
097040D0000000000000000000000007000000300A,097035017,Acassuso,858.08,240,5124.0,1423239,1365892,1498595,1423239,-58.525084,-34.491361
097040D00000000000000000000000070000005000,097035019,Acassuso,426.06,240,5124.0,706677,678202,744093,706677,-58.525048,-34.491498
097040D0000000000000000000000007000000600A,097035021,Acassuso,868.58,240,5124.0,1440655,1382606,1516933,1440655,-58.52495,-34.491608
097040D00000000000000000000000070000008000,097035022,Acassuso,311.14,240,5124.0,516067,495273,543391,516067,-58.524696,-34.49168
097040D00000000000000000000000070000009000,097035023,Acassuso,236.65,240,5124.0,392515,376699,413298,392515,-58.524787,-34.491755
097040D00000000000000000000000070000010000, ,Acassuso,732.85,240,5124.0,1215529,1166551,1279887,1215529,-58.524969,-34.491855
097040D00000000000000000000000070000013000,097035027,Acassuso,243.64,240,5124.0,404109,387826,425505,404109,-58.525154,-34.491951
097040D00000000000000000000000070000014000,097035028,Acassuso,247.64,240,5124.0,410744,394193,432491,410744,-58.525244,-34.492005
097040D00000000000000000000000070000015000,097035029,Acassuso,308.25,240,5124.0,511274,490672,538344,511274,-58.525378,-34.492018
097040D00000000000000000000000070000016000,097035030,Acassuso,426.04,240,5124.0,706644,678170,744058,706644,-58.525317,-34.491842
097040D0000000000000000000000007000001700A,097035031,Acassuso,853.9,240,5124.0,1416306,1359238,1491295,1416306,-58.525402,-34.491726
097040D00000000000000000000000070000019000,097035033,Acassuso,420.8,240,5124.0,697953,669829,734907,697953,-58.525474,-34.491604
097040D00000000000000000000000070000020000,097035034,Acassuso,417.58,240,5124.0,692612,664704,729283,692612,-58.525531,-34.491529
097040D00000000000000000000000070000021000,097035035,Acassuso,227.92,240,5124.0,378036,362803,398051,378036,-58.525691,-34.491505
097040D0000000000000000000000007000002200A,097035036,Acassuso,308.03,240,5124.0,510909,490322,537959,510909,-58.525742,-34.491399
097040D00000000000000000000000070000023000,097055215,Acassuso,248.82,240,5124.0,412701,396072,434552,412701,-58.525577,-34.491366
097040D00000000000000000000000070000024000,097055216,Acassuso,244.96,240,5124.0,406299,389927,427811,406299,-58.525484,-34.491318
097040D00000000000000000000000070000025000,097055217,Acassuso,255.4,240,5124.0,423615,406546,446044,423615,-58.525383,-34.491281
097040D00000000000000000000000070000026000,097055218,Acassuso,241.76,240,5124.0,400991,384834,422222,400991,-58.525287,-34.491237
097040D0000000000000000000000011000000100A,097017465,Acassuso,1321.46,480,6503.0,4383633,2669606,2928972,4383633,-58.526506,-34.491119
097040D0000000000000000000000011000000300B,097022359,Acassuso,453.03,480,6503.0,1502821,915209,1004126,1502821,-58.526328,-34.491283
097040D00000000000000000000000110000005000,097021051,Acassuso,284.67,480,6503.0,944326,575089,630962,944326,-58.526255,-34.491396
097040D00000000000000000000000110000006000, ,Acassuso,248.61,480,6503.0,824705,502240,551036,824705,-58.526485,-34.491369
097040D00000000000000000000000110000007000, ,Acassuso,283.49,480,6503.0,940412,572705,628346,940412,-58.526571,-34.4914
097040D00000000000000000000000110000008000,097058348,Acassuso,315.6,480,6503.0,1046929,637573,699517,1046929,-58.526629,-34.491479
097040D00000000000000000000000110000009000,097058734,Acassuso,221.27,480,6503.0,734011,447008,490438,734011,-58.5267,-34.491534
097040D00000000000000000000000110000010000,097035914,Acassuso,284.02,480,6503.0,942170,573776,629521,942170,-58.526803,-34.491674
097040D0000000000000000000000011000001100A,097052728,Acassuso,437.57,480,6503.0,1451536,883976,969859,1451536,-58.526888,-34.491567
097040D0000000000000000000000011000001300A,097051807,Acassuso,286.88,480,6503.0,951657,579553,635860,951657,-58.526967,-34.491472
097040D00000000000000000000000110000014000,097017779,Acassuso,431.26,480,6503.0,1430604,871229,955873,1430604,-58.527038,-34.491371
097040D00000000000000000000000110000015000,097018494,Acassuso,288.17,480,6503.0,955936,582159,638719,955936,-58.527108,-34.491253
097040D00000000000000000000000110000016000,097055214,Acassuso,251.12,480,6503.0,833032,507311,556599,833032,-58.5269,-34.491265
097040D00000000000000000000000110000017000,097017464,Acassuso,581.14,480,6503.0,1927796,1174016,1288077,1927796,-58.526794,-34.491183
097040D00000000000000000000000120000001000,097035037,Acassuso,8055.74,240,5124.0,13361513,12823126,14068960,13361513,-58.526171,-34.492011
097040D00000000000000000000000130000001000,097035059,Acassuso,236.64,240,5124.0,392499,376684,413280,392499,-58.525472,-34.49243
097040D00000000000000000000000130000002000,097035060,Acassuso,219.3,240,5124.0,363738,349082,382997,363738,-58.525412,-34.492514
097040D00000000000000000000000130000003000,097109958,Acassuso,214.12,240,5124.0,355146,340836,373950,355146,-58.525355,-34.492593
097040D00000000000000000000000130000004000,097035062,Acassuso,231.74,240,5124.0,384372,368884,404723,384372,-58.525241,-34.492665
