radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067560101,radio,06,756,SAN ISIDRO,653,341,312,653,136,418,99,653,41,47,48,38,58,36,30,40,49,33,43,44,47,28,22,15,20,8,3,2,1,0,653,83,58,14,76,70,36,70,73,119,13,41,0,252,10,242,252,206,19,16,11,252,107,70,60,4,10,1,252,158,64,4,17,9,252,248,3,1,0,0,0,252,248,4,0,249,213,29,4,3,3,252,34,197,21,0,0,0,294,115,8,167,4,0,0,0,294,294,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560102,radio,06,756,SAN ISIDRO,469,251,218,469,90,299,80,469,17,35,38,50,39,14,11,25,35,35,33,27,30,18,20,24,14,1,3,0,0,0,469,31,54,3,68,43,10,32,64,103,14,43,4,163,2,161,163,147,14,1,1,163,102,37,20,2,2,0,163,104,38,0,12,9,163,162,0,0,1,0,0,163,163,0,0,163,161,1,1,0,0,163,32,127,4,0,0,0,205,165,0,38,1,1,0,0,205,205,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560103,radio,06,756,SAN ISIDRO,709,375,334,709,123,502,84,709,31,43,49,53,77,55,30,30,41,43,46,59,68,26,26,19,9,2,2,0,0,0,709,55,69,26,93,66,31,44,93,141,12,73,6,225,12,213,225,176,16,20,13,225,98,53,40,13,17,4,225,174,34,0,5,12,225,219,3,1,0,2,0,225,214,10,1,219,209,10,0,0,6,225,26,151,48,0,0,0,247,234,1,7,1,4,0,0,247,247,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560104,radio,06,756,SAN ISIDRO,1092,585,507,1092,212,685,195,1092,52,83,77,86,87,49,46,42,76,76,80,71,72,65,49,44,17,13,5,2,0,0,1092,98,104,36,149,108,48,109,139,215,13,69,4,375,7,368,375,319,33,15,8,375,179,99,75,11,9,2,375,291,51,6,13,14,375,370,4,1,0,0,0,375,373,1,1,374,334,33,7,0,1,375,47,293,35,0,0,0,477,464,3,6,0,3,1,0,477,477,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560105,radio,06,756,SAN ISIDRO,1172,611,561,1172,188,761,223,1172,47,66,75,83,103,62,53,52,74,73,89,84,88,65,47,46,34,20,9,2,0,0,1172,69,99,61,181,165,59,115,165,175,11,64,8,404,8,396,404,352,41,8,3,404,163,113,95,20,12,1,404,316,45,2,21,20,404,399,3,2,0,0,0,404,403,1,0,404,392,9,3,0,0,404,38,340,26,0,0,0,411,394,0,12,0,1,4,0,411,411,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560106,radio,06,756,SAN ISIDRO,1054,551,503,1054,166,671,217,1054,35,46,85,78,78,64,47,67,66,75,65,55,76,60,54,47,21,18,13,4,0,0,1054,55,89,25,139,119,33,93,164,230,21,80,6,413,7,406,413,378,29,5,1,413,210,99,91,6,5,2,413,286,86,4,22,15,413,410,3,0,0,0,0,413,413,0,0,413,410,2,1,0,0,413,59,350,3,1,0,0,465,284,0,179,0,0,1,1,465,465,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560107,radio,06,756,SAN ISIDRO,858,453,405,858,131,532,195,858,35,46,50,57,64,45,45,38,49,57,59,53,65,52,59,37,27,10,7,3,0,0,858,50,62,17,94,117,38,76,125,192,13,71,3,296,1,295,296,269,22,4,1,296,148,84,51,8,5,0,296,244,29,1,11,11,296,292,2,1,0,0,1,296,296,0,0,296,295,1,0,0,0,296,38,253,5,0,0,0,337,325,1,11,0,0,0,0,337,337,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560108,radio,06,756,SAN ISIDRO,750,389,361,750,122,453,175,750,35,46,41,42,60,47,34,35,45,49,41,54,46,43,43,41,20,19,8,1,0,0,750,50,59,27,79,95,23,75,113,158,11,56,4,270,0,270,270,249,19,2,0,270,144,67,43,10,6,0,270,204,52,0,8,6,270,268,1,0,0,0,1,270,270,0,0,270,267,2,1,0,0,270,29,238,3,0,0,0,323,269,2,52,0,0,0,0,323,323,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560109,radio,06,756,SAN ISIDRO,621,348,273,621,87,402,132,621,26,32,29,22,23,45,66,56,54,40,35,28,33,23,28,29,20,18,7,6,1,0,621,39,44,26,62,84,30,75,86,111,17,39,8,328,10,318,328,299,25,3,1,328,150,61,96,10,9,2,328,144,161,4,13,6,328,325,1,2,0,0,0,328,328,0,0,327,321,5,1,0,1,328,112,210,6,0,0,0,377,43,4,326,0,1,0,3,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560110,radio,06,756,SAN ISIDRO,854,437,417,854,147,538,169,854,39,58,50,53,74,49,46,40,58,55,49,54,60,39,42,41,25,11,8,3,0,0,854,60,76,37,110,125,37,85,124,143,13,40,4,297,8,289,297,257,11,25,4,297,116,72,72,21,13,3,297,216,47,2,15,17,297,295,1,0,0,1,0,297,296,1,0,297,257,29,11,0,0,297,45,230,18,2,1,1,316,277,0,30,0,3,1,5,316,316,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560201,radio,06,756,SAN ISIDRO,756,397,359,756,117,479,160,756,20,47,50,51,46,38,25,49,52,56,44,57,61,62,36,30,13,9,8,2,0,0,756,33,62,14,98,111,40,89,107,141,7,51,3,288,2,286,288,259,21,8,0,288,134,81,59,8,6,0,288,220,50,1,8,9,288,285,3,0,0,0,0,288,288,0,0,288,281,5,2,0,0,288,29,250,8,1,0,0,329,273,0,54,0,0,0,2,329,329,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560202,radio,06,756,SAN ISIDRO,836,433,403,836,153,548,135,836,39,55,59,66,61,48,48,51,55,54,55,59,51,57,24,21,15,9,6,3,0,0,836,56,77,45,135,97,35,84,123,131,10,43,0,284,4,280,284,239,23,16,6,284,109,80,65,14,12,4,284,201,43,1,9,30,284,279,0,5,0,0,0,284,283,1,0,284,276,6,2,0,0,284,30,235,18,0,0,1,333,316,0,17,0,0,0,0,333,333,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560203,radio,06,756,SAN ISIDRO,1103,577,526,1103,168,718,217,1103,45,58,65,79,66,55,74,60,79,71,84,74,76,76,50,37,27,15,9,3,0,0,1103,65,87,61,177,168,51,118,156,151,19,40,10,444,19,425,444,377,38,16,13,444,190,96,118,17,20,3,444,302,65,11,17,49,444,433,8,2,0,1,0,444,435,6,3,444,397,20,17,10,0,444,51,334,57,2,0,0,454,380,2,55,7,3,3,4,454,454,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560204,radio,06,756,SAN ISIDRO,943,516,427,943,203,644,96,943,55,77,71,86,79,75,54,50,66,64,54,48,68,37,24,16,11,6,2,0,0,0,943,75,115,73,187,136,27,66,110,97,13,41,3,313,20,293,313,241,23,30,19,313,111,50,85,24,34,9,313,226,42,3,5,37,313,310,1,2,0,0,0,313,309,2,2,309,302,3,4,0,4,313,24,194,94,1,0,0,330,309,0,16,0,5,0,0,330,330,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560205,radio,06,756,SAN ISIDRO,1284,656,628,1284,316,865,103,1284,93,99,124,110,123,101,78,106,94,72,76,50,55,39,28,14,9,9,4,0,0,0,1284,135,167,125,365,210,48,57,75,52,4,22,24,398,47,351,398,245,54,75,24,398,94,62,133,40,54,15,398,244,55,6,19,74,398,395,0,3,0,0,0,398,385,11,2,387,378,7,2,0,11,398,27,147,219,1,4,0,392,329,7,36,1,18,1,0,392,392,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560206,radio,06,756,SAN ISIDRO,798,440,358,798,103,527,168,798,31,30,42,62,79,38,39,45,39,51,66,59,49,55,41,34,12,15,9,2,0,0,798,43,50,15,71,96,42,84,148,160,23,63,3,297,7,290,297,274,17,6,0,297,165,78,45,2,6,1,297,205,59,4,16,13,297,290,3,3,0,1,0,297,295,0,2,297,289,5,1,2,0,297,44,249,4,0,0,0,423,299,0,119,0,0,5,0,423,423,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560207,radio,06,756,SAN ISIDRO,660,350,310,660,85,422,153,660,23,28,34,44,52,40,23,33,29,50,45,51,55,45,37,24,26,15,5,1,0,0,660,36,36,9,71,70,32,64,94,156,20,62,10,245,1,244,245,224,16,4,1,245,135,62,45,2,1,0,245,199,33,2,5,6,245,241,2,2,0,0,0,245,245,0,0,245,241,2,2,0,0,245,23,219,2,0,1,0,306,283,0,22,0,0,0,1,306,306,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560208,radio,06,756,SAN ISIDRO,697,366,331,697,126,442,129,697,41,33,52,59,48,29,32,29,41,58,51,52,43,39,34,23,12,10,9,2,0,0,697,51,48,13,89,81,30,75,102,131,13,59,5,260,3,257,260,238,20,2,0,260,126,70,59,1,4,0,260,190,42,1,12,15,260,257,3,0,0,0,0,260,260,0,0,260,260,0,0,0,0,260,25,234,1,0,0,0,276,248,0,26,0,0,1,1,276,276,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560209,radio,06,756,SAN ISIDRO,533,289,244,533,67,359,107,533,20,29,18,15,24,56,47,54,42,33,32,26,30,27,27,18,19,14,1,1,0,0,533,34,34,27,39,73,39,72,76,86,13,37,3,338,1,337,338,311,22,4,1,338,189,21,104,14,10,0,338,131,176,1,22,8,338,334,1,3,0,0,0,338,337,0,1,338,333,3,2,0,0,338,44,291,3,0,0,0,430,25,0,405,0,0,0,0,430,430,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560210,radio,06,756,SAN ISIDRO,487,246,241,487,93,321,73,487,23,31,39,42,35,31,27,37,31,36,42,21,19,24,11,15,14,3,6,0,0,0,487,30,43,11,56,39,17,51,77,101,13,48,1,185,2,183,185,172,11,2,0,185,85,59,36,4,1,0,185,117,50,0,11,7,185,183,0,1,0,0,1,185,185,0,0,185,183,2,0,0,0,185,30,152,3,0,0,0,247,151,0,95,0,0,1,0,247,247,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560301,radio,06,756,SAN ISIDRO,467,248,219,467,67,308,92,467,22,24,21,24,17,36,36,43,40,43,29,22,18,27,17,20,19,4,5,0,0,0,467,34,29,7,42,64,30,70,73,79,10,25,4,240,0,240,240,205,27,7,1,240,111,57,60,6,6,0,240,134,90,1,8,7,240,236,2,2,0,0,0,240,240,0,0,240,236,2,2,0,0,240,55,182,3,0,0,0,393,83,0,310,0,0,0,0,393,393,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560302,radio,06,756,SAN ISIDRO,383,213,170,383,53,264,66,383,23,11,19,21,12,35,36,39,29,29,17,19,27,16,19,16,9,3,3,0,0,0,383,29,18,9,37,45,15,48,56,84,10,31,1,193,1,192,193,172,16,5,0,193,89,26,64,5,9,0,193,86,85,4,8,10,193,191,2,0,0,0,0,193,193,0,0,193,190,3,0,0,0,193,34,156,3,0,0,0,417,88,1,328,0,0,0,0,417,417,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560303,radio,06,756,SAN ISIDRO,448,260,188,448,41,302,105,448,16,15,10,24,36,38,33,34,23,25,34,28,27,17,28,19,24,8,7,2,0,0,448,19,18,12,42,86,21,44,82,90,9,23,2,228,5,223,228,208,18,1,1,228,111,43,57,10,5,2,228,119,82,2,16,9,228,227,1,0,0,0,0,228,228,0,0,228,224,3,1,0,0,228,38,187,3,0,0,0,327,97,0,229,0,0,1,0,327,327,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560304,radio,06,756,SAN ISIDRO,550,288,262,550,71,381,98,550,25,25,21,28,29,49,57,48,41,39,30,35,25,27,21,19,15,11,5,0,0,0,550,38,32,22,64,90,31,69,65,89,18,30,2,278,3,275,278,248,23,6,1,278,119,35,101,14,8,1,278,107,131,5,23,12,278,274,1,3,0,0,0,278,277,1,0,278,273,3,2,0,0,278,55,206,15,2,0,0,376,64,0,310,0,0,1,1,376,376,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560305,radio,06,756,SAN ISIDRO,370,214,156,370,45,258,67,370,19,15,11,16,23,39,42,42,19,19,27,16,15,12,8,9,15,13,9,1,0,0,370,24,19,12,45,58,19,45,55,59,12,16,6,191,1,190,191,174,14,2,1,191,85,30,58,13,5,0,191,77,96,2,12,4,191,186,3,2,0,0,0,191,191,0,0,191,190,1,0,0,0,191,22,163,5,1,0,0,292,32,0,259,0,0,1,0,292,292,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560306,radio,06,756,SAN ISIDRO,324,207,117,324,47,184,93,324,22,12,13,12,8,17,23,22,31,16,26,10,19,15,9,21,26,11,9,2,0,0,324,26,19,7,29,58,17,46,33,56,11,20,2,171,0,171,171,164,4,3,0,171,89,43,30,6,3,0,171,84,67,1,11,8,171,170,1,0,0,0,0,171,171,0,0,171,169,2,0,0,0,171,23,147,1,0,0,0,260,25,0,235,0,0,0,0,260,260,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560307,radio,06,756,SAN ISIDRO,850,468,382,850,102,534,214,850,42,26,34,33,42,80,77,58,62,48,34,49,51,50,43,35,39,37,8,1,1,0,850,72,39,18,72,108,39,93,133,165,25,83,3,469,14,455,469,427,28,11,3,469,257,69,118,10,13,2,469,192,218,7,39,13,469,461,2,4,0,2,0,469,469,0,0,464,456,4,4,0,5,469,56,402,10,1,0,0,565,19,10,531,1,1,1,2,565,565,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560308,radio,06,756,SAN ISIDRO,177,107,70,177,27,119,31,177,15,6,6,8,11,17,13,14,13,15,11,13,4,6,9,8,2,3,1,1,1,0,177,16,8,4,13,36,9,21,20,32,4,12,2,86,1,85,86,75,9,2,0,86,37,20,24,5,0,0,86,47,28,1,7,3,86,85,0,1,0,0,0,86,86,0,0,86,86,0,0,0,0,86,10,73,3,0,0,0,176,19,0,156,0,0,1,0,176,176,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560309,radio,06,756,SAN ISIDRO,400,231,169,400,41,246,113,400,15,14,12,15,19,40,37,25,21,18,27,25,19,21,29,23,18,10,9,3,0,0,400,19,19,10,32,55,24,68,53,89,6,22,3,231,2,229,231,217,11,3,0,231,130,38,46,4,13,0,231,104,100,9,14,4,231,227,0,3,0,1,0,231,231,0,0,231,229,1,0,1,0,231,40,188,3,0,0,0,302,41,0,259,0,0,1,1,302,302,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560310,radio,06,756,SAN ISIDRO,591,347,244,591,81,320,190,591,32,26,23,20,18,32,63,49,34,28,29,16,31,29,30,54,39,19,13,3,3,0,591,44,30,10,43,79,21,81,85,135,15,44,4,316,1,315,316,296,17,3,0,316,174,54,70,10,7,1,316,148,130,8,19,11,316,312,2,1,0,0,1,316,316,0,0,316,315,1,0,0,0,316,54,262,0,0,0,0,404,11,0,393,0,0,0,0,404,404,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560311,radio,06,756,SAN ISIDRO,438,256,182,438,64,242,132,438,21,26,17,22,23,30,34,25,22,23,18,21,24,24,30,20,27,18,11,2,0,0,438,25,35,13,41,71,19,45,57,82,11,37,2,230,1,229,230,209,19,2,0,230,137,40,44,5,3,1,230,114,90,8,15,3,230,228,1,1,0,0,0,230,230,0,0,230,228,2,0,0,0,230,21,209,0,0,0,0,240,20,0,220,0,0,0,0,240,240,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560312,radio,06,756,SAN ISIDRO,143,82,61,143,22,90,31,143,6,9,7,5,2,11,17,21,11,9,4,3,7,5,10,4,4,4,4,0,0,0,143,7,14,2,12,12,9,13,19,36,2,16,1,76,0,76,76,73,3,0,0,76,42,16,14,3,1,0,76,27,42,1,1,5,76,76,0,0,0,0,0,76,76,0,0,76,76,0,0,0,0,76,14,61,1,0,0,0,104,5,0,99,0,0,0,0,104,104,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560401,radio,06,756,SAN ISIDRO,754,381,373,754,131,530,93,754,27,40,64,51,50,50,39,50,51,66,58,55,60,32,21,17,11,5,5,2,0,0,754,43,68,42,116,113,22,58,124,117,11,38,2,291,5,286,291,234,40,16,1,291,126,68,72,15,9,1,291,189,65,3,14,20,291,286,2,2,0,1,0,291,291,0,0,291,278,8,4,1,0,291,46,219,24,0,2,0,316,263,1,48,2,1,1,0,316,316,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560402,radio,06,756,SAN ISIDRO,852,438,414,852,124,587,141,852,34,52,38,56,66,36,41,57,56,67,63,69,76,46,36,20,19,14,5,1,0,0,852,45,66,24,86,115,32,75,120,183,16,84,6,328,2,326,328,291,24,12,1,328,165,79,73,5,5,1,328,231,62,1,14,20,328,325,1,2,0,0,0,328,328,0,0,328,323,3,2,0,0,328,56,262,8,0,2,0,389,335,0,52,0,2,0,0,389,389,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560403,radio,06,756,SAN ISIDRO,836,439,397,836,137,514,185,836,31,41,65,63,49,44,22,33,56,73,59,68,47,51,51,32,26,15,8,2,0,0,836,38,73,15,117,100,22,63,112,209,14,69,4,316,2,314,316,285,21,10,0,316,193,77,32,8,6,0,316,221,63,6,14,12,316,265,45,3,0,3,0,316,316,0,0,316,261,40,15,0,0,316,53,233,27,3,0,0,394,305,0,87,0,2,0,0,394,394,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560404,radio,06,756,SAN ISIDRO,969,513,456,969,154,598,217,969,33,57,64,54,66,55,43,65,52,69,63,67,64,51,59,47,37,15,7,1,0,0,969,49,81,59,124,91,28,93,112,224,15,90,3,397,3,394,397,356,35,5,1,397,238,81,66,5,7,0,397,283,87,1,12,14,397,393,2,2,0,0,0,397,397,0,0,397,389,5,3,0,0,397,75,319,3,0,0,0,455,275,0,179,0,0,1,0,455,455,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560405,radio,06,756,SAN ISIDRO,1047,563,484,1047,155,680,212,1047,39,44,72,90,94,50,31,43,47,81,82,82,80,66,43,44,20,22,15,2,0,0,1047,52,70,10,112,82,42,94,187,249,29,118,2,370,2,368,370,344,22,4,0,370,211,108,46,3,2,0,370,285,62,5,8,10,370,367,3,0,0,0,0,370,369,1,0,370,364,6,0,0,0,370,63,304,2,1,0,0,436,379,0,56,0,0,1,0,436,436,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560406,radio,06,756,SAN ISIDRO,632,322,310,632,82,410,140,632,22,27,33,49,69,31,15,33,35,37,45,50,46,37,33,24,23,16,6,1,0,0,632,32,35,9,70,53,23,64,111,156,10,66,3,230,4,226,230,212,18,0,0,230,129,70,28,2,1,0,230,180,36,2,7,5,230,228,2,0,0,0,0,230,230,0,0,230,228,2,0,0,0,230,38,190,2,0,0,0,283,263,0,19,0,0,1,0,283,283,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560407,radio,06,756,SAN ISIDRO,895,463,432,895,133,585,177,895,33,45,55,76,55,45,40,57,51,56,65,61,79,52,43,39,19,13,8,3,0,0,895,45,64,14,100,83,27,89,153,203,20,94,3,337,0,337,337,317,19,1,0,337,183,85,63,2,4,0,337,247,65,3,11,11,337,336,0,1,0,0,0,337,337,0,0,337,337,0,0,0,0,337,62,274,1,0,0,0,382,317,1,64,0,0,0,0,382,382,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560408,radio,06,756,SAN ISIDRO,523,292,231,523,77,318,128,523,30,29,18,26,25,29,22,44,34,32,36,34,36,36,40,23,18,8,3,0,0,0,523,37,31,8,39,46,22,53,98,122,15,50,2,228,2,226,228,215,11,2,0,228,129,48,45,3,3,0,228,143,58,0,14,13,228,228,0,0,0,0,0,228,228,0,0,228,228,0,0,0,0,228,34,192,1,0,1,0,258,187,0,69,0,0,1,1,258,258,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560501,radio,06,756,SAN ISIDRO,826,434,392,826,132,522,172,826,27,39,66,69,60,37,40,21,58,58,66,58,55,43,63,28,16,11,10,1,0,0,826,40,54,22,118,76,30,72,112,202,6,88,6,306,5,301,306,270,32,4,0,306,180,81,41,1,3,0,306,196,68,14,13,15,306,301,3,2,0,0,0,306,305,1,0,306,295,11,0,0,0,306,53,251,2,0,0,0,356,304,0,50,0,0,1,1,356,356,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560502,radio,06,756,SAN ISIDRO,1000,500,500,1000,170,664,166,1000,35,74,61,72,72,64,58,49,60,91,58,67,73,54,38,22,24,21,4,3,0,0,1000,49,95,23,113,103,31,71,154,228,25,102,6,384,4,380,384,352,21,7,4,384,220,84,60,9,10,1,384,258,96,5,14,11,384,377,0,3,3,1,0,384,380,4,0,384,368,5,11,0,0,384,98,268,17,0,1,0,461,315,1,142,0,2,1,0,461,461,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560503,radio,06,756,SAN ISIDRO,666,356,310,666,107,419,140,666,35,37,35,40,48,35,23,38,52,45,48,45,45,36,35,28,19,14,8,0,0,0,666,43,55,14,53,56,28,49,105,181,18,59,5,264,0,264,264,237,26,0,1,264,138,71,45,3,7,0,264,201,43,1,9,10,264,260,1,3,0,0,0,264,264,0,0,264,261,2,1,0,0,264,44,217,2,1,0,0,278,204,0,74,0,0,0,0,278,278,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560504,radio,06,756,SAN ISIDRO,1018,531,487,1018,165,618,235,1018,36,52,77,90,63,34,15,47,59,79,80,72,79,80,60,43,22,11,15,4,0,0,1018,43,79,16,116,92,23,87,157,243,34,120,8,359,1,358,359,335,20,4,0,359,198,113,40,6,1,1,359,297,45,0,11,6,359,352,4,3,0,0,0,359,359,0,0,359,357,2,0,0,0,359,52,307,0,0,0,0,421,392,0,29,0,0,0,0,421,421,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067560505,radio,06,756,SAN ISIDRO,759,386,373,759,120,463,176,759,28,45,47,37,55,38,31,24,51,63,50,51,63,42,44,42,26,6,11,4,1,0,759,41,56,18,61,66,32,62,112,204,20,83,4,282,0,282,282,255,22,5,0,282,155,92,31,3,1,0,282,225,30,4,11,12,282,278,4,0,0,0,0,282,282,0,0,282,281,0,1,0,0,282,56,223,1,2,0,0,326,290,0,36,0,0,0,0,326,326,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
