radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067561809,radio,06,756,SAN ISIDRO,832,473,359,832,134,525,173,832,25,62,47,48,45,41,55,66,78,57,40,40,55,37,54,40,26,9,5,2,0,0,832,36,77,43,117,154,48,104,109,119,6,13,6,366,2,364,366,338,24,4,0,366,136,89,116,15,10,0,366,227,95,2,28,14,366,120,199,26,4,14,3,366,366,0,0,365,355,10,0,0,1,366,23,341,2,0,0,0,368,6,0,362,0,0,0,0,368,368,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561810,radio,06,756,SAN ISIDRO,415,244,171,415,83,248,84,415,26,32,25,23,19,23,25,36,31,36,19,18,18,24,18,15,16,6,4,1,0,0,415,37,38,23,60,81,25,43,48,45,5,7,3,190,4,186,190,162,24,3,1,190,79,38,61,8,4,0,190,110,56,1,14,9,190,77,70,5,1,9,28,190,190,0,0,189,181,7,1,0,1,190,15,168,7,0,0,0,193,18,0,175,0,0,0,0,193,193,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561811,radio,06,756,SAN ISIDRO,567,314,253,567,67,353,147,567,12,27,28,39,32,35,25,20,31,46,49,33,43,33,44,35,21,8,4,2,0,0,567,19,41,40,74,118,25,64,87,69,9,18,3,225,3,222,225,208,15,1,1,225,100,64,50,8,3,0,225,179,34,0,6,6,225,197,22,4,1,1,0,225,225,0,0,225,220,4,1,0,0,225,33,188,4,0,0,0,243,219,0,23,0,0,1,0,243,243,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561812,radio,06,756,SAN ISIDRO,601,330,271,601,133,395,73,601,51,48,34,36,32,61,63,41,41,41,30,23,27,30,14,12,10,3,2,2,0,0,601,64,57,20,81,104,40,75,81,58,5,8,8,227,1,226,227,214,8,5,0,227,74,53,86,7,7,0,227,105,82,25,5,10,227,213,5,7,0,2,0,227,227,0,0,227,223,4,0,0,0,227,19,206,1,0,0,1,273,47,0,225,0,0,1,0,273,273,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561901,radio,06,756,SAN ISIDRO,1181,630,551,1181,167,818,196,1181,35,58,74,103,80,68,78,68,86,106,96,71,62,70,46,47,22,3,5,3,0,0,1181,60,109,92,216,283,77,109,129,76,3,19,8,420,6,414,420,355,49,11,5,420,131,111,128,25,25,0,420,306,61,0,20,33,420,413,4,3,0,0,0,420,420,0,0,420,409,11,0,0,0,420,36,352,31,1,0,0,423,383,0,37,0,3,0,0,423,423,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561902,radio,06,756,SAN ISIDRO,1179,630,549,1179,169,755,255,1179,41,59,69,77,87,60,67,83,78,97,79,70,57,86,57,52,36,15,8,1,0,0,1179,68,100,89,203,265,62,94,161,93,6,29,9,424,6,418,424,378,38,6,2,424,133,107,128,32,24,0,424,281,98,1,25,19,424,420,1,3,0,0,0,424,423,1,0,424,415,8,1,0,0,424,26,374,16,7,1,0,458,407,1,46,0,3,1,0,458,458,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561903,radio,06,756,SAN ISIDRO,733,386,347,733,114,494,125,733,34,40,40,63,58,38,42,44,50,44,61,50,44,34,35,25,14,11,4,2,0,0,733,48,57,51,130,145,22,83,104,72,7,10,4,263,4,259,263,233,26,3,1,263,89,61,89,14,7,3,263,183,58,0,16,6,263,259,3,1,0,0,0,263,262,1,0,263,256,6,1,0,0,263,21,233,9,0,0,0,304,287,2,10,0,3,2,0,304,304,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561904,radio,06,756,SAN ISIDRO,619,335,284,619,90,424,105,619,21,35,34,50,38,33,40,35,47,56,48,42,35,20,24,31,19,6,4,1,0,0,619,33,57,50,113,117,35,57,83,52,6,7,9,239,5,234,239,207,25,6,1,239,82,56,74,12,15,0,239,164,45,0,14,16,239,237,0,2,0,0,0,239,239,0,0,239,234,5,0,0,0,239,23,209,7,0,0,0,242,215,0,23,0,1,1,2,242,242,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561905,radio,06,756,SAN ISIDRO,1266,665,601,1266,187,864,215,1266,34,66,87,106,94,72,67,64,93,133,99,68,68,71,49,42,35,10,6,2,0,0,1266,69,114,109,263,246,72,109,161,85,6,23,9,446,12,434,446,378,52,15,1,446,132,104,151,23,32,4,446,297,69,24,20,36,446,440,3,3,0,0,0,446,446,0,0,446,441,4,1,0,0,446,34,393,17,2,0,0,466,398,2,58,0,3,4,1,466,466,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561906,radio,06,756,SAN ISIDRO,655,347,308,655,92,433,130,655,16,26,50,51,58,26,26,34,51,68,42,45,32,38,33,22,15,11,7,4,0,0,655,25,50,31,112,133,38,79,107,53,8,18,1,236,2,234,236,210,17,7,2,236,82,64,76,7,6,1,236,171,38,0,15,12,236,230,4,2,0,0,0,236,236,0,0,236,228,7,1,0,0,236,20,211,4,1,0,0,245,231,0,14,0,0,0,0,245,245,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561907,radio,06,756,SAN ISIDRO,1212,656,556,1212,205,798,209,1212,61,54,90,86,77,59,68,94,95,94,74,72,79,61,62,30,28,16,9,3,0,0,1212,84,107,91,237,259,57,96,139,97,6,33,6,443,6,437,443,380,52,10,1,443,142,106,151,28,15,1,443,297,102,0,24,20,443,436,4,2,0,1,0,443,443,0,0,443,435,5,3,0,0,443,33,392,13,5,0,0,484,416,1,64,0,0,3,0,484,484,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561908,radio,06,756,SAN ISIDRO,1399,724,675,1399,224,879,296,1399,57,79,88,97,87,78,83,86,93,103,90,80,82,75,78,54,44,29,12,4,0,0,1399,92,127,141,232,288,81,122,170,121,5,13,7,516,9,507,516,463,38,13,2,516,181,120,150,36,28,1,516,364,89,0,26,37,516,513,1,2,0,0,0,516,514,2,0,516,505,9,2,0,0,516,34,464,17,1,0,0,537,479,1,52,1,0,1,3,537,537,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561909,radio,06,756,SAN ISIDRO,1143,607,536,1143,178,714,251,1143,49,52,77,68,62,63,69,60,94,79,76,76,67,75,62,49,35,22,5,2,1,0,1143,60,107,95,203,239,61,103,129,112,5,23,6,437,3,434,437,397,31,6,3,437,158,109,125,22,21,2,437,327,79,0,12,19,437,435,1,0,0,0,1,437,436,1,0,437,427,8,2,0,0,437,22,397,18,0,0,0,455,409,6,39,0,0,1,0,455,455,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561910,radio,06,756,SAN ISIDRO,805,415,390,805,118,533,154,805,38,38,42,49,59,40,44,61,56,49,65,56,54,40,35,28,28,15,8,0,0,0,805,56,61,73,155,154,31,73,94,79,9,14,6,299,3,296,299,259,25,10,5,299,105,71,94,14,14,1,299,219,54,0,15,11,299,296,1,2,0,0,0,299,299,0,0,299,295,4,0,0,0,299,15,268,13,2,1,0,304,286,0,17,0,0,0,1,304,304,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561911,radio,06,756,SAN ISIDRO,621,313,308,621,109,393,119,621,28,37,44,39,43,25,34,35,59,46,36,41,35,34,36,17,15,8,7,2,0,0,621,42,59,52,118,119,37,50,70,53,5,10,6,237,4,233,237,205,25,6,1,237,84,60,71,15,7,0,237,164,44,0,12,17,237,235,1,1,0,0,0,237,237,0,0,237,227,9,1,0,0,237,20,204,11,1,0,1,247,215,0,28,0,0,2,2,247,247,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562001,radio,06,756,SAN ISIDRO,825,438,387,825,124,532,169,825,25,51,48,59,53,50,42,50,55,52,52,75,44,49,44,29,21,18,8,0,0,0,825,44,77,54,139,134,51,80,102,98,6,30,10,307,3,304,307,265,30,9,3,307,123,75,86,9,13,1,307,209,52,3,20,23,307,306,1,0,0,0,0,307,305,2,0,307,290,12,5,0,0,307,34,258,14,1,0,0,350,324,0,26,0,0,0,0,350,350,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562002,radio,06,756,SAN ISIDRO,787,422,365,787,96,482,209,787,28,30,38,52,45,36,30,35,55,65,65,45,54,48,58,39,33,22,7,1,1,0,787,45,56,63,108,142,42,79,114,89,15,26,8,320,3,317,320,285,21,14,0,320,141,78,78,14,9,0,320,249,39,2,15,15,320,317,2,1,0,0,0,320,320,0,0,320,300,13,7,0,0,320,36,272,10,1,1,0,337,316,0,19,0,1,1,0,337,337,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562003,radio,06,756,SAN ISIDRO,1114,594,520,1114,191,710,213,1114,52,68,71,80,70,76,62,72,72,84,82,64,48,72,57,42,21,12,7,2,0,0,1114,89,108,107,234,206,68,86,121,65,7,19,4,399,17,382,399,340,37,13,9,399,118,99,123,28,29,2,399,260,88,0,20,31,399,392,1,6,0,0,0,399,394,5,0,398,354,34,10,0,1,399,27,333,36,3,0,0,416,368,0,39,0,3,5,1,416,416,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562004,radio,06,756,SAN ISIDRO,562,316,246,562,89,376,97,562,18,34,37,45,35,29,41,47,39,42,28,22,48,21,28,19,10,10,8,1,0,0,562,33,55,71,134,143,24,30,42,17,0,3,10,191,7,184,191,154,21,13,3,191,53,33,70,14,20,1,191,133,23,1,14,20,191,189,0,2,0,0,0,191,188,2,1,191,184,6,1,0,0,191,10,153,24,4,0,0,192,181,1,7,0,2,1,0,192,192,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562005,radio,06,756,SAN ISIDRO,637,345,292,637,103,385,149,637,23,37,43,43,25,28,30,46,61,55,39,26,32,33,47,27,20,9,13,0,0,0,637,48,63,61,121,132,48,53,62,34,5,4,6,228,11,217,228,194,25,7,2,228,67,55,68,19,17,2,228,144,43,2,22,17,228,226,1,1,0,0,0,228,227,1,0,228,206,15,7,0,0,228,15,199,14,0,0,0,263,219,4,32,0,2,1,5,263,263,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562006,radio,06,756,SAN ISIDRO,608,345,263,608,88,403,117,608,22,36,30,44,46,42,33,29,42,39,46,49,33,35,27,27,16,6,6,0,0,0,608,39,55,44,114,129,38,49,75,42,5,15,3,227,7,220,227,182,29,14,2,227,83,62,60,12,10,0,227,163,36,2,13,13,227,222,2,3,0,0,0,227,221,6,0,225,201,23,1,0,2,227,18,183,19,6,1,0,247,225,0,18,0,1,3,0,247,247,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562007,radio,06,756,SAN ISIDRO,597,309,288,597,78,387,132,597,19,31,28,43,41,29,38,38,48,33,41,33,43,34,35,20,29,10,4,0,0,0,597,32,41,67,133,146,23,50,50,36,2,10,7,232,5,227,232,199,24,6,3,232,87,37,84,13,11,0,232,141,59,1,12,19,232,229,0,3,0,0,0,232,230,2,0,232,215,16,1,0,0,232,23,182,25,2,0,0,246,213,0,28,0,0,4,1,246,246,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562008,radio,06,756,SAN ISIDRO,1147,587,560,1147,178,772,197,1147,46,62,70,86,73,64,81,93,90,74,73,67,71,67,54,28,24,18,4,2,0,0,1147,77,102,106,245,253,48,66,135,76,8,22,9,415,7,408,415,342,46,25,2,415,130,87,131,38,26,3,415,273,82,1,18,41,415,409,2,3,1,0,0,415,414,1,0,415,402,11,2,0,0,415,51,337,24,3,0,0,430,373,0,53,0,2,2,0,430,430,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562009,radio,06,756,SAN ISIDRO,943,488,455,943,146,631,166,943,31,58,57,78,61,45,58,62,76,59,70,70,52,44,36,46,22,10,5,2,1,0,943,45,106,104,211,186,59,67,89,61,5,7,3,339,8,331,339,288,35,13,3,339,99,73,101,31,31,4,339,232,65,2,18,22,339,337,2,0,0,0,0,339,337,2,0,339,328,9,2,0,0,339,27,288,23,0,1,0,347,313,0,31,0,2,1,0,347,347,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562010,radio,06,756,SAN ISIDRO,799,404,395,799,124,549,126,799,34,45,45,67,65,53,50,63,62,52,55,46,36,36,40,18,19,8,3,2,0,0,799,53,84,69,136,172,54,61,92,61,2,11,4,292,6,286,292,252,27,12,1,292,98,54,86,27,22,5,292,187,79,0,15,11,292,292,0,0,0,0,0,292,291,1,0,292,287,5,0,0,0,292,37,241,9,5,0,0,305,250,0,54,0,0,1,0,305,305,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562101,radio,06,756,SAN ISIDRO,830,410,420,830,129,557,144,830,36,43,50,64,60,53,30,49,57,58,59,55,72,48,37,36,13,6,2,2,0,0,830,60,68,78,128,131,32,68,86,126,6,39,8,272,5,267,272,228,22,19,3,272,105,79,53,14,19,2,272,216,26,1,14,15,272,269,1,1,0,1,0,272,272,0,0,272,262,8,2,0,0,272,26,210,30,5,1,0,294,279,2,9,0,3,1,0,294,294,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562102,radio,06,756,SAN ISIDRO,1224,648,576,1224,285,822,117,1224,74,106,105,103,105,86,93,88,93,73,68,48,65,32,35,25,10,12,2,1,0,0,1224,110,199,193,311,255,38,38,41,15,7,5,12,376,34,342,376,234,72,45,25,376,71,37,114,60,80,14,376,229,81,2,27,37,376,371,0,4,0,0,1,376,369,5,2,375,341,23,11,0,1,376,20,205,146,5,0,0,377,329,0,31,0,4,12,1,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562103,radio,06,756,SAN ISIDRO,1006,524,482,1006,242,668,96,1006,56,93,93,91,80,80,49,54,71,73,48,68,54,46,18,15,7,4,5,1,0,0,1006,76,161,64,195,121,29,57,85,145,4,59,10,294,13,281,294,216,37,24,17,294,90,91,54,24,29,6,294,228,23,7,17,19,294,291,0,3,0,0,0,294,292,2,0,294,285,8,1,0,0,294,32,203,56,3,0,0,290,279,0,6,0,3,2,0,290,290,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562104,radio,06,756,SAN ISIDRO,1095,559,536,1095,231,694,170,1095,59,72,100,88,83,48,43,70,69,87,74,76,56,71,55,27,11,3,3,0,0,0,1095,80,106,16,144,121,34,96,146,211,28,106,7,353,4,349,353,321,26,4,2,353,170,104,57,12,9,1,353,285,44,1,16,7,353,352,1,0,0,0,0,353,353,0,0,352,342,10,0,0,1,353,43,303,6,1,0,0,364,361,0,2,0,1,0,0,364,364,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562105,radio,06,756,SAN ISIDRO,975,515,460,975,185,626,164,975,61,54,70,94,72,49,31,50,65,54,81,70,60,58,51,30,17,6,1,1,0,0,975,72,71,15,124,89,32,79,150,230,10,98,5,328,1,327,328,306,18,2,2,328,183,100,34,6,4,1,328,267,46,2,7,6,328,323,4,1,0,0,0,328,327,1,0,328,319,5,3,1,0,328,51,274,3,0,0,0,391,390,0,1,0,0,0,0,391,391,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562106,radio,06,756,SAN ISIDRO,1063,546,517,1063,175,667,221,1063,47,62,66,96,93,55,35,44,65,57,72,64,86,70,69,46,19,8,8,1,0,0,1063,63,76,21,123,113,33,89,167,253,11,110,4,351,2,349,351,326,23,2,0,351,200,101,42,6,2,0,351,298,28,3,9,13,351,346,5,0,0,0,0,351,350,1,0,351,334,11,3,3,0,351,35,311,5,0,0,0,373,370,0,1,0,1,1,0,373,373,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562107,radio,06,756,SAN ISIDRO,631,327,304,631,78,419,134,631,15,23,40,55,68,41,21,12,32,38,52,59,41,41,36,39,10,5,3,0,0,0,631,23,29,4,85,62,19,68,96,172,9,58,6,194,0,194,194,177,13,3,1,194,108,52,25,5,4,0,194,165,17,1,5,6,194,185,9,0,0,0,0,194,194,0,0,194,184,9,1,0,0,194,28,162,0,4,0,0,205,198,0,7,0,0,0,0,205,205,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562108,radio,06,756,SAN ISIDRO,1196,613,583,1196,217,732,247,1196,48,67,102,92,78,53,54,48,66,94,74,91,82,79,73,52,28,10,4,1,0,0,1196,57,106,17,158,110,37,125,171,289,19,97,10,408,1,407,408,373,27,8,0,408,233,114,55,4,1,1,408,350,31,4,9,14,408,398,7,2,0,1,0,408,408,0,0,408,376,27,5,0,0,408,68,340,0,0,0,0,439,438,1,0,0,0,0,0,439,439,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562109,radio,06,756,SAN ISIDRO,999,506,493,999,140,631,228,999,43,44,53,79,86,35,39,44,47,63,78,63,97,79,52,36,31,18,9,3,0,0,999,56,68,23,102,118,42,115,150,218,17,83,7,341,0,341,341,314,21,5,1,341,202,94,38,5,2,0,341,296,21,0,11,13,341,332,7,0,0,2,0,341,341,0,0,341,309,28,4,0,0,341,39,300,2,0,0,0,385,379,0,3,0,3,0,0,385,385,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562110,radio,06,756,SAN ISIDRO,248,132,116,248,43,163,42,248,11,13,19,15,15,19,17,12,19,19,15,19,13,14,7,11,5,4,0,1,0,0,248,14,18,15,29,38,13,15,39,50,8,8,1,95,1,94,95,87,5,3,0,95,48,20,24,2,1,0,95,63,24,0,5,3,95,95,0,0,0,0,0,95,95,0,0,95,91,4,0,0,0,95,8,83,3,1,0,0,152,111,0,40,0,0,1,0,152,152,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562111,radio,06,756,SAN ISIDRO,906,494,412,906,137,580,189,906,35,51,51,57,71,59,28,48,60,64,63,60,70,55,37,41,27,20,7,0,2,0,906,53,73,49,144,146,33,105,134,109,7,42,11,336,3,333,336,300,27,8,1,336,146,64,100,12,13,1,336,252,47,1,17,19,336,331,2,3,0,0,0,336,336,0,0,336,280,41,15,0,0,336,24,286,23,2,0,1,394,362,0,32,0,0,0,0,394,394,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562112,radio,06,756,SAN ISIDRO,529,285,244,529,84,368,77,529,19,30,35,49,42,26,12,32,42,42,32,36,55,42,21,7,5,1,1,0,0,0,529,32,37,2,61,33,11,53,96,144,10,45,5,184,3,181,184,177,4,1,2,184,100,59,20,1,4,0,184,154,22,1,3,4,184,179,2,3,0,0,0,184,183,0,1,183,181,2,0,0,1,184,20,161,2,0,1,0,200,198,0,0,1,0,1,0,200,200,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562113,radio,06,756,SAN ISIDRO,544,295,249,544,113,330,101,544,32,37,44,34,36,25,21,23,52,38,28,30,43,45,14,30,7,3,2,0,0,0,544,43,52,15,59,53,18,55,71,130,3,43,2,185,4,181,185,171,12,2,0,185,89,50,38,4,4,0,185,157,15,0,5,8,185,180,4,0,0,1,0,185,184,1,0,184,181,2,1,0,1,185,30,149,5,1,0,0,196,191,0,3,0,1,1,0,196,196,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562201,radio,06,756,SAN ISIDRO,1404,745,659,1404,295,948,161,1404,81,89,125,119,124,114,98,102,90,100,72,72,57,61,34,34,17,12,1,2,0,0,1404,116,206,191,381,315,52,40,69,20,3,5,6,448,39,409,448,293,80,44,31,448,101,55,149,54,71,18,448,265,107,3,29,44,448,438,3,6,0,0,1,448,440,8,0,448,431,16,1,0,0,448,22,285,115,24,0,2,452,363,1,66,0,7,13,2,452,452,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562202,radio,06,756,SAN ISIDRO,1556,810,746,1556,225,1055,276,1556,62,80,83,144,132,98,104,84,94,128,128,95,48,47,80,73,49,22,4,1,0,0,1556,93,156,222,405,410,59,51,105,33,8,8,6,568,4,564,568,447,97,19,5,568,209,124,152,46,36,1,568,404,88,1,28,47,568,545,13,8,0,0,2,568,567,1,0,568,536,31,1,0,0,568,32,507,20,5,2,2,610,24,0,586,0,0,0,0,610,610,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562203,radio,06,756,SAN ISIDRO,1064,564,500,1064,197,697,170,1064,43,69,85,95,89,76,62,53,62,72,83,69,36,34,40,50,27,10,6,3,0,0,1064,63,125,149,294,265,41,38,61,15,3,1,9,349,8,341,349,260,68,12,9,349,115,81,101,34,17,1,349,266,53,1,11,18,349,335,2,11,0,0,1,349,347,1,1,348,334,10,4,0,1,349,18,300,26,4,1,0,381,15,2,359,0,5,0,0,381,381,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562204,radio,06,756,SAN ISIDRO,1247,662,585,1247,222,839,186,1247,67,77,78,109,95,80,80,77,84,83,82,91,58,40,38,41,38,24,5,0,0,0,1247,103,140,187,327,295,46,38,70,14,8,5,14,430,6,424,430,328,83,11,8,430,143,89,127,36,35,0,430,290,70,3,22,45,430,415,8,6,0,0,1,430,430,0,0,430,403,27,0,0,0,430,15,386,26,1,0,2,435,15,0,420,0,0,0,0,435,435,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562205,radio,06,756,SAN ISIDRO,1172,597,575,1172,326,769,77,1172,92,126,108,121,109,115,104,62,75,63,34,49,37,32,20,17,6,0,0,2,0,0,1172,156,249,161,335,215,18,10,19,2,3,2,2,336,46,290,336,103,56,94,83,336,44,38,104,47,84,19,336,296,16,0,5,19,336,332,0,3,1,0,0,336,317,15,4,329,266,22,39,2,7,336,9,14,308,5,0,0,335,290,1,34,0,9,1,0,335,335,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562206,radio,06,756,SAN ISIDRO,1112,570,542,1112,195,730,187,1112,44,69,82,78,83,80,91,79,67,67,62,64,59,71,37,36,23,9,9,1,1,0,1112,79,153,137,284,251,40,62,60,23,7,6,10,399,27,372,399,275,80,27,17,399,92,69,129,38,62,9,399,236,94,1,29,39,399,394,0,5,0,0,0,399,393,6,0,397,347,32,18,0,2,399,29,279,89,2,0,0,386,338,0,35,0,8,2,3,386,386,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067562301,radio,06,756,SAN ISIDRO,753,399,354,753,146,529,78,753,43,52,51,71,74,43,53,28,60,65,57,47,31,14,14,31,13,2,2,2,0,0,753,71,86,109,187,188,28,17,39,15,6,2,5,254,14,240,254,192,53,6,3,254,75,45,81,32,20,1,254,167,51,1,13,22,254,243,7,3,0,1,0,254,252,1,1,254,244,6,4,0,0,254,20,211,22,1,0,0,264,5,0,253,0,1,2,3,264,264,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
